Factor,,X,GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust,ParentTerm
Biomin,527,726,GO:0055085,1,0.799223093,0,5,transmembrane transport,BP,1,inorganic cation import across plasma membrane
Biomin,529,728,GO:0098660,1,0.799223093,0,5,inorganic ion transmembrane transport,BP,1,inorganic cation import across plasma membrane
Biomin,7,7,GO:0090066,1,0.816087374,0,5,regulation of anatomical structure size,BP,1,ion homeostasis
Biomin,8,8,GO:0006875,1,0.894804822,0,3,cellular metal ion homeostasis,BP,1,ion homeostasis
Biomin,9,9,GO:0055065,1,0.894804822,0,3,metal ion homeostasis,BP,1,ion homeostasis
Biomin,64,77,GO:0045454,1,0.947950792,0,1,cell redox homeostasis,BP,1,ion homeostasis
Biomin,90,121,GO:0016486,1,0.955443239,0,1,peptide hormone processing,BP,1,ion homeostasis
Biomin,111,159,GO:0030516,1,0.941795499,0,1,regulation of axon extension,BP,1,ion homeostasis
Biomin,115,164,GO:0032507,1,0.941795499,0,1,maintenance of protein location in cell,BP,1,ion homeostasis
Biomin,119,171,GO:0045185,1,0.941795499,0,1,maintenance of protein location,BP,1,ion homeostasis
Biomin,127,184,GO:0051235,1,0.941795499,0,1,maintenance of location,BP,1,ion homeostasis
Biomin,131,188,GO:0051651,1,0.941795499,0,1,maintenance of location in cell,BP,1,ion homeostasis
Biomin,134,191,GO:0061387,1,0.941795499,0,1,regulation of extent of cell growth,BP,1,ion homeostasis
Biomin,143,201,GO:0001505,1,0.95409834,0,1,regulation of neurotransmitter levels,BP,1,ion homeostasis
Biomin,151,211,GO:0007204,1,0.95409834,0,1,positive regulation of cytosolic calcium ion concentration,BP,1,ion homeostasis
Biomin,195,292,GO:0042133,1,0.95409834,0,1,neurotransmitter metabolic process,BP,1,ion homeostasis
Biomin,230,340,GO:0051480,1,0.95409834,0,1,regulation of cytosolic calcium ion concentration,BP,1,ion homeostasis
Biomin,231,341,GO:0051481,1,0.95409834,0,1,negative regulation of cytosolic calcium ion concentration,BP,1,ion homeostasis
Biomin,237,350,GO:0060402,1,0.95409834,0,1,calcium ion transport into cytosol,BP,1,ion homeostasis
Biomin,262,385,GO:0097553,1,0.95409834,0,1,calcium ion transmembrane import into cytosol,BP,1,ion homeostasis
Biomin,266,389,GO:0098703,1,0.95409834,0,1,calcium ion import across plasma membrane,BP,1,ion homeostasis
Biomin,281,413,GO:1902656,1,0.95409834,0,1,calcium ion import into cytosol,BP,1,ion homeostasis
Biomin,298,442,GO:0007599,1,0.968963242,0,1,hemostasis,BP,1,ion homeostasis
Biomin,326,470,GO:0006873,1,0.785282704,0,6,cellular ion homeostasis,BP,1,ion homeostasis
Biomin,327,471,GO:0030003,1,0.785282704,0,6,cellular cation homeostasis,BP,1,ion homeostasis
Biomin,328,472,GO:0048878,1,0.785282704,0,6,chemical homeostasis,BP,1,ion homeostasis
Biomin,329,473,GO:0050801,1,0.785282704,0,6,ion homeostasis,BP,1,ion homeostasis
Biomin,330,474,GO:0055080,1,0.785282704,0,6,cation homeostasis,BP,1,ion homeostasis
Biomin,331,475,GO:0055082,1,0.785282704,0,6,cellular chemical homeostasis,BP,1,ion homeostasis
Biomin,332,476,GO:0098771,1,0.785282704,0,6,inorganic ion homeostasis,BP,1,ion homeostasis
Biomin,338,483,GO:0006879,1,0.954502522,0,1,cellular iron ion homeostasis,BP,1,ion homeostasis
Biomin,340,488,GO:0046916,1,0.954502522,0,1,cellular transition metal ion homeostasis,BP,1,ion homeostasis
Biomin,341,489,GO:0055072,1,0.954502522,0,1,iron ion homeostasis,BP,1,ion homeostasis
Biomin,342,490,GO:0055076,1,0.954502522,0,1,transition metal ion homeostasis,BP,1,ion homeostasis
Biomin,343,492,GO:0019725,1,0.744393686,0,7,cellular homeostasis,BP,1,ion homeostasis
Biomin,344,493,GO:0042592,1,0.744393686,0,7,homeostatic process,BP,1,ion homeostasis
Biomin,356,512,GO:0008209,1,0.948953234,0,1,androgen metabolic process,BP,1,ion homeostasis
Biomin,357,513,GO:0008210,1,0.948953234,0,1,estrogen metabolic process,BP,1,ion homeostasis
Biomin,373,538,GO:0006885,1,0.877623002,0,3,regulation of pH,BP,1,ion homeostasis
Biomin,376,541,GO:0030004,1,0.877623002,0,3,cellular monovalent inorganic cation homeostasis,BP,1,ion homeostasis
Biomin,377,542,GO:0030641,1,0.877623002,0,3,regulation of cellular pH,BP,1,ion homeostasis
Biomin,379,544,GO:0051453,1,0.877623002,0,3,regulation of intracellular pH,BP,1,ion homeostasis
Biomin,380,545,GO:0055067,1,0.877623002,0,3,monovalent inorganic cation homeostasis,BP,1,ion homeostasis
Biomin,384,549,GO:0008361,1,0.8985614,0,2,regulation of cell size,BP,1,ion homeostasis
Biomin,385,550,GO:0032535,1,0.8985614,0,2,regulation of cellular component size,BP,1,ion homeostasis
Biomin,394,560,GO:0035150,1,0.908230736,0,3,regulation of tube size,BP,1,ion homeostasis
Biomin,420,586,GO:0051963,1,0.956973618,0,1,regulation of synapse assembly,BP,1,ion homeostasis
Biomin,563,763,GO:0065008,1,0.554691781,0,15,regulation of biological quality,BP,1,ion homeostasis
Biomin,664,899,GO:0010817,1,0.906667424,0,2,regulation of hormone levels,BP,1,ion homeostasis
Biomin,665,900,GO:0034754,1,0.906667424,0,2,cellular hormone metabolic process,BP,1,ion homeostasis
Biomin,666,901,GO:0042445,1,0.906667424,0,2,hormone metabolic process,BP,1,ion homeostasis
Biomin,704,1005,GO:0006874,1,0.93746134,0,2,cellular calcium ion homeostasis,BP,1,ion homeostasis
Biomin,705,1006,GO:0055074,1,0.93746134,0,2,calcium ion homeostasis,BP,1,ion homeostasis
Biomin,706,1007,GO:0072503,1,0.93746134,0,2,cellular divalent inorganic cation homeostasis,BP,1,ion homeostasis
Biomin,707,1008,GO:0072507,1,0.93746134,0,2,divalent inorganic cation homeostasis,BP,1,ion homeostasis
Biomin,764,1070,GO:0050878,1,0.924483986,0,2,regulation of body fluid levels,BP,1,ion homeostasis
Biomin,788,1097,GO:0050803,1,0.947609447,0,2,regulation of synapse structure or activity,BP,1,ion homeostasis
Biomin,789,1098,GO:0050807,1,0.947609447,0,2,regulation of synapse organization,BP,1,ion homeostasis
Biomin,52,64,GO:0019216,1,0.947950792,0,1,regulation of lipid metabolic process,BP,1,lipid metabolic process
Biomin,351,507,GO:0006629,1,0.948953234,0,1,lipid metabolic process,BP,1,lipid metabolic process
Biomin,355,511,GO:0008202,1,0.948953234,0,1,steroid metabolic process,BP,1,lipid metabolic process
Biomin,153,215,GO:0007626,1,0.95409834,0,1,locomotory behavior,BP,1,locomotory behavior
Biomin,299,443,GO:0007631,1,0.968963242,0,1,feeding behavior,BP,1,locomotory behavior
Biomin,756,1062,GO:0007610,1,0.924483986,0,2,behavior,BP,1,locomotory behavior
Biomin,290,433,GO:0006464,1,0.825429273,0,6,cellular protein modification process,BP,1,macromolecule deacylation
Biomin,291,434,GO:0036211,1,0.825429273,0,6,protein modification process,BP,1,macromolecule deacylation
Biomin,292,435,GO:0043412,1,0.825429273,0,6,macromolecule modification,BP,1,macromolecule deacylation
Biomin,296,440,GO:0006476,1,0.968963242,0,1,protein deacetylation,BP,1,macromolecule deacylation
Biomin,301,445,GO:0016575,1,0.968963242,0,1,histone deacetylation,BP,1,macromolecule deacylation
Biomin,302,446,GO:0035601,1,0.968963242,0,1,protein deacylation,BP,1,macromolecule deacylation
Biomin,307,451,GO:0098732,1,0.968963242,0,1,macromolecule deacylation,BP,1,macromolecule deacylation
Biomin,350,506,GO:0006471,1,0.948953234,0,1,protein ADP-ribosylation,BP,1,macromolecule deacylation
Biomin,531,730,GO:0043687,1,0.943812229,0,2,post-translational protein modification,BP,1,macromolecule deacylation
Biomin,716,1017,GO:0006473,1,0.990215516,0,1,protein acetylation,BP,1,macromolecule deacylation
Biomin,717,1018,GO:0006475,1,0.990215516,0,1,internal protein amino acid acetylation,BP,1,macromolecule deacylation
Biomin,724,1028,GO:0016573,1,0.990215516,0,1,histone acetylation,BP,1,macromolecule deacylation
Biomin,725,1029,GO:0018193,1,0.990215516,0,1,peptidyl-amino acid modification,BP,1,macromolecule deacylation
Biomin,726,1030,GO:0018205,1,0.990215516,0,1,peptidyl-lysine modification,BP,1,macromolecule deacylation
Biomin,727,1031,GO:0018393,1,0.990215516,0,1,internal peptidyl-lysine acetylation,BP,1,macromolecule deacylation
Biomin,728,1032,GO:0018394,1,0.990215516,0,1,peptidyl-lysine acetylation,BP,1,macromolecule deacylation
Biomin,735,1039,GO:0043543,1,0.990215516,0,1,protein acylation,BP,1,macromolecule deacylation
Biomin,346,495,GO:0008104,1,0.865713359,0,3,protein localization,BP,1,macromolecule localization
Biomin,348,497,GO:0033036,1,0.865713359,0,3,macromolecule localization,BP,1,macromolecule localization
Biomin,422,588,GO:0071896,1,0.956973618,0,1,protein localization to adherens junction,BP,1,macromolecule localization
Biomin,423,589,GO:1902414,1,0.956973618,0,1,protein localization to cell junction,BP,1,macromolecule localization
Biomin,642,863,GO:0034613,1,0.904643096,0,2,cellular protein localization,BP,1,macromolecule localization
Biomin,643,867,GO:0070727,1,0.904643096,0,2,cellular macromolecule localization,BP,1,macromolecule localization
Biomin,692,990,GO:0072657,1,0.960555294,0,1,protein localization to membrane,BP,1,macromolecule localization
Biomin,693,991,GO:0072659,1,0.960555294,0,1,protein localization to plasma membrane,BP,1,macromolecule localization
Biomin,697,997,GO:1990778,1,0.960555294,0,1,protein localization to cell periphery,BP,1,macromolecule localization
Biomin,139,196,GO:1902850,1,0.941795499,0,1,microtubule cytoskeleton organization involved in mitosis,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,167,230,GO:0010564,1,0.95409834,0,1,regulation of cell cycle process,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,233,344,GO:0051726,1,0.95409834,0,1,regulation of cell cycle,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,279,410,GO:1901987,1,0.95409834,0,1,regulation of cell cycle phase transition,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,282,414,GO:1902806,1,0.95409834,0,1,regulation of cell cycle G1/S phase transition,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,595,812,GO:0000278,1,0.932579608,0,2,mitotic cell cycle,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,596,813,GO:0007049,1,0.932579608,0,2,cell cycle,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,597,814,GO:0022402,1,0.932579608,0,2,cell cycle process,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,599,816,GO:1903047,1,0.932579608,0,2,mitotic cell cycle process,BP,1,microtubule cytoskeleton organization involved in mitosis
Biomin,390,556,GO:0000226,1,0.858872646,0,3,microtubule cytoskeleton organization,BP,1,microtubule-based process
Biomin,391,557,GO:0007017,1,0.858872646,0,3,microtubule-based process,BP,1,microtubule-based process
Biomin,51,63,GO:0018996,1,0.947950792,0,1,"molting cycle, collagen and cuticulin-based cuticle",BP,1,"molting cycle, collagen and cuticulin-based cuticle"
Biomin,55,67,GO:0022404,1,0.947950792,0,1,molting cycle process,BP,1,"molting cycle, collagen and cuticulin-based cuticle"
Biomin,59,72,GO:0042395,1,0.947950792,0,1,"ecdysis, collagen and cuticulin-based cuticle",BP,1,"molting cycle, collagen and cuticulin-based cuticle"
Biomin,540,739,GO:0042303,1,0.938115407,0,2,molting cycle,BP,1,"molting cycle, collagen and cuticulin-based cuticle"
Biomin,719,1020,GO:0007517,1,0.990215516,0,1,muscle organ development,BP,1,muscle structure development
Biomin,722,1025,GO:0014866,1,0.990215516,0,1,skeletal myofibril assembly,BP,1,muscle structure development
Biomin,723,1026,GO:0014902,1,0.990215516,0,1,myotube differentiation,BP,1,muscle structure development
Biomin,732,1036,GO:0042692,1,0.990215516,0,1,muscle cell differentiation,BP,1,muscle structure development
Biomin,736,1041,GO:0048747,1,0.990215516,0,1,muscle fiber development,BP,1,muscle structure development
Biomin,737,1042,GO:0051146,1,0.990215516,0,1,striated muscle cell differentiation,BP,1,muscle structure development
Biomin,739,1044,GO:0055001,1,0.990215516,0,1,muscle cell development,BP,1,muscle structure development
Biomin,740,1045,GO:0055002,1,0.990215516,0,1,striated muscle cell development,BP,1,muscle structure development
Biomin,741,1046,GO:0060538,1,0.990215516,0,1,skeletal muscle organ development,BP,1,muscle structure development
Biomin,742,1047,GO:0061061,1,0.990215516,0,1,muscle structure development,BP,1,muscle structure development
Biomin,41,49,GO:0006739,1,0.947950792,0,1,NADP metabolic process,BP,1,NADP metabolic process
Biomin,189,286,GO:0033674,1,0.95409834,0,1,positive regulation of kinase activity,BP,1,negative regulation of catalytic activity
Biomin,199,298,GO:0043086,1,0.95409834,0,1,negative regulation of catalytic activity,BP,1,negative regulation of catalytic activity
Biomin,202,301,GO:0043549,1,0.95409834,0,1,regulation of kinase activity,BP,1,negative regulation of catalytic activity
Biomin,204,303,GO:0044092,1,0.95409834,0,1,negative regulation of molecular function,BP,1,negative regulation of catalytic activity
Biomin,208,310,GO:0045859,1,0.95409834,0,1,regulation of protein kinase activity,BP,1,negative regulation of catalytic activity
Biomin,209,311,GO:0045860,1,0.95409834,0,1,positive regulation of protein kinase activity,BP,1,negative regulation of catalytic activity
Biomin,226,333,GO:0051338,1,0.95409834,0,1,regulation of transferase activity,BP,1,negative regulation of catalytic activity
Biomin,227,334,GO:0051341,1,0.95409834,0,1,regulation of oxidoreductase activity,BP,1,negative regulation of catalytic activity
Biomin,228,335,GO:0051347,1,0.95409834,0,1,positive regulation of transferase activity,BP,1,negative regulation of catalytic activity
Biomin,229,336,GO:0051354,1,0.95409834,0,1,negative regulation of oxidoreductase activity,BP,1,negative regulation of catalytic activity
Biomin,254,377,GO:0071900,1,0.95409834,0,1,regulation of protein serine/threonine kinase activity,BP,1,negative regulation of catalytic activity
Biomin,255,378,GO:0071902,1,0.95409834,0,1,positive regulation of protein serine/threonine kinase activity,BP,1,negative regulation of catalytic activity
Biomin,457,636,GO:0043087,1,0.949413007,0,1,regulation of GTPase activity,BP,1,negative regulation of catalytic activity
Biomin,458,637,GO:0043547,1,0.949413007,0,1,positive regulation of GTPase activity,BP,1,negative regulation of catalytic activity
Biomin,467,646,GO:0051336,1,0.949413007,0,1,regulation of hydrolase activity,BP,1,negative regulation of catalytic activity
Biomin,468,647,GO:0051345,1,0.949413007,0,1,positive regulation of hydrolase activity,BP,1,negative regulation of catalytic activity
Biomin,776,1085,GO:0043085,1,0.905829776,0,2,positive regulation of catalytic activity,BP,1,negative regulation of catalytic activity
Biomin,777,1086,GO:0044093,1,0.905829776,0,2,positive regulation of molecular function,BP,1,negative regulation of catalytic activity
Biomin,778,1087,GO:0050790,1,0.905829776,0,2,regulation of catalytic activity,BP,1,negative regulation of catalytic activity
Biomin,779,1088,GO:0065009,1,0.905829776,0,2,regulation of molecular function,BP,1,negative regulation of catalytic activity
Biomin,107,155,GO:0010771,1,0.941795499,0,1,negative regulation of cell morphogenesis involved in differentiation,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,445,613,GO:0010720,1,0.949413007,0,1,positive regulation of cell development,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,459,638,GO:0045597,1,0.949413007,0,1,positive regulation of cell differentiation,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,464,643,GO:0051094,1,0.949413007,0,1,positive regulation of developmental process,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,606,823,GO:0010721,1,0.894148367,0,2,negative regulation of cell development,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,612,829,GO:0045595,1,0.894148367,0,2,regulation of cell differentiation,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,613,830,GO:0045596,1,0.894148367,0,2,negative regulation of cell differentiation,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,621,838,GO:0051093,1,0.894148367,0,2,negative regulation of developmental process,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,625,842,GO:0060284,1,0.894148367,0,2,regulation of cell development,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,672,907,GO:0050793,1,0.821909502,0,4,regulation of developmental process,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,673,908,GO:2000026,1,0.821909502,0,4,regulation of multicellular organismal development,BP,1,negative regulation of cell morphogenesis involved in differentiation
Biomin,295,438,GO:0000122,1,0.968963242,0,1,negative regulation of transcription by RNA polymerase II,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,300,444,GO:0010558,1,0.968963242,0,1,negative regulation of macromolecule biosynthetic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,303,447,GO:0045892,1,0.968963242,0,1,"negative regulation of transcription, DNA-templated",BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,304,448,GO:0045934,1,0.968963242,0,1,negative regulation of nucleobase-containing compound metabolic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,306,450,GO:0051253,1,0.968963242,0,1,negative regulation of RNA metabolic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,308,452,GO:1902679,1,0.968963242,0,1,negative regulation of RNA biosynthetic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,309,453,GO:1903507,1,0.968963242,0,1,negative regulation of nucleic acid-templated transcription,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,310,454,GO:2000113,1,0.968963242,0,1,negative regulation of cellular macromolecule biosynthetic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,426,592,GO:0048523,1,0.793998544,0,5,negative regulation of cellular process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,440,606,GO:0048519,1,0.753452651,0,6,negative regulation of biological process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,470,649,GO:0051490,1,0.949413007,0,1,negative regulation of filopodium assembly,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,478,658,GO:0120033,1,0.949413007,0,1,negative regulation of plasma membrane bounded cell projection assembly,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,600,817,GO:0009892,1,0.877286185,0,3,negative regulation of metabolic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,602,819,GO:0010605,1,0.877286185,0,3,negative regulation of macromolecule metabolic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,610,827,GO:0031345,1,0.894148367,0,2,negative regulation of cell projection organization,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,622,839,GO:0051129,1,0.894148367,0,2,negative regulation of cellular component organization,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,708,1009,GO:0010629,1,0.919498324,0,2,negative regulation of gene expression,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,758,1064,GO:0009890,1,0.924483986,0,2,negative regulation of biosynthetic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,761,1067,GO:0031324,1,0.924483986,0,2,negative regulation of cellular metabolic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,763,1069,GO:0031327,1,0.924483986,0,2,negative regulation of cellular biosynthetic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,765,1071,GO:0051172,1,0.924483986,0,2,negative regulation of nitrogen compound metabolic process,BP,1,negative regulation of nucleobase-containing compound metabolic process
Biomin,12,12,GO:0001932,1,0.911583627,0,2,regulation of protein phosphorylation,BP,1,negative regulation of protein metabolic process
Biomin,15,17,GO:0019220,1,0.911583627,0,2,regulation of phosphate metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,17,19,GO:0031399,1,0.911583627,0,2,regulation of protein modification process,BP,1,negative regulation of protein metabolic process
Biomin,18,20,GO:0032268,1,0.911583627,0,2,regulation of cellular protein metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,19,21,GO:0042325,1,0.911583627,0,2,regulation of phosphorylation,BP,1,negative regulation of protein metabolic process
Biomin,22,25,GO:0051174,1,0.911583627,0,2,regulation of phosphorus metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,96,141,GO:0070372,1,0.955443239,0,1,regulation of ERK1 and ERK2 cascade,BP,1,negative regulation of protein metabolic process
Biomin,144,202,GO:0001934,1,0.95409834,0,1,positive regulation of protein phosphorylation,BP,1,negative regulation of protein metabolic process
Biomin,166,229,GO:0010562,1,0.95409834,0,1,positive regulation of phosphorus metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,177,267,GO:0031400,1,0.95409834,0,1,negative regulation of protein modification process,BP,1,negative regulation of protein metabolic process
Biomin,178,268,GO:0031401,1,0.95409834,0,1,positive regulation of protein modification process,BP,1,negative regulation of protein metabolic process
Biomin,181,273,GO:0032269,1,0.95409834,0,1,negative regulation of cellular protein metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,182,274,GO:0032270,1,0.95409834,0,1,positive regulation of cellular protein metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,184,278,GO:0033135,1,0.95409834,0,1,regulation of peptidyl-serine phosphorylation,BP,1,negative regulation of protein metabolic process
Biomin,185,279,GO:0033138,1,0.95409834,0,1,positive regulation of peptidyl-serine phosphorylation,BP,1,negative regulation of protein metabolic process
Biomin,196,293,GO:0042327,1,0.95409834,0,1,positive regulation of phosphorylation,BP,1,negative regulation of protein metabolic process
Biomin,211,313,GO:0045937,1,0.95409834,0,1,positive regulation of phosphate metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,225,332,GO:0051248,1,0.95409834,0,1,negative regulation of protein metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,288,430,GO:2000479,1,0.95409834,0,1,regulation of cAMP-dependent protein kinase activity,BP,1,negative regulation of protein metabolic process
Biomin,670,905,GO:0051247,1,0.905391075,0,2,positive regulation of protein metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,711,1012,GO:0051246,1,0.865043397,0,3,regulation of protein metabolic process,BP,1,negative regulation of protein metabolic process
Biomin,146,206,GO:0002119,1,0.95409834,0,1,nematode larval development,BP,1,nematode larval development
Biomin,515,710,GO:0009886,1,0.950589347,0,2,post-embryonic animal morphogenesis,BP,1,nematode larval development
Biomin,516,714,GO:0048563,1,0.950589347,0,2,post-embryonic animal organ morphogenesis,BP,1,nematode larval development
Biomin,647,871,GO:0002164,1,0.944199277,0,2,larval development,BP,1,nematode larval development
Biomin,661,896,GO:0009791,1,0.860648028,0,4,post-embryonic development,BP,1,nematode larval development
Biomin,103,150,GO:0006935,1,0.941795499,0,1,chemotaxis,BP,1,neuron projection guidance
Biomin,105,152,GO:0007411,1,0.941795499,0,1,axon guidance,BP,1,neuron projection guidance
Biomin,118,168,GO:0042330,1,0.941795499,0,1,taxis,BP,1,neuron projection guidance
Biomin,136,193,GO:0097485,1,0.941795499,0,1,neuron projection guidance,BP,1,neuron projection guidance
Biomin,398,564,GO:0040011,1,0.819439423,0,4,locomotion,BP,1,neuron projection guidance
Biomin,407,573,GO:0040012,1,0.853098169,0,3,regulation of locomotion,BP,1,neuron projection guidance
Biomin,456,634,GO:0040013,1,0.949413007,0,1,negative regulation of locomotion,BP,1,neuron projection guidance
Biomin,775,1084,GO:0040017,1,0.905829776,0,2,positive regulation of locomotion,BP,1,neuron projection guidance
Biomin,488,668,GO:0008037,1,0.932023874,0,2,cell recognition,BP,1,neuron recognition
Biomin,489,669,GO:0008038,1,0.932023874,0,2,neuron recognition,BP,1,neuron recognition
Biomin,53,65,GO:0019362,1,0.947950792,0,1,pyridine nucleotide metabolic process,BP,1,nicotinamide nucleotide metabolic process
Biomin,65,78,GO:0046496,1,0.947950792,0,1,nicotinamide nucleotide metabolic process,BP,1,nicotinamide nucleotide metabolic process
Biomin,75,92,GO:0072524,1,0.947950792,0,1,pyridine-containing compound metabolic process,BP,1,nicotinamide nucleotide metabolic process
Biomin,388,554,GO:1901360,1,0.843290383,0,4,organic cyclic compound metabolic process,BP,1,nicotinamide nucleotide metabolic process
Biomin,333,477,GO:0006996,1,0.786226733,0,6,organelle organization,BP,1,organelle organization
Biomin,415,581,GO:0031334,1,0.956973618,0,1,positive regulation of protein-containing complex assembly,BP,1,organelle organization
Biomin,417,583,GO:0043254,1,0.956973618,0,1,regulation of protein-containing complex assembly,BP,1,organelle organization
Biomin,419,585,GO:0044089,1,0.956973618,0,1,positive regulation of cellular component biogenesis,BP,1,organelle organization
Biomin,427,593,GO:0051130,1,0.913043865,0,2,positive regulation of cellular component organization,BP,1,organelle organization
Biomin,523,722,GO:0044087,1,0.908559821,0,2,regulation of cellular component biogenesis,BP,1,organelle organization
Biomin,536,735,GO:0022607,1,0.852833732,0,4,cellular component assembly,BP,1,organelle organization
Biomin,537,736,GO:0044085,1,0.852833732,0,4,cellular component biogenesis,BP,1,organelle organization
Biomin,547,747,GO:0016043,1,0.705803253,0,9,cellular component organization,BP,1,organelle organization
Biomin,565,765,GO:0071840,1,0.705803253,0,9,cellular component organization or biogenesis,BP,1,organelle organization
Biomin,587,798,GO:0022411,1,0.989625492,0,1,cellular component disassembly,BP,1,organelle organization
Biomin,650,874,GO:0051128,1,0.808392596,0,5,regulation of cellular component organization,BP,1,organelle organization
Biomin,718,1019,GO:0007015,1,0.990215516,0,1,actin filament organization,BP,1,organelle organization
Biomin,744,1049,GO:0070925,1,0.990215516,0,1,organelle assembly,BP,1,organelle organization
Biomin,747,1052,GO:0097435,1,0.990215516,0,1,supramolecular fiber organization,BP,1,organelle organization
Biomin,171,241,GO:0018958,1,0.95409834,0,1,phenol-containing compound metabolic process,BP,1,organic hydroxy compound metabolic process
Biomin,272,403,GO:1901615,1,0.95409834,0,1,organic hydroxy compound metabolic process,BP,1,organic hydroxy compound metabolic process
Biomin,663,898,GO:0055114,1,0.904817754,0,2,oxidation-reduction process,BP,1,oxidation-reduction process
Biomin,28,32,GO:0006766,1,0.982563925,0,1,vitamin metabolic process,BP,1,oxoacid metabolic process
Biomin,29,33,GO:0006767,1,0.982563925,0,1,water-soluble vitamin metabolic process,BP,1,oxoacid metabolic process
Biomin,38,46,GO:0006082,1,0.947950792,0,1,organic acid metabolic process,BP,1,oxoacid metabolic process
Biomin,39,47,GO:0006520,1,0.947950792,0,1,cellular amino acid metabolic process,BP,1,oxoacid metabolic process
Biomin,46,54,GO:0009069,1,0.947950792,0,1,serine family amino acid metabolic process,BP,1,oxoacid metabolic process
Biomin,50,60,GO:0016259,1,0.947950792,0,1,selenocysteine metabolic process,BP,1,oxoacid metabolic process
Biomin,54,66,GO:0019752,1,0.947950792,0,1,carboxylic acid metabolic process,BP,1,oxoacid metabolic process
Biomin,63,76,GO:0043436,1,0.947950792,0,1,oxoacid metabolic process,BP,1,oxoacid metabolic process
Biomin,80,97,GO:1901605,1,0.947950792,0,1,alpha-amino acid metabolic process,BP,1,oxoacid metabolic process
Biomin,155,218,GO:0009187,1,0.95409834,0,1,cyclic nucleotide metabolic process,BP,1,oxoacid metabolic process
Biomin,212,314,GO:0046068,1,0.95409834,0,1,cGMP metabolic process,BP,1,oxoacid metabolic process
Biomin,432,598,GO:0006753,1,0.904434578,0,2,nucleoside phosphate metabolic process,BP,1,oxoacid metabolic process
Biomin,435,601,GO:0009117,1,0.904434578,0,2,nucleotide metabolic process,BP,1,oxoacid metabolic process
Biomin,437,603,GO:0055086,1,0.904434578,0,2,nucleobase-containing small molecule metabolic process,BP,1,oxoacid metabolic process
Biomin,700,1000,GO:0044281,1,0.888662216,0,3,small molecule metabolic process,BP,1,oxoacid metabolic process
Biomin,92,132,GO:0043171,1,0.955443239,0,1,peptide catabolic process,BP,1,peptide catabolic process
Biomin,783,1092,GO:0006518,1,0.905709581,0,2,peptide metabolic process,BP,1,peptide catabolic process
Biomin,786,1095,GO:0043603,1,0.905709581,0,2,cellular amide metabolic process,BP,1,peptide catabolic process
