"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.370094176355486 2 20 "GO:0008103;GO:0016325" "oocyte microtubule cytoskeleton organization" 1
0 0.358583800544701 2 23 "GO:0008154" "actin polymerization or depolymerization" 1
0 0.504346631534154 7 19 "GO:0008156" "negative regulation of DNA replication" 1
0 0.410097114852346 2 77 "GO:0008202" "steroid metabolic process" 1
0 0.521907462083837 4 33 "GO:0008203;GO:0016125" "sterol metabolic process" 1
0 0.155508581360357 3 5 "GO:0008207" "C21-steroid hormone metabolic process" 1
0 0.0286046638822542 3 5 "GO:0008209" "androgen metabolic process" 0.656481481481482
0 0.0564249355143424 4 13 "GO:0008210" "estrogen metabolic process" 0.995973154362416
0 0.976867526438392 3 54 "GO:0008217" "regulation of blood pressure" 1
0 0.261511128758846 2 15 "GO:0008258" "head involution" 1
0 0.785957633223995 2 55 "GO:0008277" "regulation of G protein-coupled receptor signaling pathway" 1
0 0.966325337153289 2 362 "GO:0008283" "cell population proliferation" 1
0 0.87741763211826 2 268 "GO:0008284" "positive regulation of cell population proliferation" 1
0 0.975172580801289 5 248 "GO:0008285" "negative regulation of cell population proliferation" 1
0 0.606813021706329 5 42 "GO:0008286" "insulin receptor signaling pathway" 1
0 0.433762706002001 5 8 "GO:0008293" "torso signaling pathway" 1
0 0.671073203176169 3 33 "GO:0008298" "intracellular mRNA localization" 1
0 1 2 6 "GO:0008299" "isoprenoid biosynthetic process" 1
0 0.826477526699072 5 68 "GO:0008306" "associative learning" 1
0 0.929397769120608 4 31 "GO:0008333" "endosome to lysosome transport" 1
0 0.59164948653581 2 17 "GO:0008334" "histone mRNA metabolic process" 1
0 0.357752096006084 2 168 "GO:0008340;GO:0010259" "obsolete multicellular organism aging" 1
0 0.183707392756079 2 8 "GO:0008343" "adult feeding behavior" 1
0 0.884120245397584 2 60 "GO:0008344" "adult locomotory behavior" 1
0 0.561713106724314 2 13 "GO:0008345" "larval locomotory behavior" 1
0 0.988088588528009 4 44 "GO:0008347" "glial cell migration" 1
0 0.825153895083518 4 5 "GO:0008348" "negative regulation of antimicrobial humoral response" 1
0 0.99505181441276 3 33 "GO:0008354" "germ cell migration" 1
0 0.445972536504679 6 28 "GO:0008355" "olfactory learning" 1
0 0.989698854518254 2 67 "GO:0008356" "asymmetric cell division" 1
0 0.911904764494265 4 89 "GO:0008360" "regulation of cell shape" 1
0 0.975717240200209 2 146 "GO:0008361" "regulation of cell size" 1
0 0.879538434806445 2 11 "GO:0008362" "chitin-based embryonic cuticle biosynthetic process" 1
0 0.784088662947735 6 17 "GO:0008363;GO:0042337;GO:0035293" "larval chitin-based cuticle development" 1
0 0.792220057498678 3 153 "GO:0008406;GO:0045137" "gonad development" 1
0 0.370094176355486 2 20 "GO:0008407" "chaeta morphogenesis" 1
0 0.602092194555744 5 10 "GO:0008535;GO:0033617" "respiratory chain complex IV assembly" 1
0 0.753225362359627 6 24 "GO:0008542" "visual learning" 1
0 0.972219279655545 7 53 "GO:0008543;GO:0044344;GO:0071774" "cellular response to fibroblast growth factor stimulus" 1
0 0.974578356971035 2 134 "GO:0008544" "epidermis development" 1
0 0.986409732635914 3 107 "GO:0008582;GO:0051963;GO:1904396" "regulation of synapse assembly" 1
0 0.691973347675466 4 48 "GO:0008584;GO:0046546" "male gonad development" 1
0 0.999920964057973 3 27 "GO:0008586" "imaginal disc-derived wing vein morphogenesis" 1
0 0.993560135652854 3 32 "GO:0008587" "imaginal disc-derived wing margin morphogenesis" 1
0 0.997423394609461 2 65 "GO:0008589" "regulation of smoothened signaling pathway" 1
0 0.913018994803785 2 7 "GO:0008592" "regulation of Toll signaling pathway" 1
0 0.742601474145438 2 93 "GO:0008593" "regulation of Notch signaling pathway" 1
0 0.785240099978243 2 13 "GO:0008594" "photoreceptor cell morphogenesis" 1
0 0.863644997014844 2 15 "GO:0008608" "attachment of spindle microtubules to kinetochore" 1
0 0.916469640556014 2 201 "GO:0008610" "lipid biosynthetic process" 1
0 0.969502684997968 2 10 "GO:0008625" "extrinsic apoptotic signaling pathway via death domain receptors" 1
0 0.361723776286688 4 36 "GO:0008630" "intrinsic apoptotic signaling pathway in response to DNA damage" 1
0 0.733533740975951 2 8 "GO:0008631;GO:0036473" "obsolete cell death in response to oxidative stress" 1
0 0.924797750265552 4 22 "GO:0008637" "apoptotic mitochondrial changes" 1
0 1 4 10 "GO:0008643;GO:0034219" "carbohydrate transport" 1
0 1 2 7 "GO:0008645;GO:0015749" "monosaccharide transmembrane transport" 1
0 0.969502684997968 2 10 "GO:0009047" "dosage compensation by hyperactivation of X chromosome" 1
0 1 2 7 "GO:0009048" "dosage compensation by inactivation of X chromosome" 1
0 3.23019339592949e-07 3 94 "GO:0009060;GO:0045333" "cellular respiration" 0
0 0.550530819595332 4 44 "GO:0009062;GO:0072329" "monocarboxylic acid catabolic process" 1
0 0.444278179498682 2 18 "GO:0009064" "glutamine family amino acid metabolic process" 1
0 0.658590982232464 4 7 "GO:0009065" "glutamine family amino acid catabolic process" 1
0 0.358583800544701 3 23 "GO:0009066" "aspartate family amino acid metabolic process" 1
0 0.489961467729238 2 12 "GO:0009067" "aspartate family amino acid biosynthetic process" 1
0 0.938659745350618 4 8 "GO:0009068" "aspartate family amino acid catabolic process" 1
0 0.21019614892598 2 20 "GO:0009069" "serine family amino acid metabolic process" 1
0 0.183707392756079 4 8 "GO:0009070" "serine family amino acid biosynthetic process" 1
0 0.0716996441752414 2 11 "GO:0009072" "aromatic amino acid metabolic process" 1
0 0.33515957270137 2 10 "GO:0009084" "glutamine family amino acid biosynthetic process" 1
0 0.173602115975457 2 125 "GO:0009100" "glycoprotein metabolic process" 1
0 0.12000552758756 3 93 "GO:0009101;GO:0006486;GO:0043413;GO:0070085" "glycoprotein biosynthetic process" 1
0 0.452440755747786 -1 65 "GO:0009108" "obsolete coenzyme biosynthetic process" 1
0 0.672733077698966 2 11 "GO:0009110" "vitamin biosynthetic process" 1
0 0.21019614892598 3 20 "GO:0009112" "nucleobase metabolic process" 1
0 0.0659085951492711 5 6 "GO:0009113" "purine nucleobase biosynthetic process" 0.996531791907515
0 0.952792611975224 2 50 "GO:0009116;GO:0009119" "nucleoside metabolic process" 1
0 0.825153895083518 2 5 "GO:0009130;GO:0009129" "pyrimidine nucleoside monophosphate biosynthetic process" 1
0 0.320586375113049 2 35 "GO:0009132" "nucleoside diphosphate metabolic process" 1
0 0.825153895083518 5 5 "GO:0009138" "pyrimidine nucleoside diphosphate metabolic process" 1
0 0.00547187293951808 2 59 "GO:0009142;GO:0009124;GO:0009127;GO:0009156;GO:0009168" "nucleoside monophosphate biosynthetic process" 0.254255319148936
0 0.567562691175983 3 6 "GO:0009148;GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 1
0 0.000184413456946204 3 196 "GO:0009150;GO:0009259;GO:0019693" "ribose phosphate metabolic process" 0.0272727272727273
0 0.0172199176244215 3 28 "GO:0009154;GO:0006195;GO:0009261;GO:0072523" "purine-containing compound catabolic process" 0.556428571428571
0 0.931164665366634 4 13 "GO:0009163;GO:0042455" "ribonucleoside biosynthetic process" 1
0 0.053487353151238 3 8 "GO:0009164;GO:0042454" "nucleoside catabolic process" 0.990845070422535
0 0.0972034258012423 6 113 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 1
0 0.0366759536771554 2 33 "GO:0009166;GO:1901292" "nucleoside phosphate catabolic process" 0.780603448275862
0 0.563587054624515 3 27 "GO:0009179;GO:0009135;GO:0009185" "ribonucleoside diphosphate metabolic process" 1
0 0.822876635654754 2 18 "GO:0009187;GO:0052652" "cyclic nucleotide metabolic process" 1
0 0.733533740975951 2 8 "GO:0009190;GO:0006182" "cyclic nucleotide biosynthetic process" 1
0 0.0101348069828263 3 8 "GO:0009200" "deoxyribonucleoside triphosphate metabolic process" 0.380508474576271
0 0.460077983307802 7 5 "GO:0009214" "cyclic nucleotide catabolic process" 1
0 0.969502684997968 3 10 "GO:0009218;GO:0046131" "pyrimidine ribonucleoside metabolic process" 1
0 0.733533740975951 2 8 "GO:0009219" "pyrimidine deoxyribonucleotide metabolic process" 1
0 1 3 6 "GO:0009220;GO:0046132;GO:0046134" "pyrimidine nucleoside biosynthetic process" 1
0 0.245108567571442 3 6 "GO:0009221;GO:0009265;GO:0046385" "2'-deoxyribonucleotide biosynthetic process" 1
0 0.855709428908986 2 19 "GO:0009225" "nucleotide-sugar metabolic process" 1
0 0.984843144361408 3 12 "GO:0009226" "nucleotide-sugar biosynthetic process" 1
0 0.915674338679586 2 17 "GO:0009235" "cobalamin metabolic process" 1
0 0.825153895083518 3 5 "GO:0009249" "protein lipoylation" 1
0 0.33515957270137 2 10 "GO:0009263" "deoxyribonucleotide biosynthetic process" 1
0 0.994063811282944 3 141 "GO:0009266" "response to temperature stimulus" 1
0 0.475664370978691 2 86 "GO:0009267" "cellular response to starvation" 1
0 0.906025998538156 3 21 "GO:0009268" "response to pH" 1
0 0.627541780300373 6 14 "GO:0009299" "mRNA transcription" 1
0 0.0396615314073169 3 53 "GO:0009301;GO:0016073;GO:0042795;GO:0098781" "obsolete ncRNA transcription" 0.826890756302521
0 0.413716506173819 6 11 "GO:0009303" "rRNA transcription" 1
0 0.648330758473166 4 18 "GO:0009311" "oligosaccharide metabolic process" 1
0 0.155508581360357 2 5 "GO:0009312" "oligosaccharide biosynthetic process" 1
0 0.321359137534125 2 16 "GO:0009394;GO:0009262;GO:0019692" "deoxyribonucleotide metabolic process" 1
0 0.879538434806445 4 11 "GO:0009395" "phospholipid catabolic process" 1
0 0.489961467729238 2 12 "GO:0009404" "toxin metabolic process" 1
0 0.245108567571442 2 6 "GO:0009405;GO:0071852;GO:0071966" "fungal-type cell wall organization or biogenesis" 1
0 0.825153895083518 2 5 "GO:0009407" "toxin catabolic process" 1
0 0.97907666226037 2 104 "GO:0009408" "response to heat" 1
0 0.924797750265552 3 22 "GO:0009409" "response to cold" 1
0 0.601393611721694 3 101 "GO:0009410" "response to xenobiotic stimulus" 1
0 0.951972379419958 2 90 "GO:0009411" "response to UV" 1
0 0.672733077698966 2 11 "GO:0009415" "response to water" 1
0 0.989098545354537 4 245 "GO:0009416;GO:0009314" "response to radiation" 1
0 0.120238864265188 2 15 "GO:0009435" "NAD biosynthetic process" 1
0 0.460077983307802 2 5 "GO:0009438" "methylglyoxal metabolic process" 1
0 0.844897412882826 2 69 "GO:0009451" "RNA modification" 1
0 0.913018994803785 3 7 "GO:0009453;GO:0042331" "energy taxis" 1
0 0.957390230886009 2 67 "GO:0009581;GO:0009582" "detection of abiotic stimulus" 1
0 0.949555453334004 2 37 "GO:0009583" "detection of light stimulus" 1
0 0.899987724387773 2 25 "GO:0009584" "detection of visible light" 1
0 0.464956569796831 3 15 "GO:0009593" "detection of chemical stimulus" 1
0 0.913018994803785 3 7 "GO:0009595" "detection of biotic stimulus" 1
0 0.897071757351391 2 231 "GO:0009611;GO:0042060" "response to wounding" 1
0 0.928271927184299 2 106 "GO:0009612" "response to mechanical stimulus" 1
0 0.365606104178926 2 59 "GO:0009615" "response to virus" 1
0 0.266175762999798 2 186 "GO:0009617" "response to bacterium" 1
0 0.606813021706329 2 42 "GO:0009620;GO:0050832" "response to fungus" 1
0 0.489961467729238 3 12 "GO:0009629" "response to gravity" 1
0 1 3 7 "GO:0009635" "response to herbicide" 1
0 0.764753573697773 2 250 "GO:0009636" "response to toxic substance" 1
0 0.0917625061922527 2 9 "GO:0009642" "response to light intensity" 1
0 0.825153895083518 3 5 "GO:0009648;GO:0043153" "entrainment of circadian clock by photoperiod" 1
0 0.658590982232464 2 7 "GO:0009649" "entrainment of circadian clock" 1
0 0.489961467729238 2 12 "GO:0009650" "UV protection" 1
0 0.924797750265552 2 22 "GO:0009651" "response to salt stress" 1
0 0.978418848924331 2 375 "GO:0009725" "response to hormone" 1
0 0.898631695704407 4 84 "GO:0009743" "response to carbohydrate" 1
0 0.793968407540671 6 9 "GO:0009744;GO:0034285" "response to sucrose" 1
0 0.933784160343474 2 68 "GO:0009746;GO:0034284;GO:0009749" "response to monosaccharide" 1
0 1 3 5 "GO:0009750" "response to fructose" 1
0 0.884120245397584 2 60 "GO:0009755" "hormone-mediated signaling pathway" 1
0 1 5 6 "GO:0009786" "regulation of asymmetric cell division" 1
0 0.793968407540671 3 9 "GO:0009794" "regulation of mitotic cell cycle, embryonic" 1
0 0.602657759809497 2 146 "GO:0009798" "axis specification" 1
0 0.0917625061922527 2 9 "GO:0009812" "flavonoid metabolic process" 1
0 0.133792061842117 3 21 "GO:0009826" "unidimensional cell growth" 1
0 1 2 6 "GO:0009838" "abscission" 1
0 0.780480471869491 3 170 "GO:0009880;GO:0035282" "segmentation" 1
0 0.430374437177506 5 128 "GO:0009895;GO:0031330" "negative regulation of catabolic process" 1
0 0.776842090803653 5 258 "GO:0009896" "positive regulation of catabolic process" 1
0 0.946844365316236 4 97 "GO:0009913" "epidermal cell differentiation" 1
0 0.396924449766482 4 27 "GO:0009914" "hormone transport" 1
0 0.567562691175983 4 6 "GO:0009949" "polarity specification of anterior/posterior axis" 1
0 0.533935787090909 3 47 "GO:0009950" "dorsal/ventral axis specification" 1
0 0.524849185156947 4 156 "GO:0009952" "anterior/posterior pattern specification" 1
0 0.897879237351118 2 114 "GO:0009953" "dorsal/ventral pattern formation" 1
0 0.822876635654754 2 18 "GO:0009954" "proximal/distal pattern formation" 1
0 0.825153895083518 2 5 "GO:0009957" "epidermal cell fate specification" 1
0 0.328520279990317 2 13 "GO:0009988" "cell-cell recognition" 1
0 0.305946276283516 3 106 "GO:0009994;GO:0048599" "oocyte differentiation" 1
0 0.986404286551383 2 74 "GO:0010001" "glial cell differentiation" 1
0 0.915674338679586 2 17 "GO:0010002" "cardioblast differentiation" 1
0 0.793968407540671 2 9 "GO:0010032" "meiotic chromosome condensation" 1
0 0.621153578156302 -1 216 "GO:0010035" "obsolete response to inorganic substance" 1
0 1 4 5 "GO:0010037" "response to carbon dioxide" 1
0 0.770142379400669 3 148 "GO:0010038" "response to metal ion" 1
0 0.59164948653581 2 17 "GO:0010039" "response to iron ion" 1
0 1 5 5 "GO:0010040" "response to iron(II) ion" 1
0 0.97118533148022 2 16 "GO:0010042" "response to manganese ion" 1
0 0.97118533148022 2 16 "GO:0010043" "response to zinc ion" 1
0 0.536440648241047 2 23 "GO:0010092" "specification of animal organ identity" 1
0 0.358583800544701 5 23 "GO:0010165" "response to X-ray" 1
0 0.62280125696983 2 60 "GO:0010171" "body morphogenesis" 1
0 0.723319657098728 4 27 "GO:0010172" "embryonic body morphogenesis" 1
0 0.70032139236776 2 84 "GO:0010212" "response to ionizing radiation" 1
0 0.567562691175983 2 6 "GO:0010224" "response to UV-B" 1
0 0.956746162576861 2 9 "GO:0010225" "response to UV-C" 1
0 0.969502684997968 4 10 "GO:0010226" "response to lithium ion" 1
0 0.855838811978802 2 407 "GO:0010243" "response to organonitrogen compound" 1
0 0.825153895083518 3 5 "GO:0010248" "establishment or maintenance of transmembrane electrochemical gradient" 1
0 0.960674416870721 2 217 "GO:0010256" "endomembrane system organization" 1
0 0.000967615560441914 2 29 "GO:0010257;GO:0032981" "NADH dehydrogenase complex assembly" 0.0725806451612903
0 0.825153895083518 4 5 "GO:0010265" "SCF complex assembly" 1
0 0.658590982232464 4 7 "GO:0010286" "heat acclimation" 1
0 0.686663675028934 2 15 "GO:0010288" "response to lead ion" 1
0 0.567562691175983 2 6 "GO:0010310" "regulation of hydrogen peroxide metabolic process" 1
0 0.963650516761569 2 43 "GO:0010324;GO:0099024" "membrane invagination" 1
0 0.445972536504679 5 28 "GO:0010332" "response to gamma radiation" 1
0 0.25726330200714 3 9 "GO:0010383;GO:0044036;GO:0071554" "cell wall polysaccharide metabolic process" 1
0 0.982957760955184 2 81 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 1
0 0.989316350944305 -1 13 "GO:0010390" "obsolete histone monoubiquitination" 1
0 0.876672135865024 -1 6 "GO:0010452" "obsolete histone H3-K36 methylation" 1
0 0.910478445103725 4 58 "GO:0010453;GO:0042659" "regulation of cell fate commitment" 1
0 0.991641086238974 2 31 "GO:0010454;GO:0009996" "negative regulation of cell fate commitment" 1
0 1 2 5 "GO:0010457" "centriole-centriole cohesion" 1
0 0.733656947688875 5 12 "GO:0010458" "exit from mitosis" 1
0 0.893096461909498 4 41 "GO:0010466;GO:0010951" "negative regulation of peptidase activity" 1
0 0.543472560172955 2 61 "GO:0010469" "regulation of signaling receptor activity" 1
0 0.983887472366259 2 38 "GO:0010470" "regulation of gastrulation" 1
0 0.0312774779651111 2 150 "GO:0010498;GO:0043161" "proteasomal protein catabolic process" 0.693181818181818
0 0.911509858451085 2 34 "GO:0010501" "RNA secondary structure unwinding" 1
0 0.752440043889636 2 154 "GO:0010506" "regulation of autophagy" 1
0 0.663988041051267 3 40 "GO:0010507" "negative regulation of autophagy" 1
0 0.669748368847962 3 58 "GO:0010508" "positive regulation of autophagy" 1
0 1 4 8 "GO:0010511" "regulation of phosphatidylinositol biosynthetic process" 1
0 0.876672135865024 2 6 "GO:0010512;GO:0071072;GO:1902646;GO:1902647" "negative regulation of phospholipid biosynthetic process" 1
0 0.906025998538156 5 21 "GO:0010517;GO:1900274" "regulation of phospholipase activity" 1
0 0.978586797186971 4 17 "GO:0010518;GO:0010863" "positive regulation of phospholipase activity" 1
0 0.929397769120608 3 31 "GO:0010522;GO:0051279" "regulation of calcium ion transport into cytosol" 1
0 0.876672135865024 2 6 "GO:0010523;GO:0051280;GO:0051284" "negative regulation of calcium ion transport into cytosol" 1
0 0.892453337079847 5 16 "GO:0010524" "positive regulation of calcium ion transport into cytosol" 1
0 0.841937460786903 -1 10 "GO:0010528;GO:0010529" "obsolete regulation of transposition" 1
0 1 5 8 "GO:0010543;GO:0090330" "regulation of platelet activation" 1
0 1 5 5 "GO:0010544;GO:0090331" "negative regulation of platelet activation" 1
0 0.602092194555744 3 10 "GO:0010559;GO:1903018" "regulation of glycoprotein metabolic process" 1
0 0.876672135865024 2 6 "GO:0010560;GO:1903020;GO:0060050" "positive regulation of glycoprotein metabolic process" 1
0 0.999480336868923 2 391 "GO:0010564" "regulation of cell cycle process" 1
0 0.943183427221129 2 53 "GO:0010565" "regulation of cellular ketone metabolic process" 1
0 0.876672135865024 2 6 "GO:0010566" "regulation of ketone biosynthetic process" 1
0 0.602092194555744 4 10 "GO:0010569" "regulation of double-strand break repair via homologous recombination" 1
0 0.841937460786903 2 10 "GO:0010574;GO:0010575" "regulation of vascular endothelial growth factor production" 1
0 0.161764447466714 2 16 "GO:0010586" "miRNA metabolic process" 1
0 0.825153895083518 4 5 "GO:0010587" "miRNA catabolic process" 1
0 0.086426731295601 2 25 "GO:0010591;GO:1902743" "regulation of lamellipodium organization" 1
0 0.128217468182688 3 18 "GO:0010592;GO:1902745" "positive regulation of lamellipodium organization" 1
0 0.785640069710302 5 77 "GO:0010594;GO:0010595;GO:0010634" "regulation of endothelial cell migration" 1
0 0.627541780300373 3 14 "GO:0010596" "negative regulation of endothelial cell migration" 1
0 0.876672135865024 6 6 "GO:0010603;GO:0010606" "regulation of cytoplasmic mRNA processing body assembly" 1
0 0.290795473150478 2 257 "GO:0010608" "post-transcriptional regulation of gene expression" 1
0 0.911509858451085 2 34 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle adaptation" 1
0 0.876672135865024 2 6 "GO:0010612;GO:0010616;GO:0014745;GO:1903242" "regulation of cardiac muscle adaptation" 1
0 0.627541780300373 4 14 "GO:0010613;GO:0014742" "positive regulation of cardiac muscle hypertrophy" 1
0 0.989316350944305 3 13 "GO:0010614;GO:0014741" "negative regulation of cardiac muscle hypertrophy" 1
0 0.257658761183072 3 46 "GO:0010623" "programmed cell death involved in cell development" 1
0 0.970850440749147 2 129 "GO:0010631;GO:0090130;GO:0090132" "tissue migration" 1
0 0.968177342372648 3 97 "GO:0010632" "regulation of epithelial cell migration" 1
0 0.821553115764875 2 22 "GO:0010633" "negative regulation of epithelial cell migration" 1
0 0.733533740975951 5 8 "GO:0010635" "regulation of mitochondrial fusion" 1
0 0.886064198031182 2 287 "GO:0010638" "positive regulation of organelle organization" 1
0 0.999994460658654 6 204 "GO:0010639" "negative regulation of organelle organization" 1
0 0.33515957270137 2 10 "GO:0010640" "regulation of platelet-derived growth factor receptor signaling pathway" 1
0 0.33999196353478 3 7 "GO:0010642" "negative regulation of platelet-derived growth factor receptor signaling pathway" 1
0 0.760881922174154 7 28 "GO:0010656;GO:0010660" "regulation of muscle cell apoptotic process" 1
0 0.672733077698966 2 11 "GO:0010661" "positive regulation of muscle cell apoptotic process" 1
0 0.382816874029281 2 17 "GO:0010662;GO:0010665" "regulation of striated muscle cell apoptotic process" 1
0 0.460077983307802 3 5 "GO:0010663;GO:0010666" "positive regulation of striated muscle cell apoptotic process" 1
0 0.561713106724314 2 13 "GO:0010664;GO:0010667" "negative regulation of striated muscle cell apoptotic process" 1
0 0.530228129916242 2 16 "GO:0010669" "epithelial structure maintenance" 1
0 0.059617894350564 -1 21 "GO:0010676;GO:0010907" "obsolete positive regulation of cellular carbohydrate metabolic process" 1
0 0.253913452865764 -1 24 "GO:0010677;GO:0045912" "negative regulation of carbohydrate metabolic process" 1
0 0.982221500750244 4 23 "GO:0010712" "regulation of collagen metabolic process" 1
0 0.793968407540671 5 9 "GO:0010714;GO:0032965;GO:0032967" "regulation of collagen biosynthetic process" 1
0 0.999078892883458 2 20 "GO:0010715" "regulation of extracellular matrix disassembly" 1
0 0.463075080073475 2 25 "GO:0010717" "regulation of epithelial to mesenchymal transition" 1
0 0.153556667979246 2 13 "GO:0010718" "positive regulation of epithelial to mesenchymal transition" 1
0 0.522012407999431 3 9 "GO:0010719" "negative regulation of epithelial to mesenchymal transition" 1
0 0.999998340146851 3 379 "GO:0010720;GO:0045597" "positive regulation of cell differentiation" 1
0 0.733656947688875 2 12 "GO:0010743" "regulation of macrophage derived foam cell differentiation" 1
0 0.825153895083518 2 5 "GO:0010744" "positive regulation of macrophage derived foam cell differentiation" 1
0 0.658590982232464 3 7 "GO:0010745" "negative regulation of macrophage derived foam cell differentiation" 1
0 1 2 5 "GO:0010749" "regulation of nitric oxide mediated signal transduction" 1
0 1 2 5 "GO:0010752" "regulation of cGMP-mediated signaling" 1
0 0.956746162576861 3 9 "GO:0010755" "regulation of plasminogen activation" 1
0 0.825153895083518 3 5 "GO:0010756" "positive regulation of plasminogen activation" 1
0 0.825153895083518 6 5 "GO:0010758;GO:1905521" "regulation of macrophage chemotaxis" 1
0 0.924797750265552 3 22 "GO:0010762;GO:0010763" "regulation of fibroblast migration" 1
0 0.989316350944305 3 13 "GO:0010765" "positive regulation of sodium ion transport" 1
0 0.183707392756079 4 8 "GO:0010766;GO:1902306;GO:2000650" "negative regulation of sodium ion transmembrane transport" 1
0 0.978164800847083 -1 170 "GO:0010769" "obsolete regulation of cell morphogenesis involved in differentiation" 1
0 0.999401823632126 2 95 "GO:0010770" "positive regulation of cell morphogenesis" 1
0 0.810137324030329 2 41 "GO:0010771" "negative regulation of cell morphogenesis" 1
0 0.733533740975951 3 8 "GO:0010793;GO:2000197" "regulation of ribonucleoprotein complex localization" 1
0 0.261511128758846 3 15 "GO:0010799" "regulation of peptidyl-threonine phosphorylation" 1
0 0.413716506173819 4 11 "GO:0010800" "positive regulation of peptidyl-threonine phosphorylation" 1
0 0.464956569796831 2 15 "GO:0010803" "regulation of tumor necrosis factor-mediated signaling pathway" 1
0 0.984459345195151 5 69 "GO:0010810" "regulation of cell-substrate adhesion" 1
0 0.926311476929407 2 35 "GO:0010811" "positive regulation of cell-substrate adhesion" 1
0 0.899987724387773 6 25 "GO:0010812" "negative regulation of cell-substrate adhesion" 1
0 0.825153895083518 2 5 "GO:0010815" "bradykinin catabolic process" 1
0 0.537501007428648 3 201 "GO:0010817" "regulation of hormone levels" 1
0 0.704400999831729 2 52 "GO:0010821" "regulation of mitochondrion organization" 1
0 0.852303384537797 -1 35 "GO:0010822" "obsolete positive regulation of mitochondrion organization" 1
0 0.59164948653581 -1 17 "GO:0010823" "obsolete negative regulation of mitochondrion organization" 1
0 0.98646021286295 2 24 "GO:0010824" "regulation of centrosome duplication" 1
0 1 4 7 "GO:0010826;GO:0046606" "negative regulation of centrosome duplication" 1
0 0.830929280564543 4 38 "GO:0010827;GO:0046324" "regulation of glucose transmembrane transport" 1
0 0.851998277752517 3 23 "GO:0010828;GO:0046326" "positive regulation of glucose transmembrane transport" 1
0 0.561713106724314 7 13 "GO:0010829;GO:0046325" "negative regulation of glucose import" 1
0 0.784088662947735 4 17 "GO:0010830" "regulation of myotube differentiation" 1
0 0.658590982232464 3 7 "GO:0010831" "positive regulation of myotube differentiation" 1
0 0.522012407999431 6 9 "GO:0010837" "regulation of keratinocyte proliferation" 1
0 0.825153895083518 3 5 "GO:0010839" "negative regulation of keratinocyte proliferation" 1
0 0.153556667979246 3 13 "GO:0010842" "retina layer formation" 1
0 0.879538434806445 -1 11 "GO:0010847" "obsolete regulation of chromatin assembly" 1
0 0.969502684997968 -1 10 "GO:0010862" "obsolete positive regulation of pathway-restricted SMAD protein phosphorylation" 1
0 0.567562691175983 3 6 "GO:0010866" "regulation of triglyceride biosynthetic process" 1
0 0.522012407999431 -1 9 "GO:0010869" "obsolete regulation of receptor biosynthetic process" 1
0 0.913018994803785 3 7 "GO:0010874" "regulation of cholesterol efflux" 1
0 0.90104723596896 3 88 "GO:0010876;GO:0006869" "lipid localization" 1
0 1 2 10 "GO:0010880;GO:0010881" "regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum" 1
0 0.989316350944305 3 13 "GO:0010882" "regulation of cardiac muscle contraction by calcium ion signaling" 1
0 0.753284300400637 2 39 "GO:0010883" "regulation of lipid storage" 1
0 0.733656947688875 2 12 "GO:0010884" "positive regulation of lipid storage" 1
0 1 5 7 "GO:0010885" "regulation of cholesterol storage" 1
0 1 6 5 "GO:0010886" "positive regulation of cholesterol storage" 1
0 0.120238864265188 2 15 "GO:0010888" "negative regulation of lipid storage" 1
0 0.825153895083518 3 5 "GO:0010889" "regulation of sequestering of triglyceride" 1
0 0.879538434806445 6 11 "GO:0010893;GO:0045940;GO:1902932" "positive regulation of alcohol biosynthetic process" 1
0 0.879538434806445 4 11 "GO:0010894;GO:0032351;GO:0090030;GO:0032353" "negative regulation of steroid biosynthetic process" 1
0 0.522012407999431 2 9 "GO:0010896;GO:0010897;GO:0050995" "negative regulation of lipid catabolic process" 1
0 0.199123195690722 2 41 "GO:0010906;GO:0043255" "regulation of glucose metabolic process" 1
0 0.793968407540671 3 9 "GO:0010911;GO:0010912;GO:2000371;GO:2000373" "regulation of isomerase activity" 1
0 0.602092194555744 5 10 "GO:0010918" "positive regulation of mitochondrial membrane potential" 1
0 0.812740386581039 2 71 "GO:0010921;GO:0035303" "regulation of dephosphorylation" 1
0 0.567562691175983 3 6 "GO:0010922" "positive regulation of phosphatase activity" 1
0 0.720822992904109 5 38 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 1
0 0.216776366245259 2 89 "GO:0010927" "cellular component assembly involved in morphogenesis" 1
0 0.784088662947735 -1 17 "GO:0010939" "obsolete regulation of necrotic cell death" 1
0 0.672733077698966 -1 11 "GO:0010940" "obsolete positive regulation of necrotic cell death" 1
0 0.993312208806792 -1 329 "GO:0010942;GO:0043065;GO:0043068" "obsolete positive regulation of cell death" 1
0 0.934139839636209 2 178 "GO:0010948" "negative regulation of cell cycle process" 1
0 0.925848874765295 2 75 "GO:0010950;GO:0010952" "positive regulation of peptidase activity" 1
0 1 5 13 "GO:0010955;GO:1903318" "negative regulation of protein maturation" 1
