"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginFlat","TreatmentVariable:OriginFlat","se_(Intercept)","se_TreatmentVariable","se_OriginFlat","se_TreatmentVariable:OriginFlat","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin","Treatment","Origin","Treatment:Origin"
"Pocillopora_acuta_HIv2___RNAseq.g28687.t1",0.0981546283672492,370.308965138493,-179.154482569246,4.86221926625592,3.37907957640874,0.0549076280764056,0.0636668081662916,-0.0206185545977771,0.104973655428977,0.147943286291637,0.151160897602891,0.213188980506577,0.178290329565322,0.250042145880558,0.00935377520912175,1,1,1,0.672846639777787,0.61704540280884,0.922952793154603,0.999999999916938,0.571710128185023,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g27685.t1",1.29815648791215,374.078032388781,-181.03901619439,3.56134912189454,2.55609619824164,0.219093306271979,0.722762331228265,-0.439991947776013,0.338595495881265,0.47751584428738,0.485886220219814,0.686836986078259,0.000349889145280779,2.14161833005795,0.410376146982286,1,1,1,0.9850761810752,0.143350598883213,0.521778649741056,0.999999999916938,0.296332429260724,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g10272.t2",8.54360073834964,240.176453648839,-114.08822682442,1.42276428593993,1.81746778799669,-0.408006314334001,0.355474228915579,-1.37473806140554,0.85174989992876,1.20738163953633,1.2298287899296,1.75583242691649,1.45667432480988,0.13203434644659,0.613018784939295,1,1,1,0.227460012579434,0.716332014093412,0.433653443090044,0.999999999916938,0.606177647485699,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g3257.t1",0.826672506839221,327.753297446099,-157.876648723049,3.09345125683827,2.59104811042936,-0.0753697771610785,-0.225701642663568,-0.183904277938591,0.274106569974796,0.388275202768067,0.398527568922279,0.566272235554117,0.327855643024463,1.25195035027215,0.105471015234283,1,1,1,0.566924499645691,0.263180297648274,0.745360439036445,0.999999999916938,0.40048525115464,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g28860.t1",0.0731005895897675,293.819193785205,-140.909596892603,3.87241072234707,2.70805020173992,0.0487901638964464,-0.0689928704753997,-0.088530484940631,0.107922485660319,0.151756314308117,0.157436534223465,0.222645948025464,0.00475897768108083,1.03508856834296,0.158108819045028,1,1,1,0.945001285531928,0.308966498558872,0.690903682928731,0.999999999916938,0.429840121345509,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g27837.t2",0.0315894761107856,601.146814773418,-294.573407386709,9.12599697557586,6.31172740583397,-0.00984697165848283,0.0301460360003215,0.0738249799388481,0.0726419249261671,0.0751686907244195,0.10501014486067,0.108525060572273,0.220564134587286,0.554026572594832,0.462750185403827,1,1,1,0.638610411929804,0.456677090258384,0.496341467480782,0.999999999916938,0.508748490994034,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g6235.t1",0.0234869721649219,415.391133708537,-201.695566854269,6.49010123111986,4.5642034647574,-0.172704478978794,-0.0540031132988476,0.207350560737954,0.0642101452672018,0.0763187280584555,0.0931126211926164,0.109892865052627,1.75261533907426,0.411112402471842,3.56017573618543,1,1,1,0.185548285356766,0.521405433164853,0.0591814730692544,0.999999999916938,0.534915653002629,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g29045.t2",0.0803222293838298,458.697338761186,-223.348669380593,6.54288231360962,4.60981185290026,-0.0574088155999146,-0.0556915922779125,0.0848506411368449,0.0890593176583614,0.123443509347732,0.129168160182569,0.178653203282779,0.0355023008620215,0.0200767383074619,0.225573792509461,1,1,1,0.850546997451832,0.887322972468604,0.634825395843369,0.999999999916938,0.648114775164713,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.3878_t",0.900499316131719,402.824479434777,-195.412239717389,4.17984095586602,2.91438663410007,0.585272521528765,0.29397961265627,-0.457788315241897,0.282065173923868,0.396382680337537,0.406322266958318,0.572497544684904,1.63597895389873,0.0490285022067232,0.639414013235922,1,1,1,0.200878065627411,0.824762457309997,0.423923071128307,0.999999999916938,0.632862592200718,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g686.t1",0.036909250468309,401.849460971364,-194.924730485682,5.92645468937833,4.05698139576709,0.113205367670153,0.0383255159777501,-0.0419534906711875,0.0721248049655778,0.0945246798839227,0.103954016445136,0.136335928857103,1.86591448777894,0.0482555554293877,0.0946924951064695,1,1,1,0.171943732694644,0.826127024342982,0.758294291141232,0.999999999916938,0.633116710386257,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g27847.t2",3.13657537582941,280.544601972015,-134.272300986008,2.09570221928483,1.64020957110651,0.0907082388653085,0.570808328362049,-0.160323969294815,0.526822371914331,0.744097749754727,0.756734815568296,1.06986510223263,0.0006053961555843,0.841111964579677,0.0224563345653818,1,1,1,0.98037019105865,0.359078941962186,0.880879506358467,0.999999999916938,0.460804525015685,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g26895.t1",1.32330740014487,399.925072714502,-193.962536357251,3.91792783398172,2.91438663410004,0.0262072428282906,0.523624720724549,0.0737718974171276,0.338814574189811,0.47903449592372,0.487869495551135,0.689665818454958,0.0321571399389087,2.64239781551857,0.0114420674544022,1,1,1,0.857683208957108,0.104046400467643,0.914814683678924,0.999999999916938,0.248114444290666,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g25351.t1",0.134357210708308,815.971988207248,-401.985994103624,12.2374630827659,8.28857645673559,-0.0170919830456647,0.404401777709911,0.22170889449419,0.105904241578306,0.149775191362199,0.153112849059648,0.216534653547072,0.676680450665495,22.6483668521549,1.04836234609365,1,1,1,0.41073214796894,1.94525493310783e-06,0.305884554929215,0.999999999916938,0.000168370103970935,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g3862.t1",0.478190465459447,383.864582964032,-185.932291482016,4.18778900575179,3.26169582205853,0.131483388719114,-0.427146472370434,-0.00204916316779377,0.207467845192164,0.292732590243192,0.303076506170266,0.427397829409925,0.374476588636417,4.01473434945986,2.29873261560203e-05,1,1,1,0.540574198322563,0.045104328440974,0.996174549149214,0.999999999916938,0.153465748391246,0.999999999931386
"Pocillopora_acuta_HIv2___RNAseq.g17667.t1",1.31188985898655,364.380959239989,-176.190479619995,3.43506174882888,2.98473451934454,-0.0180663787344559,-0.239505315000541,-0.284815790216271,0.336952561963124,0.476604376566032,0.488507092956299,0.69240337713124,0.195881602588061,1.21292232373285,0.169203667064884,1,1,1,0.658065838028286,0.270754134486604,0.680820505729392,0.999999999916938,0.405581514485753,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g4846.t1",3.13976852138716,319.995838757728,-153.997919378864,2.55930706408342,2.76474554477876,-0.0259236850095238,-0.679638265563243,0.135512536829935,0.516618747171033,0.730703053126748,0.750753394444768,1.06123772834703,0.00522973211166209,1.32948136034141,0.0163054800092004,1,1,1,0.942349726185204,0.248897505265891,0.898391998851203,0.999999999916938,0.389129054671633,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g14643.t1",0.0576103787959397,450.371085451772,-219.185542725886,6.72151225331938,4.62075096920826,0.160096495794135,-0.0247798988442995,-0.0808728558703805,0.0885504949350999,0.105661403951511,0.127629472369088,0.153267401182739,2.52659578072966,0.416931529664349,0.278423553650854,1,1,1,0.111941484816703,0.518472135944003,0.597736341859274,0.999999999916938,0.534162102770029,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g12752.t1",0.118240142098042,399.823058739184,-193.911529369592,5.16692149279566,3.61727884344804,0.0343784210955177,0.0863620528771318,-0.101582442637358,0.117430037583042,0.156333200092839,0.168275711697036,0.224731191220383,0.0167396773340407,0.0810439240402919,0.204319866205302,1,1,1,0.897055465071144,0.775887670612368,0.651256338847958,0.999999999916938,0.621917853711718,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g6059.t1",0.0460704147633331,353.578918754937,-170.789459377469,5.19642212439333,3.71473683121064,0.00857234403263134,-0.282211731297249,0.065348598565392,0.0443562129798493,0.0530699781747593,0.0666650584677294,0.149286725955931,0.0974649627005824,26.5618226684305,0.19161529390969,1,1,1,0.754893251064361,2.55237957221051e-07,0.661575609149062,0.999999999916938,3.43480007602657e-05,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g9817.t1",3.69497334669867,268.433580160707,-128.216790080353,1.91734192776708,2.0755276423587,-0.158298704550109,-0.625938430826575,0.433908195737263,0.564245053179845,0.799086151427642,0.821957144433433,1.16098265285129,0.00664626696786869,0.495085253644258,0.139683222338108,1,1,1,0.935024730010154,0.481667616126907,0.708596135406355,0.999999999916938,0.51975818618299,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g13385.t1",9.58224057999105,355.586916850217,-171.793458425108,2.77516456935866,3.90155162582716,-0.0898094479600207,-0.596081406700683,0.049404527736918,0.894477696467012,1.26503028129205,1.29397655151543,1.83000022142143,0.00524443380664104,0.389885317671493,0.000728838355954335,1,1,1,0.942268891893668,0.532359689791361,0.978462121688708,0.999999999916938,0.538523285922373,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g7761.t1",0.191412072037403,440.737243324483,-214.368621662242,5.60754225124731,3.86861931112043,0.12305745859001,0.153648474278046,-0.170150234766296,0.0312591369914688,0.0313446474625673,0.0319014236613025,0.0319780929774148,13.9034811048481,21.803743759975,28.3113111934443,1,1,1,0.000192441714941574,3.02010266245141e-06,1.03290662047704e-07,0.0789317330421134,0.00022099124819876,4.65376077855928e-05
"Pocillopora_acuta_HIv2___RNAseq.g1190.t1",0.0482098056964811,403.553357700549,-195.776678850275,5.93486140072336,4.11112319028013,0.0565168446446646,-0.079500595494128,0.0768871608618432,0.0887555885507029,0.103816897964634,0.128575472149504,0.150269608463557,1.54218092300546,0.15355537024891,0.261797406077818,1,1,1,0.214293470869087,0.695160612312616,0.608887993257352,0.999999999916938,0.599628510214292,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g2168.t1",0.0539550188304947,371.651809622097,-179.825904811049,5.53748009261147,3.77758297383684,0.0969337167644083,-0.000256781925920205,0.0619138218531176,0.0876712708545859,0.112385944492479,0.126105423110884,0.162303248914545,2.44202145873103,0.10774781338192,0.145519367902578,1,1,1,0.118123914643894,0.742722932588497,0.702854521043089,0.999999999916938,0.612963932497399,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g10892.t2",0.0442167104331132,451.796543492773,-219.898271746387,6.75254066642105,4.85695203168558,-0.10126143280366,-0.312523410859551,0.164091462644875,0.0741486865209317,0.0940235568648724,0.10835714320894,0.13703056590136,0.124231848355262,7.52705897915857,1.43396010845636,1,1,1,0.724489272933219,0.00607790486617081,0.231119232453355,0.999999999916938,0.0462243943649031,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g19896.t2",0.584901045982508,405.952112186267,-196.976056093133,4.44352658772651,3.55087378448517,-0.314649314321846,-0.302880560255974,0.369622363775311,0.226126639558569,0.321171163198628,0.32838648174496,0.465156830649799,0.355072721642974,0.26031566153078,0.631419041387912,1,1,1,0.551255536710435,0.609903374034043,0.426835277538532,0.999999999916938,0.56807030395442,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g12824.t1",0.187867989908397,372.829338669841,-180.41466933492,4.59907021707751,3.33971959869732,-0.0427768812400853,-0.157682359215381,0.045831057858806,0.152762739643223,0.193776865219942,0.215037479822081,0.281791267465574,0.0225074836159093,0.689550961083775,0.026452376917301,1,1,1,0.880744936053906,0.406317157488078,0.870800420721045,0.999999999916938,0.482561496330044,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g19671.t1",0.958077221414837,427.35533539395,-207.677667696975,4.44069558050457,3.58149142147039,-0.14414963417482,-0.0760705228503581,0.116466196339294,0.286634506695782,0.405806043568947,0.414713978339677,0.586866387852019,0.091059711935077,0.00372591543418524,0.0393841349863884,1,1,1,0.762834249526095,0.951327132317193,0.842689586049755,0.999999999916938,0.662438037595848,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.20199_t",0.0783037512103785,351.266529939078,-169.633264969539,5.17895367769736,3.37016527241442,0.243002359963818,0.397357309018626,-0.365787380512859,0.0969052863920581,0.134770657237137,0.136418428496177,0.192032036291741,0.428386870017,4.91051119891839,3.62835742723606,1,1,1,0.512781549911004,0.0266937398113419,0.0568028521353618,0.999999999916938,0.112350381893664,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g12567.t1",0.459043723591575,366.835296645127,-177.417648322564,3.95525249898455,2.63008873893693,0.314898335611825,0.392550987536992,-0.137011375885668,0.210379145857008,0.294781767779722,0.300690935650802,0.422476696344124,1.38145542311294,2.34058691504248,0.105173841840595,1,1,1,0.239853391358093,0.126042057422438,0.745707007625851,0.999999999916938,0.27697481194021,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g11232.t1",0.595693132838524,377.869431491896,-182.934715745948,4.13133850082903,2.70874449540861,-0.0454301763836282,0.86206785179865,-0.17947332201396,0.234930737944552,0.33263034144002,0.334519730605976,0.474035889432029,0.318744971322348,10.6280981531946,0.143343286044998,1,1,1,0.572362849113177,0.00111382205449607,0.704979698145899,0.999999999916938,0.0153961064602368,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g22856.t1",0.207477230217361,309.017785882129,-148.508892941064,3.68504113960949,2.65675690671467,-0.361490194528299,0.0329441557193661,0.421388336109399,0.152110788614563,0.220956966227843,0.219481293123506,0.313897701036887,0.94659847134081,2.31925367792202,1.80214093106052,1,1,1,0.330586641105336,0.127781321367306,0.179453882102444,0.999999999916938,0.279331184831244,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g20609.t1",0.0232202779471429,703.540797202644,-345.770398601322,11.2490049460794,7.86811695547182,-0.0546986529574263,-0.117730096965345,0.107657191979901,0.0471314736741906,0.0629350282447958,0.0680997018517909,0.0909774471032482,0.00473815656211159,1.5901064230859,1.40029198760475,1,1,1,0.945121540205674,0.207310929589736,0.236674688523547,0.999999999916938,0.357084790240275,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g3002.t2",2.82903864259099,276.919010035181,-132.45950501759,2.09519015744388,1.71604764749235,-0.512074843164926,0.658858107081317,0.139876836039701,0.50073295752777,0.715182409820762,0.718592879256756,1.02302768600561,0.752860547963174,2.02521985251519,0.0186946279351452,1,1,1,0.385572072879598,0.154706532656516,0.891245559684118,0.999999999916938,0.308164558217283,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g25275.t1",0.26691876416095,366.738307445313,-177.369153722656,4.23090700600439,3.01686163490203,0.140138786248086,0.0145887212540411,-0.109367127565434,0.162242974398906,0.228280837986354,0.234465556390453,0.33057808470098,0.283968485788127,0.0598272094491423,0.109452451560884,1,1,1,0.594111849549382,0.806769251672502,0.74076837496148,0.999999999916938,0.629872813763859,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g29034.t1",0.0412106796794922,530.449720494949,-259.224860247475,8.19805096853601,5.84712161270097,-0.153012138396337,-0.241775742228602,0.171788932453632,0.0695987206492362,0.0861991059419893,0.100720690453787,0.125031190590027,1.30617671876132,3.89503662603696,1.88778977010063,1,1,1,0.253088049673846,0.0484289831967186,0.169451424429171,0.999999999916938,0.160462792883928,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g14844.t1",1.17649813311792,299.627470465339,-143.81373523267,2.66892764861857,1.74557008675877,-0.303565118624732,0.71634704480453,0.434185301041796,0.335539811918362,0.479930146658932,0.476752828735691,0.677345160224916,0.0638663017505109,7.56473170617818,0.410894349844088,1,1,1,0.800486268453279,0.0059521514354544,0.521515917435176,0.999999999916938,0.0456716582677792,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g3885.t1",0.151076162537902,376.642389568904,-182.321194784452,4.83208545554213,3.60186807712431,-0.343370978302975,-0.162032902756736,0.295600702034288,0.121911329328962,0.175088100120714,0.177516200360081,0.253175261105889,2.55105016487485,0.017426719448688,1.36322765941252,1,1,1,0.110220970550149,0.89497614440225,0.242978882406678,0.999999999916938,0.649484298652844,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g28812.t1",4.14153159117126,292.349055829966,-140.174527914983,2.18558332067072,2.39599951645779,0.00661935770252104,-0.8450576996358,0.713861337063082,0.593896785749836,0.839866098081785,0.865154729108301,1.21943993839094,0.321457130274285,0.634691354151193,0.342694309379971,1,1,1,0.570733276151522,0.425639698045815,0.558278128826431,0.999999999916938,0.492426172041971,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g10570.t1",0.0244063154271225,451.035162619925,-219.517581309963,6.84832443169952,4.71090006993699,0.0346994778353042,0.115581883949091,-0.0883160330821349,0.0559084356681546,0.0747079924327133,0.0801865848825601,0.107322911527355,0.0226051101721051,1.43514580540458,0.6771645508718,1,1,1,0.880488519325445,0.2309264727349,0.410564814036939,0.999999999916938,0.375805860150467,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g10690.t1",1.1308100673716,325.552050798153,-156.776025399077,3.02083836806909,1.92485668693566,-0.0562648234635818,1.0296983971129,-0.190240044327106,0.326177859465832,0.462047296694822,0.462524749701155,0.655657287880278,0.211439877168768,8.13512477540933,0.0841879803642463,1,1,1,0.645641176383875,0.00434158595914013,0.771700223001313,0.999999999916938,0.0369819949761904,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g1350.t1",0.0940932691927352,652.76141096385,-320.380705481925,9.59345502460356,6.57358262792763,-0.0493963237162553,0.217150561237512,0.118697902635319,0.103250671902693,0.127128868099662,0.149009087950423,0.183524292001804,0.00670873969671114,5.56741877790683,0.418310701969428,1,1,1,0.934720750243349,0.0182977150788317,0.517781176919488,0.999999999916938,0.0902755761590102,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g802.t1",0.275969276328727,351.419015984813,-169.709507992406,4.06566348953678,3.06805293513375,-0.106222213255437,-0.152742228890312,-0.0464927159282371,0.163931014585168,0.232768453524126,0.23851123781906,0.339149529651514,0.572779290804792,1.07411991599884,0.018792622735292,1,1,1,0.449156609124475,0.300016705166694,0.890962670365779,0.999999999916938,0.424869886981006,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g8352.t1",0.0571137954214444,330.896150595614,-159.448075297807,4.92161220781297,3.55296427013696,-0.11629249824343,-0.247077067685946,0.136095129351471,0.0845347580148975,0.12077492897472,0.125186367784836,0.177685735675621,0.363585099083382,4.08336271744501,0.58665129802359,1,1,1,0.546521873610878,0.0433073897558277,0.443716970340296,0.999999999916938,0.15014481337933,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g18742.t1",0.0852812751846726,349.624816582877,-168.812408291439,4.83602599865097,3.24839530767738,0.193227657473732,0.0936212504568864,-0.0825872317061377,0.104637686716665,0.141855281300825,0.148011750131172,0.204402220359754,2.25593739151688,0.240276289480257,0.163250529934797,1,1,1,0.133102835405252,0.62400663514957,0.686181295583516,0.999999999916938,0.573742730834902,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g9784.t1",4.63642079637821,246.727379216453,-117.363689608226,1.63052559626084,1.94143586866042,-1.02098712510999,-0.392906709312183,1.16473188377601,0.631129512409075,0.904369418645814,0.916044685414713,1.30265962522832,0.49858548398028,0.0789996598610931,0.799447636237389,1,1,1,0.480122308456081,0.778657645208414,0.371258568525107,0.999999999916938,0.622372801646004,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g16232.t1",0.0502897539659368,446.955997687964,-217.477998843982,6.81439735042626,4.60220665541245,0.0643354545746385,0.196741710929821,0.0356401120876732,0.0774515063026982,0.100362854353885,0.109945161280486,0.143738919296239,1.29080822000454,6.76611523329385,0.0614793648165347,1,1,1,0.255899059429537,0.00929048472852788,0.804172839859619,0.999999999916938,0.0596456393830388,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g13159.t1",0.640647339022436,336.408056180365,-162.204028090182,3.30830410888916,2.51483620432968,-0.0625747109754277,0.111971074179636,-0.0412349217367313,0.245207901742393,0.347403365044678,0.353470193317914,0.501035616334682,0.108345139008604,0.133255296249572,0.00677318832764722,1,1,1,0.742036094514708,0.715080428582952,0.934408645605604,0.999999999916938,0.606063355768994,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g11916.t1",0.30200317537414,300.257843028669,-144.128921514334,3.17514147837927,2.23582187683828,0.0165658122888572,0.058776864523124,0.0700636666629012,0.184595681721145,0.260777219538552,0.265883709766757,0.374808578608543,0.0726376368957069,0.251788467581323,0.0349435221978705,1,1,1,0.787534397618697,0.615818568384895,0.851714054791223,0.999999999916938,0.570994985063791,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g16960.t1",0.0563507509245281,451.851066423772,-219.925533211886,6.61322357490502,4.78463847985384,-0.203604138779597,-0.249278834694801,0.200834364697649,0.0762313438349983,0.10488805586629,0.110873219262742,0.152430705450113,2.03268581504842,3.4056520050298,1.7359257066875,1,1,1,0.153948340877777,0.0649734324999727,0.187655895751465,0.999999999916938,0.191837267692612,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g119.t1",3.44043011707598,289.181249722751,-138.590624861376,2.16588755459039,1.98958521255906,0.0885533973907748,0.288846894946986,-0.425957383438819,0.545981547306852,0.771507401204514,0.787510535930519,1.11494978484822,0.0429289060163641,0.0187538447304082,0.145955910032327,1,1,1,0.835859196524492,0.891074523842028,0.702430386179858,0.999999999916938,0.648903855234038,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g21099.t1",0.127534969430172,316.345650896343,-152.172825448172,3.78752892058982,2.78295150937806,-0.0693611261671107,-0.0924791382836773,-0.0908474248104472,0.125628668335766,0.178704589369418,0.183152186150934,0.26178497181094,0.731570220142646,1.09513658783839,0.120430314148578,1,1,1,0.392374692072156,0.295335902861434,0.728568247019826,0.999999999916938,0.421725520813605,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g16786.t1",0.973162486366271,352.056654809133,-170.028327404566,3.37210083407285,2.50892152614182,-0.0711137632007326,0.361685482528656,0.0704696407952101,0.296439662195139,0.419824290524628,0.426024895442256,0.602907253905362,0.0150333192283282,1.73324255227169,0.0136616481882921,1,1,1,0.902415589384923,0.187997322854644,0.906952727468554,0.999999999916938,0.339917185404799,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g14323.t1",0.0744357556890662,285.84825011301,-136.924125056505,3.85301277105713,2.55033733584804,0.0273520307990291,0.0911531644913181,0.169201656876155,0.117399363559995,0.158741499905112,0.165762084375133,0.22484380439291,0.989668137882859,2.24760901134288,0.566301057885239,1,1,1,0.31982349801708,0.133821030979501,0.451732532721744,0.999999999916938,0.285977429969489,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g1017.t1",0.237823575502181,395.82129200935,-191.910646004675,4.83835821444785,3.5768416019954,-0.147907465361605,-0.0803340405289187,0.0556230064738173,0.148825494736395,0.211351729622931,0.215694913274396,0.306082442189145,0.63046557696229,0.118637308746456,0.0330241830293141,1,1,1,0.427184588650099,0.730517163168982,0.855798097616801,0.999999999916938,0.609523094754849,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g24029.t1",0.722989608190146,301.460571829675,-144.730285914837,2.88365956222455,2.00653477087302,-0.407568158193272,0.332864295258168,0.727315486174254,0.267308015599093,0.385414896690632,0.382023775134878,0.543252999981444,0.0233310052888256,6.50106874750588,1.79242669352831,1,1,1,0.878599449017083,0.0107809668288814,0.180630773884971,0.999999999916938,0.0645730374811367,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g5323.t1",0.614730726122938,319.485654578873,-153.742827289436,3.1308346314013,2.72562238881125,-0.685958843426332,-0.743861170023976,1.08085272447905,0.261635018319381,0.347751653183274,0.37901824695658,0.507714370356871,0.506429593676115,0.546467184245437,4.53204414486461,1,1,1,0.476688555856975,0.45976480447412,0.0332658597067769,0.999999999916938,0.51040012961748,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g11230.t1",3.29971229799564,280.218470403424,-134.109235201712,2.06430699088561,1.7724775396786,-0.13226796857654,0.27960448410544,0.422865494988442,0.537711011820964,0.761752440260633,0.775102892003791,1.09573008720081,0.0173404133693548,0.803846247716526,0.148935190120914,1,1,1,0.895235029802015,0.369945886942973,0.699555012476198,0.999999999916938,0.46684663156212,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g14321.t1",5.02355361993118,277.063061669582,-132.531530834791,1.94663119263262,1.88454120639925,0.0250012991485966,0.0317127330733137,0.531264401901396,0.656730388096101,0.92859505692713,0.949408518124131,1.34043266345953,0.174783333273714,0.198021149292375,0.157083810794656,1,1,1,0.675895231492801,0.656322880870766,0.691855697141406,0.999999999916938,0.585696838224019,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g22723.t1",0.146613137980757,275.022740141293,-131.511370070646,3.13062554278558,2.02732554054082,0.180261823830938,0.0979255371703072,0.100612870392815,0.152288184744713,0.211123820958256,0.217657890722802,0.300469151429006,2.34283412833012,1.00896719056109,0.11212624994573,1,1,1,0.125860383818196,0.315150395368378,0.737736295117244,0.999999999916938,0.433627671577697,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g8870.t1",0.0122829715205329,500.739590026477,-244.369795013239,7.70760870507999,5.28069746811058,0.0892080985906296,0.0531249256638155,-0.00323240015044288,0.0517531902520152,0.0536083750546843,0.0746650959716011,0.0772761020814443,5.15077417256874,0.655120353487354,0.00174968481039075,1,1,1,0.0232360112746694,0.418287946232479,0.966634830103244,0.999999999916938,0.488723832117068,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g6285.t1",0.23939172717439,374.18967362815,-181.094836814075,4.39867246999842,3.28341434600577,-0.0881483867767057,-0.191339368029583,0.15548870675809,0.15190224236664,0.215491414563741,0.221280527619768,0.312968550581648,0.00853001723729306,0.527100473594293,0.246829069317515,1,1,1,0.926413534461211,0.467828437934211,0.619316730549298,0.999999999916938,0.513984526168765,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g13941.t1",0.191342355178446,361.782193546252,-174.891096773126,4.63073156676422,3.0506143244936,0.0963154504371051,0.403345623089372,-0.265825159502676,0.157768635370275,0.198717560390943,0.2217488040763,0.283960591332715,0.0570753035340969,2.51279451325155,0.876346834940717,1,1,1,0.811179727926538,0.1129255234351,0.349204207885506,0.999999999916938,0.258808001647712,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g19395.t1",0.0421343612224497,454.52599748862,-221.26299874431,6.80225751138247,4.63649121608144,0.118651937419683,0.110555561657351,-0.100167471531475,0.0826889726329513,0.0925810413382213,0.118901888953027,0.133822597390219,1.11900925380597,0.376599510309517,0.560266315763477,1,1,1,0.290131887259678,0.539428762991389,0.454152959808012,0.999999999916938,0.540944362165392,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g22285.t1",0.191689432542987,373.484588488505,-180.742294244253,4.45888030135599,3.15788655334123,0.0905480737685448,0.171065921447597,-0.283512383494824,0.139703441432833,0.196792733068845,0.200501005868244,0.284232020664911,0.102044616440708,0.0445267225395083,0.99494267988356,1,1,1,0.749389675161228,0.832876690172186,0.318537333503929,0.999999999916938,0.635328258845295,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g12603.t1",0.179084956738128,369.516162507346,-178.758081253673,4.50263162921519,3.19526595922906,0.0139803166643075,0.120571573481936,-0.147511709287356,0.1354131112715,0.191379352270751,0.194724117440857,0.2761505241962,0.169890325963128,0.116988399074165,0.285339073616927,1,1,1,0.680209296849551,0.732324049101101,0.593222961516761,0.999999999916938,0.609840074470216,0.999427929836143
