"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginSlope","TreatmentVariable:OriginSlope","se_(Intercept)","se_TreatmentVariable","se_OriginSlope","se_TreatmentVariable:OriginSlope","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin"
"Pocillopora_acuta_HIv2___TS.g11787.t1",3.18085104123669,411.56783362108,-199.78391681054,3.55094095276407,4.11920648225491,-0.542364831997325,-1.58766163789773,1.07450253280235,0.516152373635986,0.730619314692707,0.73355224561688,1.0365509701393,0.000271367301802452,4.10074782230186,1.07456715579432,1,1,1,0.986856858672582,0.0428642503167112,0.29991610743488
"Pocillopora_acuta_HIv2___RNAseq.g14116.t1",0.176052371496328,408.534428729596,-198.267214364798,5.01187643669148,3.56561531701135,-0.0741137163027022,-0.120558262785755,0.271139192168296,0.14023131583477,0.18508582685646,0.199053774079115,0.261615398869444,0.221739779202251,0.0108719256709067,1.0741328258908,1,1,1,0.637717479408749,0.916956253754963,0.300013800733402
"Pocillopora_acuta_HIv2___RNAseq.g8391.t1",0.135975570653914,368.764265964101,-178.38213298205,4.64806743313434,3.25166564769119,-0.0731778837279059,-0.0129871955268141,0.249490135358016,0.120652812228642,0.17134509595901,0.170752380360031,0.240893068946671,0.194003794839569,0.870360667128394,1.07265027452415,1,1,1,0.659604977143484,0.35085548009477,0.300347578012477
"Pocillopora_acuta_HIv2___RNAseq.g3007.t2",0.129306242127466,344.422133409046,-166.211066704523,4.29492594397769,3.15700042115011,-0.313424290058343,-0.100643525779688,0.25279966824191,0.119672954015566,0.173056538003624,0.170348745244979,0.244106194628987,2.33162369791835,0.0339081914457495,1.07249530144691,1,1,1,0.126769585614735,0.853902239019716,0.30038249579971
"Pocillopora_acuta_HIv2___TS.g17188.t3",0.123669009635711,439.606985962219,-213.80349298111,5.7774966555172,4.1692458703952,-0.176987868089904,-0.127657660612411,0.224173175479758,0.107677397188123,0.153095768985864,0.152853995818114,0.21658862551272,0.360065744067651,0.0218450073422409,1.07126273321577,1,1,1,0.548469725199017,0.882500162555345,0.300660398404406
"Pocillopora_acuta_HIv2___TS.g19369.t1",0.229381648173194,342.290974184914,-165.145487092457,3.96390280498462,2.94881535376625,-0.0812716284144981,-0.371126970527092,0.321981503446421,0.153238173471828,0.217562796511562,0.221192612708708,0.311236259020463,0.239017994866855,1.79530265920396,1.07024072970828,1,1,1,0.624916271907156,0.180281419439328,0.300891077001288
"Pocillopora_acuta_HIv2___RNAseq.g8810.t1",2.33483782557492,307.559223004554,-147.779611502277,2.34688211076538,1.85564694004205,0.37459138959213,0.481741982047919,-0.937734397463928,0.455629811837297,0.64119135218807,0.640481616172446,0.906889830798221,0.0431242222125022,0.000956516275073035,1.06917951575477,1,1,1,0.835491544316799,0.975327280979685,0.301130847303662
"Pocillopora_acuta_HIv2___RNAseq.g28285.t1",0.356017326762314,563.919967891368,-275.959983945684,7.33775109881773,5.61434391200899,-0.0286570218474592,-0.697408983020856,-0.359269081941862,0.173121952085467,0.244848023181051,0.245457516617831,0.347557065743935,1.4184217275638,25.4451951947263,1.06853178241063,1,1,1,0.233663353716607,4.55129757147382e-07,0.301277316988456
"Pocillopora_acuta_HIv2___RNAseq.g5815.t1",0.284278548648972,457.76285416605,-222.881427083025,5.40735214997527,3.81058995237384,0.0780364754031162,0.271175827641402,-0.329350903683864,0.159795163559767,0.225677986285118,0.225012968480085,0.318630059952281,0.299478051594379,0.450473774936991,1.06842545950315,1,1,1,0.584209820671211,0.502110052041108,0.301301368191645
"Pocillopora_acuta_HIv2___RNAseq.g12553.t1",2.14664502806559,296.204750730039,-142.102375365019,2.21929881981345,1.88927681560514,0.312566833109557,0.165113983427307,-0.905439845858987,0.437590814641747,0.616108787002997,0.617296011564597,0.875997442541587,0.0954639290913223,0.42193716290666,1.06834993716589,1,1,1,0.757342540207913,0.515972016991344,0.301318453530932
"Pocillopora_acuta_HIv2___RNAseq.g23737.t1",0.388835820869944,404.181375080123,-196.090687540062,4.48171367237428,3.09529476309712,0.0260601071958903,0.511108469192579,-0.390115158232564,0.190196603107393,0.268798312663136,0.266157920666472,0.377593319448407,0.826616151825587,2.82427648934719,1.06742420596539,1,1,1,0.363252832558252,0.0928487245263712,0.301527982266811
"Pocillopora_acuta_HIv2___RNAseq.g13641.t1",0.213593585543,454.234663940295,-221.117331970148,5.59139478357657,3.87199939918523,0.061504077709562,0.15279079395836,-0.143251094986215,0.110311049184745,0.11751546265407,0.127218501662032,0.138691254650448,0.0268195901659934,0.876192458238878,1.06683620721019,1,1,1,0.869914667512428,0.349246659421109,0.301661166677783
"Pocillopora_acuta_HIv2___RNAseq.g4627.t1",1.54240391054956,293.198215326021,-140.59910766301,2.25610735103132,1.71229529787382,0.542280575933868,0.126930708593164,-0.778338282980297,0.378907957694335,0.529950759343717,0.534181942692949,0.753612751212548,0.174478463892596,0.491390926025891,1.06669511849683,1,1,1,0.676161943617677,0.483307499460303,0.30169313520323
"Pocillopora_acuta_HIv2___RNAseq.g27805.t1",0.304881980875955,312.596494879446,-150.298247439723,3.24006546540237,2.03568424686707,0.241090528218844,0.358965982917156,-0.386483569661257,0.216932800856531,0.268010038106132,0.298198263905782,0.37433475892301,0.0523300206719192,0.518915366657132,1.06596209215173,1,1,1,0.819057355329665,0.471304722739617,0.30185929800952
"Pocillopora_acuta_HIv2___RNAseq.g29045.t1",0.956739307304966,368.96885670646,-178.48442835323,3.42629569327584,2.33133461191097,0.37879679283301,0.635333528758697,-0.603953092281245,0.296353865907944,0.416050348416165,0.414540044464754,0.584992499488358,0.0628246914117982,1.28883837493596,1.06587388793202,1,1,1,0.802085848598957,0.256262133749736,0.301879300145792
"Pocillopora_acuta_HIv2___RNAseq.g16776.t1",0.158215061742094,360.096239861599,-174.048119930799,4.35883024611949,2.88992829174356,0.168903675766334,0.336754876920245,-0.269753162631872,0.139158685130711,0.186915441775971,0.188309454124057,0.261298942003117,0.0559634600905581,2.21945793533114,1.06575600338812,1,1,1,0.812993519715819,0.136280900960259,0.301906035580867
"Pocillopora_acuta_HIv2___TS.g5712.t1",0.147697402264964,496.341502202712,-242.170751101356,6.51242924175454,4.48957226123704,0.0502813232965504,0.290251266904827,-0.236669921668742,0.115081133919341,0.1626082764039,0.162023678793016,0.229348689619311,0.358798062506267,2.25325784060915,1.06486268274589,1,1,1,0.549174519686255,0.133333434705567,0.302108734112511
"Pocillopora_acuta_HIv2___TS.g7950.t1",1.60666671780596,419.0448096176,-203.5224048088,3.91520946045617,2.55042125809559,0.459275555810278,1.2580913709629,-0.765614885866605,0.374689796717389,0.527624137405157,0.525479209154377,0.741969203480568,0.0377971359591542,5.55118089479797,1.06475326000479,1,1,1,0.84585105899064,0.0184682229939855,0.302133574701899
"Pocillopora_acuta_HIv2___RNAseq.g15408.t1",11.2931735980871,336.519746922611,-162.259873461305,2.41797359160523,-2.07944129531438,2.26002560129143,6.47427602373378,-2.18763594230253,1.26751902111661,1.61763452458196,1.5961937836634,2.12121713446097,0.891081456169447,24.7953366417123,1.0636037187969,1,1,1,0.34518441174965,6.37515181778604e-07,0.302394697013733
"Pocillopora_acuta_HIv2___RNAseq.g22409.t1",0.259329296026595,577.643078887315,-282.821539443658,7.32366621415776,5.1600263640204,-0.0443656564554006,0.236212330064571,-0.309808689300167,0.16268454021614,0.212003378392395,0.23072350854262,0.300775378197667,1.74003335589208,0.214845528638207,1.06096883154615,1,1,1,0.187134600385117,0.642995749930342,0.30299432094442
"Pocillopora_acuta_HIv2___RNAseq.6765_t",1.40009226367189,325.373051813844,-156.686525906922,2.73626992098656,2.18323824466848,-0.452320435371084,0.0961634961277584,0.732243263688417,0.355054153317172,0.507441908173022,0.501264027620219,0.711209829322521,0.0500700288857016,1.67269360115679,1.06002295406643,1,1,1,0.822941463088911,0.195898136912791,0.303209949722186
"Pocillopora_acuta_HIv2___RNAseq.g26393.t1",0.022572773442254,598.130809007444,-293.065404503722,8.64667612302072,5.97864810980613,0.0290380782041426,0.0747429575449947,-0.0946552889494193,0.0628660369932925,0.0652214353875632,0.088794332689087,0.0919669284720492,0.161968726696345,0.131167643645141,1.05931813433878,1,1,1,0.687350388453237,0.71722444485213,0.303370754209395
"Pocillopora_acuta_HIv2___RNAseq.g8268.t1",0.0228433880157337,402.410731822744,-195.205365911372,5.74543159549761,3.98953822731884,0.0487246290330377,0.00856691091148424,-0.121246834935079,0.0659934261319671,0.0827799289109313,0.0932680347991509,0.117854239181764,0.0363770772778999,0.508371132640491,1.05840139541483,1,1,1,0.848738890955292,0.475844831699922,0.303580072923915
"Pocillopora_acuta_HIv2___TS.g6078.t1",0.265716332402391,300.328876668317,-144.164438334158,3.14829641537497,2.1494734604809,0.288841894874176,-0.084681522346959,-0.37096706294437,0.199481060119422,0.249903843275062,0.282324348876547,0.360736668340584,0.376020453539003,1.54320078034998,1.05752373479052,1,1,1,0.539740755170802,0.214142003529912,0.303780643811864
"Pocillopora_acuta_HIv2___RNAseq.g25363.t1a",0.292799511729056,327.876417344452,-157.938208672226,3.46062984197356,2.37587427767053,0.150687352941611,0.257961107988207,-0.364154609949923,0.179288667397034,0.251407098339777,0.250055972161094,0.354113667550797,0.0344526885645272,0.186087259324768,1.05751429268554,1,1,1,0.852747195991684,0.666193307434763,0.303782802537566
"Pocillopora_acuta_HIv2___RNAseq.g4791.t1",3.25080929433471,278.464827117828,-133.232413558914,1.98575083641839,1.29643803199881,0.756616754507829,-0.679002604861597,1.11172214715618,0.541937322579123,0.758483293269594,0.780732082247309,1.08119640195081,5.81752927443266,0.0338138189013886,1.05726372461195,1,1,1,0.0158672185594885,0.854103404329748,0.303840096558155
"Pocillopora_acuta_HIv2___RNAseq.g9109.t1",0.79976391084612,360.557845873294,-174.278922936647,3.36977839746354,2.51483621262803,0.177112835600677,0.294189905814185,-0.554720951709314,0.270899850088399,0.381679458698316,0.380861894515442,0.539741802188444,0.138083942565384,0.00443951647840653,1.05627506855805,1,1,1,0.710193311665617,0.946876503746803,0.30406629554106
"Pocillopora_acuta_HIv2___RNAseq.g19617.t1",0.0455459162389847,555.359974544845,-271.679987272423,8.0834142535692,5.55897827910908,0.0265380687828387,0.157395227114856,-0.132179405957205,0.0767751936218388,0.0909768444345457,0.108380829111894,0.128620286075111,0.378178963509689,1.09645872274815,1.05610877001474,1,1,1,0.538579439081841,0.29504458221864,0.304104365107439
"Pocillopora_acuta_HIv2___TS.g23786.t1",0.910605457752516,455.915102986706,-221.957551493353,4.68319275433338,3.54877893694056,-0.184000521877798,0.614002820179936,-0.574809972381716,0.279784720827712,0.396287357534224,0.394282665496138,0.559353852853171,2.854463045576,1.37880589835005,1.05602772534862,1,1,1,0.0911206601870768,0.240304651015398,0.304122920331573
"Pocillopora_acuta_HIv2___RNAseq.g5751.t1",0.156635882397606,478.428301534907,-233.214150767453,6.12806357076903,4.21474758468579,0.186877360394705,0.192987362954375,-0.244334434667536,0.119517096921543,0.168400696609362,0.168382238938147,0.237813672586058,0.292965739932026,0.351499193711708,1.05559108893965,1,1,1,0.588326252651947,0.553265697333976,0.304222913689728
"Pocillopora_acuta_HIv2___RNAseq.g7896.t1",1.59171914443484,363.649496255264,-175.824748127632,3.16304004427164,3.00454747193917,0.166974656545572,-0.559486730698364,-0.767854798131092,0.369828974669992,0.522409736271808,0.525969843151202,0.747399601260625,0.310464458453874,6.32453062946621,1.05548600972897,1,1,1,0.577395314861612,0.0119079000918584,0.304246984046909
"Pocillopora_acuta_HIv2___RNAseq.g30934.t1",1.29497888031027,423.34141055011,-205.670705275055,3.89994695370935,3.04475689811739,0.00711392276818091,0.455010079556867,-0.714501624256509,0.412565089000064,0.504215988259244,0.540781567519467,0.695476533021155,1.02394251002649,0.0720388841075405,1.05545927296736,1,1,1,0.311585656628994,0.788390974811281,0.304253108994931
"Pocillopora_acuta_HIv2___RNAseq.g29797.t1",0.172906943731505,366.836717978766,-177.418358989383,4.36687242153037,3.01686163472918,0.178404324499885,0.12224922167016,-0.27696889155486,0.135972149259656,0.190552570865358,0.191069105671061,0.269670521627908,0.088506389983984,0.0155104113467208,1.05486051288009,1,1,1,0.766084628402759,0.900887096560086,0.304390316769636
"Pocillopora_acuta_HIv2___RNAseq.g1461.t1",0.11594589238927,580.431613186094,-284.215806593047,7.9175844379289,5.41448995552641,0.123459250194204,0.159981072004748,-0.206707895923688,0.135088754446492,0.142274767479731,0.190920461873645,0.201279895414003,0.0402624433353117,0.122955440283026,1.05466209227747,1,1,1,0.840968320896547,0.725850921690795,0.304435803134477
"Pocillopora_acuta_HIv2___RNAseq.g9673.t1",0.856798452248766,378.401284859895,-183.200642429947,3.5463283743388,2.67558439985264,0.332570393699905,0.188400602870369,-0.567969366674954,0.277738631771457,0.390709532983587,0.391525059469971,0.553373168653457,0.0319205125191072,0.12018187685961,1.05344927855002,1,1,1,0.858202224602041,0.728837313103352,0.304714022365273
"Pocillopora_acuta_HIv2___RNAseq.g25238.t1",5.91935603211521,286.392670433039,-137.19633521652,1.90797018418305,1.65822807660352,0.547065708781145,0.959775843813906,-1.45842938866772,0.713553679778036,1.00580416515798,1.00425373850769,1.42106938495866,0.0667315169945542,0.106075618263921,1.05327129348639,1,1,1,0.796156524778801,0.744657003319323,0.304754879779223
"Pocillopora_acuta_HIv2___RNAseq.g3332.t1c",0.0295549019015484,495.852461249338,-241.926230624669,7.40821554783871,5.14947731824074,0.0187526054885268,-0.0767485095412802,0.111580765116381,0.0582876036283022,0.0768707592298552,0.0825743887479462,0.108767274345614,1.87633241078167,0.111370982462322,1.05240324666025,1,1,1,0.170751579325645,0.738588658023021,0.304954246150791
"Pocillopora_acuta_HIv2___RNAseq.g3535.t1",4.31582692008319,284.877048277062,-136.438524138531,1.96201253566032,2.11650648731843,0.0572978158014936,0.0690765150116532,-1.25426939547624,0.608014479197255,0.859535123096534,0.859469454376199,1.22411133600442,0.840574615203483,0.805381998693309,1.04988035982192,1,1,1,0.359232482300414,0.369489096099127,0.305534642674057
"Pocillopora_acuta_HIv2___RNAseq.g28821.t1",0.0928803758761531,359.25234635375,-173.626173176875,4.66072015559478,3.09624568723351,0.190614401947349,0.180088506762236,-0.21568453049544,0.123034141883223,0.149917267522878,0.171969042335509,0.210531070523786,0.595830878871135,0.276354127869826,1.04955595522918,1,1,1,0.440173170499405,0.599100868820783,0.305609376515479
"Pocillopora_acuta_HIv2___RNAseq.g17953.t1",0.105552680156974,537.443404192473,-262.721702096236,7.09025829439202,4.88511236044667,0.224567967963932,0.0183428013485973,-0.201274723608501,0.119569750799125,0.138989343905116,0.168574986883025,0.19653015779547,1.58976435303572,0.364592954364139,1.04886615604571,1,1,1,0.207359804424067,0.545966425297008,0.305768365867346
"Pocillopora_acuta_HIv2___RNAseq.g21355.t1",0.152030902174848,346.730609655714,-167.365304827857,4.05038378767229,2.68059335486918,0.176834247307627,0.348432646785717,-0.27023189947824,0.135570729179954,0.189296897930036,0.187293461600863,0.263868677701655,0.0819813410208039,2.58912445478269,1.04881175533423,1,1,1,0.774630100881619,0.107599800413269,0.305780909050257
"Pocillopora_acuta_HIv2___RNAseq.g14593.t1",0.138690408454897,367.903216969249,-177.951608484625,4.45470425992115,3.3019907315787,-0.191721425681984,-0.233937796445031,0.251889947148386,0.120933922117094,0.172911169583823,0.173373835286868,0.246046500546599,0.299495329034357,0.783190976934942,1.04806274946717,1,1,1,0.584198977208581,0.376166998848183,0.305953675266254
"Pocillopora_acuta_HIv2___RNAseq.g24894.t1",0.555299024687122,332.159443059676,-160.079721529838,3.2024899735052,2.24469111459251,-0.282544446431256,0.307354838033121,0.477368687319107,0.234744620224247,0.33629334955453,0.328441177867969,0.466348635300287,0.0216803886283831,5.44607666457182,1.04781940313068,1,1,1,0.882940522674599,0.0196123233017414,0.306009832917376
"Pocillopora_acuta_HIv2___TS.g20672.t1",0.444204727725695,365.072167329786,-176.536083664893,3.72024989766582,2.62783386725019,0.108290755715917,0.372056416452468,-0.421184246342366,0.207452449381661,0.292327225641318,0.29017719784847,0.411475501651555,0.256972922132582,0.624571244317959,1.04774662566121,1,1,1,0.612207466749263,0.429353638010801,0.306026630552724
"Pocillopora_acuta_HIv2___RNAseq.g28349.t1",0.0649009084494892,438.358914512881,-213.179457256441,6.0495743197409,4.22896092142672,-0.0586365148840032,-0.0589400805040724,0.16775304852296,0.0905173720590073,0.116377209052985,0.128792233766284,0.163946689164943,0.100261347081068,0.0654672660820181,1.04697314237442,1,1,1,0.751516232488356,0.798054526060118,0.306205230669394
"Pocillopora_acuta_HIv2___TS.g30004.t1",0.322875471964318,376.066113825177,-182.033056912589,4.00534253103463,2.90872089656436,-0.0264839855806318,0.269332933783585,-0.362195705820934,0.177346349023715,0.251048729763438,0.248657011485887,0.354163873187064,1.38603014100116,0.262929473356259,1.04587089413656,1,1,1,0.239076659440801,0.608114672885663,0.306459977284028
"Pocillopora_acuta_HIv2___RNAseq.g26304.t1",0.311910013092602,531.781500635189,-259.890750317594,6.44739143392298,4.59774686813668,0.0626411937601462,0.209683658249198,-0.334787661622095,0.163803714554741,0.231543619093686,0.231310121473761,0.327370047093101,0.410202686109806,0.067554854926093,1.04582978483027,1,1,1,0.521866647826525,0.794930753630079,0.306469483593044
"Pocillopora_acuta_HIv2___RNAseq.g24776.t1",0.0601343305051546,447.994116058685,-217.997058029342,6.22232958511852,4.34352512290497,0.121003727923883,-0.0638134707311604,-0.160545863902739,0.0876595025420293,0.110331281427638,0.124035538432745,0.156993060110516,0.283198635700775,2.25458088603221,1.04577277925391,1,1,1,0.59461234073966,0.13321951908462,0.306482666462729
"Pocillopora_acuta_HIv2___RNAseq.g26649.t1",0.192886517707616,408.953974175408,-198.476987087704,4.85983174563379,3.5745085592285,-0.221320396752698,-0.103577839551627,0.279198183330631,0.135682367993644,0.193385695228802,0.192546949201419,0.273096304867028,0.354670138545398,0.0664970496813083,1.04518586644286,1,1,1,0.551481309061233,0.79650706976575,0.306618436203749
"Pocillopora_acuta_HIv2___RNAseq.g16112.t1",0.123744706257113,381.005213264122,-184.502606632061,4.80517644216601,3.27753773760757,0.0606015154048994,0.277810323903727,-0.234388153548217,0.115997840300244,0.163481384003543,0.161705091729503,0.229268747593976,0.261148779997784,1.97776610935408,1.04515715579969,1,1,1,0.609332023867137,0.159625940432451,0.306625079797926
"Pocillopora_acuta_HIv2___RNAseq.g27452.t1",0.677512945043354,391.704751040289,-189.852375520144,3.93672512773012,3.13594701195267,-0.0830273897921595,0.0250348344966398,-0.504229612735165,0.245114353971882,0.347096178524599,0.346515089821545,0.493235757534993,1.82041805295076,0.823878310365217,1.045075311045,1,1,1,0.177263522824998,0.364048673779364,0.306644019559784
"Pocillopora_acuta_HIv2___RNAseq.g12607.t1",1.59564751903159,302.107587420826,-145.053793710413,2.3816705257727,1.67006253425058,0.463857328396999,0.472451610884332,-0.778802551607142,0.385562036659258,0.539902009341808,0.539824310412411,0.76198360392766,0.0365783459214137,0.0458423393978654,1.04463236850742,1,1,1,0.848326079460573,0.830462648452694,0.306746547577358
"Pocillopora_acuta_HIv2___RNAseq.g18655.t1",0.203197246195409,482.391543547169,-235.195771773585,6.10754945165564,4.44949057439922,-0.0106457151998656,-0.352371950140935,0.274500314703019,0.133815745282502,0.189271362472621,0.19032758906004,0.268585614510244,0.875734317887238,2.55198362706492,1.04452826672935,1,1,1,0.349372683231691,0.110155874786263,0.306770650491864
"Pocillopora_acuta_HIv2___RNAseq.g6655.t1",0.0597865867350296,488.942444834889,-238.471222417444,7.2355700054411,5.09323882263147,0.0777185454450363,-0.270943153729799,0.151976269949386,0.074119602446977,0.10463832876825,0.105577528201242,0.148718918872274,4.2314851524942,6.83166145251533,1.04428519990446,1,1,1,0.0396807046799883,0.00895559230140279,0.306826937852307
"Pocillopora_acuta_HIv2___TS.g6139.t1",0.0387568233723841,463.740824295104,-225.870412147552,6.75858178617175,4.66868154658541,0.228229923459893,-0.114602307208666,-0.129934382942703,0.0748781053987263,0.0895254249142288,0.106332602989729,0.127174967842823,6.64143686810482,4.52766277077095,1.04386636371715,1,1,1,0.00996335437399574,0.0333511369756676,0.306923959820711
"Pocillopora_acuta_HIv2___RNAseq.g21098.t1",0.0681067198702421,452.306820354915,-220.153410177458,6.49440582037447,4.5272579826232,-0.105881174669711,0.0102848907471529,0.165909475266847,0.0835547511563238,0.115199670072415,0.117822854860517,0.162399259423536,0.0762651374097359,1.18269258295976,1.0436966527618,1,1,1,0.782424077301919,0.276808520143683,0.306963284108961
"Pocillopora_acuta_HIv2___RNAseq.g28606.t1",0.257913132369096,498.017443165601,-243.0087215828,6.1747047558115,4.15496918403853,0.0473886223979214,0.611469149545691,-0.306637178354243,0.150995627313113,0.213398353305198,0.212135057809936,0.300253116869376,0.512827122988871,9.32354643814394,1.04297661491234,1,1,1,0.473917570596326,0.00226227709541999,0.307130199162269
"Pocillopora_acuta_HIv2___RNAseq.g8687.t1",2.23067867654326,313.382184277839,-150.691092138919,2.4208773082583,1.4853852664929,0.752661305363597,0.950601002314493,-0.906052626053443,0.452501987394643,0.632089375740017,0.630824516679447,0.887191261115845,0.43562730572759,1.23293059840268,1.04297124795352,1,1,1,0.509240554763108,0.266837862605036,0.307131443741905
"Pocillopora_acuta_HIv2___RNAseq.g30194.t1",0.0341839386318376,606.265307283622,-297.132653641811,8.82412725444216,6.18199854749509,0.112957427283666,-0.157570362065384,-0.11335127792567,0.0701817454430239,0.0785794980169965,0.0993822716488145,0.111067114713331,1.02484571024133,6.72170107231318,1.04155416885977,1,1,1,0.311372344166907,0.00952467390271352,0.307460288661895
"Pocillopora_acuta_HIv2___RNAseq.g25513.t1",0.243894406339945,311.487689408975,-149.743844704487,3.32428626797222,2.18908972712995,0.131048733445075,0.382249428433352,-0.343107452337786,0.172219044497232,0.241189293472758,0.237388540638272,0.336250973692321,0.0732429982388118,1.57864876565731,1.04119770209092,1,1,1,0.786672207346264,0.208955435289289,0.307543081627413
"Pocillopora_acuta_HIv2___RNAseq.g28804.t1",0.183451880664096,409.191741289403,-198.595870644701,4.84960283970997,3.29968746764217,0.229121038612634,0.260411196605916,-0.272711474687569,0.135507287815473,0.189986477883125,0.189788322532534,0.267423198441625,0.468106164033419,0.847018049450985,1.03994091713348,1,1,1,0.493859714185936,0.357397288095517,0.307835213417206
"Pocillopora_acuta_HIv2___RNAseq.g9733.t1",0.0817813211730664,492.895492924273,-240.447746462136,6.85575238542601,4.83218349827201,-0.0961878733382969,-0.109851663530886,0.1774460139825,0.0996992903283971,0.122876717886212,0.140649161960916,0.174055165086962,0.00809411738518115,0.0361110942809173,1.03934244914754,1,1,1,0.928313190010988,0.849286254427568,0.307974450153102
"Pocillopora_acuta_HIv2___RNAseq.g18102.t1",0.0253435258333817,426.099448114136,-207.049724057068,6.29046891327388,4.39490727168992,0.00527811863392779,-0.0121665997974527,-0.114952940533321,0.0702024205089414,0.0793316637458531,0.0993301057802315,0.112811114505981,0.836175692818925,0.709208641552753,1.0383323635494,1,1,1,0.360492820164733,0.399706648948772,0.308209637419822
"Pocillopora_acuta_HIv2___RNAseq.g20686.t1",0.391346755623501,374.737146619783,-181.368573309891,3.97541683578661,2.67486678231196,0.197402293855307,0.482576803041353,-0.393015157330307,0.195845172001344,0.275103541343433,0.272969274719014,0.385696372895181,0.000173947756914275,2.19512145251056,1.0383110849828,1,1,1,0.989477065011987,0.138448296128517,0.308214594406673
"Pocillopora_acuta_HIv2___RNAseq.g14172.t1",0.0747400781646103,432.101479931567,-210.050739965783,5.79974409472721,3.93156065858618,0.282090089303001,0.0331510679834786,-0.193307959125168,0.10299335180282,0.142357867240912,0.1434452323648,0.189741945975925,3.39656653026918,0.150779156202426,1.03794124683015,1,1,1,0.0653322772492732,0.697791878031369,0.308300767261114
"Pocillopora_acuta_HIv2___TS.g15614.t1",0.565927943932054,612.084020791102,-300.042010395551,7.36123929199862,5.27843768392786,-0.0778723026922923,0.191844217245767,-0.453197163227529,0.26778540790961,0.313185731801446,0.369354614680495,0.444854153249192,1.84700900032432,0.0152970707940088,1.03786069811541,1,1,1,0.174131666426827,0.901567596556582,0.308319539384024
"Pocillopora_acuta_HIv2___RNAseq.14918_t",0.0896195888027983,384.403663081232,-186.201831540616,4.92258568207426,3.25611052430779,0.154892940305014,0.30169002663139,-0.206121258461437,0.115352856905439,0.145480260947277,0.159946817867501,0.202426650555889,0.2303490235894,2.57609470511457,1.03683629726314,1,1,1,0.63126515346106,0.10848902594233,0.308558408674047
"Pocillopora_acuta_HIv2___TS.g20032.t1c",0.0305053725223179,741.465900036703,-364.732950018351,11.5369420368646,7.96102146599072,0.0111284081529376,0.137266704978454,-0.103215691889648,0.0507074892727726,0.0717088786652112,0.0716856351874558,0.10138883012357,0.638369549140985,2.85581997570034,1.03636140790368,1,1,1,0.424301824405497,0.0910438059799589,0.308669224699007
"Pocillopora_acuta_HIv2___RNAseq.g7172.t1",3.08236570620082,304.379318459158,-146.189659229579,2.32965928475024,2.70943812637707,0.0273614880111247,-2.23683369771427,1.07125078294585,0.51226151222171,0.724343754563319,0.755794485526354,1.05245831387228,1.03566008768756,10.2556628360701,1.03603039847692,1,1,1,0.308832973236797,0.00136265664118802,0.308746496745418
"Pocillopora_acuta_HIv2___TS.g20745.t1",0.0267482451201369,466.248802442294,-227.124401221147,6.81032912941669,4.71846289745508,-0.0255364785699747,0.100192420365924,-0.111232367563187,0.0685638735479565,0.0773382456042945,0.09657888058749,0.109314651394816,2.21163382172949,0.318825990104936,1.03539392884846,1,1,1,0.136973538237087,0.572314037503935,0.30889514718016
"Pocillopora_acuta_HIv2___RNAseq.g4538.t1",0.510655196159184,394.249521660282,-191.124760830141,4.11569764096442,2.73679961440683,0.449036358609339,0.424182232046954,-0.438933044031272,0.218981005959848,0.30651680543372,0.306657972057771,0.43138136580283,1.11191180966321,0.880404651567876,1.03531806395435,1,1,1,0.291666740848633,0.348090872581708,0.30891287198134
"Pocillopora_acuta_HIv2___RNAseq.g28758.t1",4.60584996347178,315.982572230222,-151.991286115111,2.34117331919505,0.957112726581079,0.990284411738037,2.14990000514173,-1.28201318231913,0.644839852027799,0.900850368202241,0.896304452793004,1.26011592053559,0.282975579541929,5.67848075557746,1.03505632737221,1,1,1,0.594757516017294,0.0171742326599429,0.308974033323233
"Pocillopora_acuta_HIv2___RNAseq.g5341.t1",0.400708097742387,336.529718460262,-162.264859230131,3.43250779150742,2.41479708360523,0.394229034837166,-0.00935460517146816,-0.408427096272923,0.202091822014563,0.28152333360372,0.285923463424969,0.401478778696818,0.928505871720972,1.16350128794451,1.03491314888621,1,1,1,0.335251474562796,0.280740585914867,0.309007497240584
"Pocillopora_acuta_HIv2___TS.g8823.t2",0.0286900109689804,437.25249214479,-212.626246072395,6.46882671156807,4.4110044489659,0.0816810206030504,0.146544852863115,-0.117404337956286,0.0604797019560858,0.0821137936664962,0.0846012551510977,0.115428643733427,0.14858244615663,2.01888819616403,1.03452526686308,1,1,1,0.699893720757452,0.155352853356492,0.309098177352021
"Pocillopora_acuta_HIv2___TS.g7113.t1",0.0475325368226632,493.951357742415,-240.975678871208,7.01526825510898,4.89314973502012,0.0790055722441172,-0.0349782479746893,-0.138645622593776,0.0786658257590737,0.0958980072924881,0.111532408129482,0.136342780328468,0.0232053872883024,1.39507755545058,1.03406546162463,1,1,1,0.878924183464116,0.237549490118881,0.309205716678544
