"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginSlope","TreatmentVariable:OriginSlope","se_(Intercept)","se_TreatmentVariable","se_OriginSlope","se_TreatmentVariable:OriginSlope","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin","Treatment","Origin","Treatment:Origin","Stable_OriginFC","Variable_OriginFC","maxGroupFC","col","Gene"
"Pocillopora_acuta_HIv2___RNAseq.g22362.t1",0.214659499449744,296.735085580011,-142.367542790005,3.39790192658142,2.02245022617773,0.22404540016531,0.610636936451028,-0.242172784757856,0.177607882742321,0.246321885813781,0.235416362434204,0.329448994859966,0.293822443341,8.74379671587514,0.540348932504353,1,1,1,0.587781367086553,0.00310657024910253,0.462288153487837,0.999999698051713,0.029944465661125,0.999541060901492,0.801778840508369,0.488410685609033,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g22362.t1"
"Pocillopora_acuta_HIv2___RNAseq.g15872.t1",0.449145362401739,462.167829325538,-225.083914662769,5.50437662826813,3.87914923359913,0.00587376970228814,0.18581901015921,-0.133310590748482,0.0639447200001207,0.0611869691854626,0.0615720887928191,0.0619506277419462,0.00259249191239776,8.48160274948724,4.63060656408086,1,1,1,0.959392042282996,0.00358755893209654,0.0314064585091248,0.999999698051713,0.032416233959264,0.999541060901492,0.263117576846717,0.0742670235810374,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g15872.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12542.t1",0.0263121504736461,681.898480728157,-334.949240364079,10.9771065005521,7.51434424141496,0.0652700871967467,0.221731094933769,-0.152378063799401,0.0497917878138872,0.0698727855418979,0.0689505772134325,0.096679352394523,0.0880306021169552,8.75256441262968,2.48414782804794,1,1,1,0.766695927456439,0.00309166998777771,0.114998620407236,0.999999698051713,0.029944465661125,0.999541060901492,0.319734003650559,0.10000592624373,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12542.t1"
"Pocillopora_acuta_HIv2___RNAseq.g21530.t1",0.398203365770421,409.007399732239,-198.50369986612,4.76995283538452,3.04072736675528,0.278816161550095,0.776984959201624,-0.386774676354684,0.201359766141105,0.282903255156319,0.274883237988887,0.387650973288456,0.141764740471888,9.03219140549024,0.995484048559057,1,1,1,0.706532886370151,0.00265266292656224,0.318405708844306,0.999999698051713,0.0274923735445814,0.999541060901492,1.08495300169566,0.546591461564627,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g21530.t1"
"Pocillopora_acuta_HIv2___TS.g30962.t1",0.0422407924834667,480.968601330779,-234.48430066539,7.35315567239205,5.22659355666105,0.0449828742468423,-0.251484072805224,-0.00562613525124219,0.0683912846530951,0.093054635304788,0.0956391736255165,0.129806035610145,0.420249928810417,13.1714381298962,0.00187858376098358,1,1,1,0.516812360997543,0.00028424850543837,0.965428407600212,0.999999698051713,0.00584200882033687,0.999541060901492,-0.360612410688069,-0.368772118457888,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g30962.t1"
"Pocillopora_acuta_HIv2___TS.g14294.t1",1.6035118094502,343.32916216561,-165.664581082805,3.15432805000068,1.87703323806394,0.0103807043120503,1.23277149174989,-0.0178434255136371,0.399609246426355,0.565006487628833,0.545005993805551,0.770680623671211,4.23002396716118e-06,10.0871527764376,0.000536052818972989,1,1,1,0.998358990220001,0.00149306626912886,0.981528377085457,0.999999698051713,0.0188592267071552,0.999541060901492,1.63603036332931,1.612728029101,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g14294.t1"
"Pocillopora_acuta_HIv2___TS.g28154.t1",0.138123454808993,291.264223365107,-139.632111682553,3.52071686833421,2.64552984422331,0.00643090273613877,-0.476476127786973,0.191639063389577,0.137870513419599,0.194872287171257,0.200105920316237,0.27987876088152,0.504364375803971,7.31978920894027,0.468843818413706,1,1,1,0.477588704805932,0.00681994108594166,0.493519547498831,0.999999698051713,0.0491666549013313,0.999541060901492,-0.630205573183241,-0.379952084207773,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g28154.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12217.t1",0.0445482654467847,661.219142342134,-324.609571171067,10.2972100229847,6.933463714194,0.142544840669328,0.375619948273363,-0.168568312508396,0.0681058527176403,0.091311656162555,0.0942596141661943,0.126220834368362,0.741743575027008,17.3031562491486,1.78356846503547,1,1,1,0.389102920718538,3.18657129413904e-05,0.181711749320614,0.999999698051713,0.00132329544684116,0.999541060901492,0.541465103582986,0.298484510303121,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12217.t1"
"Pocillopora_acuta_HIv2___RNAseq.g2896.t1",1.17589824394629,367.026217953953,-177.513108976976,3.42339625601506,2.77035673856976,0.00674092675301519,-0.39012010437192,-0.302847977734855,0.0547568711742146,0.0552238288892573,0.0551115728575779,0.0555740870277088,0.000433389932598705,51.0573078885453,29.6964600356379,1,1,1,0.98339082343475,8.97082936853554e-13,5.05270047299225e-08,0.999999698051713,2.71949731867367e-10,2.06954018009696e-05,-0.522805644498902,-0.917647543985201,"Variable","q_Origin:Treatment < 0.05 (biggest FC in Variable)","Pocillopora_acuta_HIv2___RNAseq.g2896.t1"
"Pocillopora_acuta_HIv2___TS.g21741.t1",0.646815701163389,636.46303371145,-312.231516855725,8.08392340671177,6.36834310745472,-0.0329665352447743,-0.95669705559967,0.0984811423604513,0.242792940493935,0.343371321058821,0.336478297049616,0.475833879039475,0.00593584186359661,14.5468674616524,0.0428346709265943,1,1,1,0.938588211985861,0.000136715767956439,0.836036891306403,0.999999698051713,0.00355753121756387,0.999541060901492,-1.37626792911424,-1.23467912543927,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g21741.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30585.t1",2.33984322143836,295.187513961784,-141.593756980892,2.41571754975895,2.45706042372214,0.315528226942301,-1.41928987522829,0.270617267742749,0.469573915460099,0.662488873789444,0.667086401671377,0.93531178124834,0.931264549979669,7.512778924725,0.0837140205316747,1,1,1,0.334534548006622,0.00612627807676022,0.772325985301342,0.999999698051713,0.0460315707603689,0.999541060901492,-1.72872274781989,-1.48507303713418,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g30585.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7525.t1",0.44902937181519,305.716979093127,-146.858489546564,3.30080701241341,1.87959918575328,-0.129042431579403,1.01665108384482,-0.0466395025776303,0.251811889011089,0.333766396477372,0.316042445788892,0.44319983188566,0.495350774582983,18.8281064719295,0.0110741052260301,1,1,1,0.481550105970699,1.43043589870559e-05,0.916190469930605,0.999999698051713,0.000667130940356272,0.999541060901492,1.33931875876238,1.26038246079195,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g7525.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1966.t1",0.0673750201874411,446.553676584835,-217.276838292417,6.68324055439887,4.74204472715284,0.118722434884085,-0.237796618389883,-0.116517980109938,0.0906426482556039,0.117548343995783,0.126729777893818,0.164148693152323,0.516608410453216,9.50651605028841,0.503861338081235,1,1,1,0.472292034242104,0.00204743527342316,0.47780837950293,0.999999698051713,0.0232899741501688,0.999541060901492,-0.339723576395664,-0.506461307192136,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1966.t1"
"Pocillopora_acuta_HIv2___RNAseq.10474_t",0.847587272055087,431.688097476779,-209.844048738389,4.55971670242841,3.15166306196374,0.0492346994632212,0.656917438377425,-0.178868581451757,0.0459060572193244,0.0466030530031991,0.0463680650415945,0.293029311828307,0.947339420365693,202.16093907058,0.372602697922785,1,1,1,0.33039745081218,7.05145875098247e-46,0.541588981629505,0.999999698051713,4.27528434177882e-43,0.999541060901492,0.918944200911302,0.66806406703628,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.10474_t"
"Pocillopora_acuta_HIv2___RNAseq.g21723.t1",0.225317803402916,463.735717001644,-225.867858500822,6.17817325777124,4.71606083676768,-0.0901971548276115,-0.500236377007872,-0.133369302625711,0.145935069372975,0.206569493560424,0.203232637608866,0.288083520401132,1.21592821110132,15.4740498381807,0.214326034966594,1,1,1,0.270161224907233,8.36457790882746e-05,0.643397627009866,0.999999698051713,0.00260073111562193,0.999541060901492,-0.713404978224944,-0.901776013726926,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g21723.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1669.t1b",0.0996577940976387,439.672038672239,-213.83601933612,6.47615046795804,4.75828136468224,-0.0569748939270046,-0.460995958463443,0.0980689602759011,0.0991957770118811,0.140446868831818,0.138846718460256,0.196359074583983,0.00480497839624469,17.6064153155717,0.249437180347584,1,1,1,0.944736536898307,2.71670343268271e-05,0.617471655125982,0.999999698051713,0.00115184019167277,0.999541060901492,-0.65790642071078,-0.517922094344518,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1669.t1b"
"Pocillopora_acuta_HIv2___RNAseq.10263_t",0.0809910820774678,580.928064400177,-284.464032200089,8.67728845596274,6.13210939830921,0.0877919225358202,-0.297177159956296,0.108529959700041,0.0891610868562905,0.123253227536481,0.12413102392687,0.17111044638148,2.86361754679881,7.36629667711311,0.402296482195701,1,1,1,0.0906035266708347,0.00664576592982749,0.525905634790757,0.999999698051713,0.0481559792864596,0.999541060901492,-0.427654402311186,-0.271565798708203,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.10263_t"
"Pocillopora_acuta_HIv2___RNAseq.g13769.t1",0.181746279878687,544.791035179442,-266.395517589721,7.57078806397384,4.91710135530443,0.332104172716105,0.575936684543525,-0.230607798108963,0.135425554116153,0.185248866629372,0.1825640901353,0.255622016421157,2.73318646654869,12.559556562207,0.813863300717589,1,1,1,0.0982830150437008,0.000394185274201057,0.366980524135537,0.999999698051713,0.00751243998885747,0.999541060901492,0.826303450177311,0.496001691881681,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13769.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28858.t1",0.151953581150532,547.920268399782,-267.960134199891,7.77521791499239,5.64383943868963,0.00992484535395646,-0.289220506772954,-0.173440495029197,0.118893491749324,0.168131919572911,0.164901059125144,0.233349184111592,0.472199241348434,10.3763364814372,0.552444221585625,1,1,1,0.491977150789972,0.00127640716243908,0.45732070285847,0.999999698051713,0.0168950733838563,0.999541060901492,-0.415551535856206,-0.664517954003846,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28858.t1"
"Pocillopora_acuta_HIv2___RNAseq.g4278.t1",0.405857757620745,504.17970458522,-246.08985229261,6.3386297492025,4.23952662177732,-0.0346644168060168,0.704493835322523,-0.0743977528939523,0.19546264259172,0.276508849336903,0.269480879313797,0.381252757139904,0.150274826008618,12.2545570457724,0.0380797115935524,1,1,1,0.698272862987739,0.000464123312777791,0.845283164463041,0.999999698051713,0.00822798160037279,0.999541060901492,1.00596664512717,0.899086249462521,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g4278.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9901.t1",0.441447619229604,577.698849696819,-282.849424848409,7.53754554125539,5.74359769589946,-0.0570841629900138,-0.715479695912356,0.0302943396217508,0.214498820926764,0.286377912447867,0.295651340521927,0.398017019038837,0.0433004344991311,10.2328717347181,0.00579321563754891,1,1,1,0.835160596734004,0.00137959703206441,0.939329057216963,0.999999698051713,0.0177949918830181,0.999541060901492,-1.02741244135728,-0.983722604534302,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g9901.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30144.t1",0.101519299330036,484.341200150744,-236.170600075372,6.94860525321489,5.00779958684961,0.0235038085059851,-0.363220430853947,0.0893217795552219,0.105721478837944,0.140599563174046,0.146386227698778,0.195662583118738,0.502026872856256,8.62053823959639,0.208400697587626,1,1,1,0.478610883158676,0.00332393612357125,0.648023818948065,0.999999698051713,0.0310322531666191,0.999541060901492,-0.519826281358911,-0.392206042453727,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g30144.t1"
"Pocillopora_acuta_HIv2___TS.g13052.t1",5.09135735857759,270.846746331968,-129.423373165984,1.97081902637537,0.864997437488175,-1.03826915876209,1.84444068888888,1.0777032280075,0.707899123046985,1.03540917471109,0.964853008472469,1.38978393086667,0.406024339621722,11.5870560206256,0.601317434007098,1,1,1,0.523994322356039,0.00066412466484106,0.438075806363234,0.999999698051713,0.0104045830035052,0.999541060901492,2.2469897850756,3.17486405125378,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g13052.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11111.t1",0.28733599742823,364.356670101948,-176.178335050974,4.57820570414807,3.66821281730707,-0.191177359253408,-0.655951241779984,-0.0177238353669672,0.168646564898613,0.239524812605213,0.237664995030301,0.338245839799515,1.39939774911322,15.4495988858795,0.00274568358357507,1,1,1,0.236824433076665,8.47349249972871e-05,0.958210555113581,0.999999698051713,0.00262038041945583,0.999541060901492,-0.913433441447579,-0.930921617260713,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11111.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16870.t2",0.0574514559256205,530.403519897262,-259.201759948631,8.21173919133751,5.86888832152597,-0.0953813582752868,-0.278469795791102,0.137866075598281,0.0757823680873041,0.104842982486341,0.105401361236622,0.145860140188195,0.109906004819544,7.61488878957283,0.893391001063174,1,1,1,0.740251173345967,0.00578883289158415,0.344560030170845,0.999999698051713,0.0447673085054117,0.999541060901492,-0.400442096873313,-0.202173437307231,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16870.t2"
"Pocillopora_acuta_HIv2___RNAseq.g25403.t1",0.0801088375424417,448.221484424503,-218.110742212251,6.6983100094041,4.79353405723801,0.0398576742912246,-0.243172107744916,-0.0720608147858572,0.089641418133599,0.126655962958181,0.124866099345915,0.176585562583837,0.000996685187636102,9.99972420168217,0.166528262220266,1,1,1,0.974814711750355,0.00156563671446535,0.683215864026664,0.999999698051713,0.019332834777178,0.999541060901492,-0.347564200732487,-0.450569351961589,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25403.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16872.t2",0.0586238673786419,507.856065477068,-247.928032738534,7.8732495198309,5.61113541227137,-0.0100234718257867,-0.197259705089061,-0.0968229282064665,0.0752451701004572,0.106428467090896,0.104490811275277,0.147925178588412,0.662047144759435,11.0237620710708,0.428422450654009,1,1,1,0.415838153198661,0.000899513290522505,0.512764044601178,0.999999698051713,0.0132372083000054,0.999541060901492,-0.283439799620964,-0.422457458823528,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16872.t2"
"Pocillopora_acuta_HIv2___TS.g3599.t1",0.427016170810671,343.760087692657,-165.880043846329,3.71020040867032,2.9727427553293,0.14731675040824,-0.445348831665332,-0.345402510936853,0.208496817631779,0.293776596031742,0.29276513377453,0.415022583731257,0.0154001124688157,8.84744323502511,0.692639924640842,1,1,1,0.901238323327413,0.00293499743251646,0.405267893406351,0.999999698051713,0.0295104918535499,0.999541060901492,-0.603635176450952,-1.06910734799572,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g3599.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7850.t1",0.239411476696063,386.744434981078,-187.372217490539,4.86049626497448,3.65888874043026,0.110732477659705,-0.388053176628573,-0.210045912975099,0.155262869578582,0.21901513221103,0.21730629295705,0.307455704131336,0.000727951668874239,10.2838665131874,0.466727468701848,1,1,1,0.978475223725532,0.00134198433679342,0.494496550904272,0.999999698051713,0.0174976823628556,0.999541060901492,-0.5427659370631,-0.8364946687517,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g7850.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26979.t1",0.232690069747111,617.295701333131,-302.647850666566,8.59555283247213,5.66142813257394,0.257527123320471,0.53254643117135,-0.0664131257292371,0.157070207112634,0.207246875622225,0.209423253978911,0.286554812341468,2.4050131266219,10.9385620174107,0.0537146102555456,1,1,1,0.120947109783871,0.000941832386352792,0.816721221477039,0.999999698051713,0.0135959752177697,0.999541060901492,0.766236300351077,0.671046519814848,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g26979.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12546.t1",1.03733997922344,312.842433651179,-150.421216825589,2.8880186024809,1.36039363311639,0.776995152609174,1.29636327359828,-0.842703948894939,0.342968119125932,0.471862412982603,0.458170196988019,0.638464154444364,0.992702122851524,7.30449779157414,1.7421157977875,1,1,1,0.319082847657451,0.00687822182830552,0.186870964337447,0.999999698051713,0.0495279235926779,0.999541060901492,1.63862489661894,0.597878388606434,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12546.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11160.t1",0.53041514041254,428.926209756049,-208.463104878025,5.03975173865585,4.18274386448658,-0.19207773173932,-0.89893896975488,0.219423937984994,0.222725520353908,0.315447048808089,0.311338735114212,0.440536972059892,0.130588250978219,12.8419163713161,0.248086587447415,1,1,1,0.71782289823764,0.000338940307421857,0.618425604061121,0.999999698051713,0.00671564649129606,0.999541060901492,-1.26564820787738,-0.955076936532636,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11160.t1"
"Pocillopora_acuta_HIv2___RNAseq.g24649.t1",0.143399659915552,360.775680647404,-174.387840323702,4.79658141602129,3.15893277047616,-0.084557398898337,0.422268679662784,0.096091572922404,0.129989633199171,0.184757444947378,0.176542999219913,0.250297769733505,0.0667387710449051,14.1087456134397,0.147386140041934,1,1,1,0.796145689951877,0.000172539704101006,0.701045876469294,0.999999698051713,0.0042297877252079,0.999541060901492,0.588816448707028,0.72182219126948,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g24649.t1"
"Pocillopora_acuta_HIv2___RNAseq.g24638.t1",0.0987171620609124,401.139887700529,-194.569943850264,5.90833384366799,3.85400861036753,0.129912134240205,0.575815632563035,-0.411324593678391,0.104408121225483,0.14685821982686,0.141846802670884,0.200820687852333,0.808338657895708,13.6225748492647,4.19519791480986,1,1,1,0.368611883261179,0.000223481975322788,0.0405386210307046,0.999999698051713,0.00499443747334766,0.999541060901492,0.817558904631381,0.233306478424514,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g24638.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12873.t1",0.803788150691695,425.66296634153,-206.831483170765,4.79326622736424,4.27160281705948,-0.231746440121455,-1.34374796590802,0.304300410407883,0.272653670426824,0.386018800889429,0.381812593306529,0.539981337576805,0.0797679992662828,19.4789270090067,0.317575927774582,1,1,1,0.777612057397613,1.01715659710523e-05,0.573068078212179,0.999999698051713,0.000531637816239226,0.999541060901492,-1.8834120559026,-1.45470764470886,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12873.t1"
"Pocillopora_acuta_HIv2___RNAseq.g20666.t1",0.081100088132675,411.49541337886,-199.74770668943,6.15826908218719,4.10489477311723,0.0861364316179312,0.448104540541961,-0.367110005817565,0.0941910364172068,0.132740878120294,0.128484313471157,0.182146817133055,1.43350725076521,8.49494199314735,4.06208745994464,1,1,1,0.231192905098148,0.00356135130381038,0.043856253761033,0.999999698051713,0.0323239471520033,0.999541060901492,0.637999772912074,0.115176436632659,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20666.t1"
"Pocillopora_acuta_HIv2___RNAseq.g29439.t1",0.142883949756101,302.171425489907,-145.085712744954,3.93301297633162,2.92511470634004,-0.00488998529419753,-0.274222919077781,-0.218253566020009,0.133669419459654,0.189100346603701,0.188830342483013,0.269830185020793,0.690388285690393,7.9829368618269,0.654246840977331,1,1,1,0.406032341760956,0.00472202767209081,0.418598402739046,0.999999698051713,0.0393263086063601,0.999541060901492,-0.372623744048637,-0.664270366044363,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g29439.t1"
"Pocillopora_acuta_HIv2___RNAseq.673_t",0.238240379402997,403.789832582209,-195.894916291105,5.07389150958892,3.78030239620697,-0.146500363147484,-0.201719957140074,-0.0488380815208871,0.0601455066744552,0.0647337501835064,0.0659865131462855,0.0692583282273752,5.37920610486086,9.56580261393115,0.497248157342395,1,1,1,0.0203781491662065,0.00198235510515825,0.480711759901295,0.999999698051713,0.0227201825243468,0.999541060901492,-0.283845411101495,-0.350945248238955,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.673_t"
"Pocillopora_acuta_HIv2___RNAseq.g3550.t1",0.0941495152698835,437.879832421692,-212.939916210846,6.46141380480483,4.23014610338117,0.0861291537299323,0.449667625602692,-0.0145101897473848,0.0994073162557102,0.140194393120221,0.136018572739683,0.191936165090485,0.670193196143668,21.2494590393118,0.00571521479004709,1,1,1,0.412984258183663,4.03224154350928e-06,0.939738100559187,0.999999698051713,0.000254264481629077,0.999541060901492,0.641220441870451,0.621077970985638,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g3550.t1"
"Pocillopora_acuta_HIv2___TS.g21715.t1",0.147343552022807,365.642925700247,-176.821462850123,4.83592458431342,3.06651849759086,0.188336984489539,0.495798139671756,-0.110812902419675,0.136221362427099,0.18587077196579,0.181740259752025,0.252782015144647,1.04066929651621,11.6387571149205,0.192171206549144,1,1,1,0.30766586233554,0.000645917465021283,0.661115651543083,0.999999698051713,0.0101719058693792,0.999541060901492,0.689962379518919,0.538186454113476,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g21715.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14741.t1",0.0473106140490289,347.255910370655,-167.627955185327,4.98290304697,3.63096454353221,-0.0467554108375504,-0.265893181255147,-0.0210278351826568,0.0843915293063453,0.116552443173368,0.119481333106117,0.165471447763959,0.473599068141505,10.0558831550934,0.0161489018605603,1,1,1,0.491336071839466,0.00151862200061452,0.898878402847074,0.999999698051713,0.0190234972566524,0.999541060901492,-0.372306529422676,-0.401048292096383,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14741.t1"
"Pocillopora_acuta_HIv2___RNAseq.g17850.t3",0.167843083657498,457.423270854672,-222.711635427336,6.55390556908578,4.92395444099,-0.216884265518523,-0.658929896989253,0.391565467778338,0.126172258969412,0.178882656709851,0.176288160906078,0.249254003378876,0.0149009920954517,13.8055390889053,2.46788253067846,1,1,1,0.902843881743379,0.000202737636224527,0.116194364672182,0.999999698051713,0.0047276690281077,0.999541060901492,-0.940954854850225,-0.381772815562556,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g17850.t3"
"Pocillopora_acuta_HIv2___RNAseq.g19855.t1",1.4874788590531,305.489969470155,-146.744984735077,2.69125852688697,1.33080568848109,0.195744594528206,1.35050119311409,-0.232059410988308,0.399060176908422,0.560560259840639,0.537504562211447,0.7574719522467,0.0331614086112608,10.6104413477746,0.0938566952618562,1,1,1,0.85550209697927,0.00112450845524948,0.759330255185692,0.999999698051713,0.0154250468000703,0.999541060901492,1.70561459588164,1.42887113261467,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g19855.t1"
"Pocillopora_acuta_HIv2___RNAseq.g6209.t1",0.21756645310366,268.195961509472,-128.097980754736,3.04289081608764,1.55334844578306,0.491407537908955,0.662225270221366,-0.208281281993041,0.197508221821545,0.265618043921895,0.257353635933039,0.350362854904431,4.60489993932393,9.91368068216621,0.353398231036801,1,1,1,0.0318807136960704,0.00164054696283253,0.552195748918554,0.999999698051713,0.0199330683515597,0.999541060901492,0.82792653197912,0.593287365372005,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g6209.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1054.t1",0.95889111652152,367.074036490271,-177.537018245135,3.69617855170142,2.21969743318826,0.138150338483203,1.00954117871547,0.066598254098188,0.311525095243304,0.439113572042222,0.424562823335419,0.598849115938378,0.339455740241548,12.1342645955047,0.0123677546931081,1,1,1,0.560143547533997,0.000495037859131214,0.911449498991842,0.999999698051713,0.00862129625512119,0.999541060901492,1.36367788603354,1.46790977255845,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1054.t1"
"Pocillopora_acuta_HIv2___RNAseq.g5321.t1",1.87238922828121,463.512548877097,-225.756274438548,4.88497615485696,5.18941529816756,-0.16553466888476,-2.56837668642548,-0.221911942806356,0.41319099574082,0.58441593328408,0.576903829502131,0.817675081726407,0.46556628503765,42.9339824593679,0.0736545914996243,1,1,1,0.495033987458639,5.6618571567039e-11,0.786088174559371,0.999999698051713,1.4303216127722e-08,0.999541060901492,-3.61212202117561,-3.8881544770202,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g5321.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11428.t1",1.48799637341895,295.761611301174,-141.880805650587,2.51808620916092,2.6202120440476,-0.195811633865773,-1.39460000859929,0.710300168977937,0.376682169889941,0.534051679207375,0.538845009583153,0.756505944809568,0.174865334800243,7.47768070823183,0.881574756075309,1,1,1,0.67582353986468,0.00624684870396576,0.347770728953559,0.999999698051713,0.046421880661907,0.999541060901492,-1.74197974137796,-0.876340812018955,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11428.t1"
"Pocillopora_acuta_HIv2___TS.g8422.t2",1.01315440841845,396.536381994547,-192.268190997274,4.31310061010893,4.04941063001004,-0.110480242825329,-1.58467126992995,-0.075923883083414,0.306085371909026,0.433083056210716,0.430352532064651,0.609953119435514,0.237928281961082,28.3023473139738,0.0154940127854107,1,1,1,0.625706439067656,1.03770076342711e-07,0.900939234363434,0.999999698051713,1.39812389086276e-05,0.999541060901492,-2.19339440916986,-2.28283105629753,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g8422.t2"
"Pocillopora_acuta_HIv2___RNAseq.g2834.t1",0.117334121162926,429.753759914917,-208.876879957458,5.98899890745148,4.33320898633847,0.053023010022703,-0.328976927844273,-0.0051940290313962,0.115197133768424,0.154276601078608,0.164105368933729,0.215738982782289,0.21862616279244,7.36569796539972,0.000579630850001435,1,1,1,0.640088713013494,0.00664797905536416,0.980792366778533,0.999999698051713,0.0481559792864596,0.999541060901492,-0.467350858974906,-0.4750860829815,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g2834.t1"
"Pocillopora_acuta_HIv2___RNAseq.7549_t",0.332217854491131,397.376087304913,-192.688043652456,4.90054295322119,3.82269489730137,0.0929578761773526,-0.574260270059492,-0.272855185500599,0.179414898762545,0.253382982910872,0.251218573274925,0.355925453199381,0.0648787059596342,15.9256824842974,0.587687333184711,1,1,1,0.79894478452509,6.58787077891306e-05,0.443314808600162,0.999999698051713,0.00217076736248438,0.999541060901492,-0.804725943971934,-1.1850386318021,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.7549_t"
