"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.689878547941737 4 98 "GO:0008064;GO:0030832;GO:0030833;GO:0032271" "regulation of protein polymerization" 1
0 1 4 5 "GO:0008069" "dorsal/ventral axis specification, ovarian follicular epithelium" 1
0 1 2 26 "GO:0008078" "mesodermal cell migration" 1
0 0.968055565224163 2 49 "GO:0008088" "axo-dendritic transport" 1
0 0.90845386969759 4 22 "GO:0008089" "anterograde axonal transport" 1
0 0.756162582707834 4 13 "GO:0008090" "retrograde axonal transport" 1
0 0.624224434819598 2 20 "GO:0008103;GO:0016325" "oocyte microtubule cytoskeleton organization" 1
0 0.917906539896258 2 23 "GO:0008154" "actin polymerization or depolymerization" 1
0 0.0385937811372776 7 19 "GO:0008156" "negative regulation of DNA replication" 1
0 0.0918955510136593 2 77 "GO:0008202" "steroid metabolic process" 1
0 0.246944503811292 4 33 "GO:0008203;GO:0016125" "sterol metabolic process" 1
0 0.0853753262257769 3 5 "GO:0008207" "C21-steroid hormone metabolic process" 1
0 0.418566461076249 3 5 "GO:0008209" "androgen metabolic process" 1
0 0.037029566278024 4 13 "GO:0008210" "estrogen metabolic process" 1
0 0.484737829620949 3 54 "GO:0008217" "regulation of blood pressure" 1
0 1 2 15 "GO:0008258" "head involution" 1
0 0.98172161572798 2 55 "GO:0008277" "regulation of G protein-coupled receptor signaling pathway" 1
0 0.888844579031212 2 362 "GO:0008283" "cell population proliferation" 1
0 0.974396304371926 2 268 "GO:0008284" "positive regulation of cell population proliferation" 1
0 0.734396935781927 5 248 "GO:0008285" "negative regulation of cell population proliferation" 1
0 1 5 42 "GO:0008286" "insulin receptor signaling pathway" 1
0 1 5 8 "GO:0008293" "torso signaling pathway" 1
0 0.867422744122563 3 33 "GO:0008298" "intracellular mRNA localization" 1
0 1 2 6 "GO:0008299" "isoprenoid biosynthetic process" 1
0 0.842425024466571 5 68 "GO:0008306" "associative learning" 1
0 0.631247187788749 4 31 "GO:0008333" "endosome to lysosome transport" 1
0 1 2 17 "GO:0008334" "histone mRNA metabolic process" 1
0 0.834941349084674 2 168 "GO:0008340;GO:0010259" "obsolete multicellular organism aging" 1
0 1 2 8 "GO:0008343" "adult feeding behavior" 1
0 0.954523137086369 2 60 "GO:0008344" "adult locomotory behavior" 1
0 0.756162582707834 2 13 "GO:0008345" "larval locomotory behavior" 1
0 0.949584448370481 4 44 "GO:0008347" "glial cell migration" 1
0 1 4 5 "GO:0008348" "negative regulation of antimicrobial humoral response" 1
0 0.246944503811292 3 33 "GO:0008354" "germ cell migration" 1
0 0.560291576535342 6 28 "GO:0008355" "olfactory learning" 1
0 0.54096223731451 2 67 "GO:0008356" "asymmetric cell division" 1
0 0.907431451139186 4 89 "GO:0008360" "regulation of cell shape" 1
0 0.998335411683702 2 146 "GO:0008361" "regulation of cell size" 1
0 0.696946278916931 2 11 "GO:0008362" "chitin-based embryonic cuticle biosynthetic process" 1
0 0.533774275757666 6 17 "GO:0008363;GO:0042337;GO:0035293" "larval chitin-based cuticle development" 1
0 0.718815290226648 3 153 "GO:0008406;GO:0045137" "gonad development" 1
0 0.624224434819598 2 20 "GO:0008407" "chaeta morphogenesis" 1
0 0.662159347127664 5 10 "GO:0008535;GO:0033617" "respiratory chain complex IV assembly" 1
0 0.454055064104193 6 24 "GO:0008542" "visual learning" 1
0 0.171900497362816 7 53 "GO:0008543;GO:0044344;GO:0071774" "cellular response to fibroblast growth factor stimulus" 1
0 0.826730120058004 2 134 "GO:0008544" "epidermis development" 1
0 0.93414894474992 3 107 "GO:0008582;GO:0051963;GO:1904396" "regulation of synapse assembly" 1
0 0.741736813271316 4 48 "GO:0008584;GO:0046546" "male gonad development" 1
0 0.29894422717326 3 27 "GO:0008586" "imaginal disc-derived wing vein morphogenesis" 1
0 0.855696505195779 3 32 "GO:0008587" "imaginal disc-derived wing margin morphogenesis" 1
0 0.969780119259011 2 65 "GO:0008589" "regulation of smoothened signaling pathway" 1
0 1 2 7 "GO:0008592" "regulation of Toll signaling pathway" 1
0 0.753859814481529 2 93 "GO:0008593" "regulation of Notch signaling pathway" 1
0 1 2 13 "GO:0008594" "photoreceptor cell morphogenesis" 1
0 0.194424227675067 2 15 "GO:0008608" "attachment of spindle microtubules to kinetochore" 1
0 0.0558863097335795 2 201 "GO:0008610" "lipid biosynthetic process" 1
0 0.662159347127664 2 10 "GO:0008625" "extrinsic apoptotic signaling pathway via death domain receptors" 1
0 0.730970551897743 4 36 "GO:0008630" "intrinsic apoptotic signaling pathway in response to DNA damage" 1
0 0.0407006962101965 2 8 "GO:0008631;GO:0036473" "obsolete cell death in response to oxidative stress" 1
0 0.397080836007555 4 22 "GO:0008637" "apoptotic mitochondrial changes" 1
0 0.274459037292262 4 10 "GO:0008643;GO:0034219" "carbohydrate transport" 1
0 0.156394282328609 2 7 "GO:0008645;GO:0015749" "monosaccharide transmembrane transport" 1
0 0.0747482962956537 2 10 "GO:0009047" "dosage compensation by hyperactivation of X chromosome" 1
0 0.532028461486587 2 7 "GO:0009048" "dosage compensation by inactivation of X chromosome" 1
0 0.370933964387401 3 94 "GO:0009060;GO:0045333" "cellular respiration" 1
0 0.00393326334183757 4 44 "GO:0009062;GO:0072329" "monocarboxylic acid catabolic process" 0.325
0 0.0309672859306924 2 18 "GO:0009064" "glutamine family amino acid metabolic process" 0.959638554216868
0 0.156394282328609 4 7 "GO:0009065" "glutamine family amino acid catabolic process" 1
0 0.0796580113552327 3 23 "GO:0009066" "aspartate family amino acid metabolic process" 1
0 0.728158492361812 2 12 "GO:0009067" "aspartate family amino acid biosynthetic process" 1
0 0.00549176940800114 4 8 "GO:0009068" "aspartate family amino acid catabolic process" 0.388235294117647
0 0.3386323336463 2 20 "GO:0009069" "serine family amino acid metabolic process" 1
0 1 4 8 "GO:0009070" "serine family amino acid biosynthetic process" 1
0 0.314290029234999 2 11 "GO:0009072" "aromatic amino acid metabolic process" 1
0 0.0747482962956537 2 10 "GO:0009084" "glutamine family amino acid biosynthetic process" 1
0 0.525716100736314 2 125 "GO:0009100" "glycoprotein metabolic process" 1
0 0.489717766745238 3 93 "GO:0009101;GO:0006486;GO:0043413;GO:0070085" "glycoprotein biosynthetic process" 1
0 0.000202793646275686 -1 65 "GO:0009108" "obsolete coenzyme biosynthetic process" 0.075
0 0.0952195735499443 2 11 "GO:0009110" "vitamin biosynthetic process" 1
0 0.624224434819598 3 20 "GO:0009112" "nucleobase metabolic process" 1
0 1 5 6 "GO:0009113" "purine nucleobase biosynthetic process" 1
0 0.970871630361821 2 50 "GO:0009116;GO:0009119" "nucleoside metabolic process" 1
0 1 2 5 "GO:0009130;GO:0009129" "pyrimidine nucleoside monophosphate biosynthetic process" 1
0 0.0614016853015783 2 35 "GO:0009132" "nucleoside diphosphate metabolic process" 1
0 1 5 5 "GO:0009138" "pyrimidine nucleoside diphosphate metabolic process" 1
0 0.14630801014841 2 59 "GO:0009142;GO:0009124;GO:0009127;GO:0009156;GO:0009168" "nucleoside monophosphate biosynthetic process" 1
0 0.47836643589259 3 6 "GO:0009148;GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 1
0 0.361541407088852 3 196 "GO:0009150;GO:0009259;GO:0019693" "ribose phosphate metabolic process" 1
0 0.0606821402890917 3 28 "GO:0009154;GO:0006195;GO:0009261;GO:0072523" "purine-containing compound catabolic process" 1
0 0.756162582707834 4 13 "GO:0009163;GO:0042455" "ribonucleoside biosynthetic process" 1
0 1 3 8 "GO:0009164;GO:0042454" "nucleoside catabolic process" 1
0 0.113633132364957 6 113 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 1
0 0.246944503811292 2 33 "GO:0009166;GO:1901292" "nucleoside phosphate catabolic process" 1
0 0.136998402965711 3 27 "GO:0009179;GO:0009135;GO:0009185" "ribonucleoside diphosphate metabolic process" 1
0 1 2 18 "GO:0009187;GO:0052652" "cyclic nucleotide metabolic process" 1
0 1 2 8 "GO:0009190;GO:0006182" "cyclic nucleotide biosynthetic process" 1
0 1 3 8 "GO:0009200" "deoxyribonucleoside triphosphate metabolic process" 1
0 1 7 5 "GO:0009214" "cyclic nucleotide catabolic process" 1
0 0.662159347127664 3 10 "GO:0009218;GO:0046131" "pyrimidine ribonucleoside metabolic process" 1
0 1 2 8 "GO:0009219" "pyrimidine deoxyribonucleotide metabolic process" 1
0 0.47836643589259 3 6 "GO:0009220;GO:0046132;GO:0046134" "pyrimidine nucleoside biosynthetic process" 1
0 1 3 6 "GO:0009221;GO:0009265;GO:0046385" "2'-deoxyribonucleotide biosynthetic process" 1
0 0.309207692919354 2 19 "GO:0009225" "nucleotide-sugar metabolic process" 1
0 0.117680520293807 3 12 "GO:0009226" "nucleotide-sugar biosynthetic process" 1
0 0.842194237771788 2 17 "GO:0009235" "cobalamin metabolic process" 1
0 0.0853753262257769 3 5 "GO:0009249" "protein lipoylation" 1
0 1 2 10 "GO:0009263" "deoxyribonucleotide biosynthetic process" 1
0 0.703683477413233 3 141 "GO:0009266" "response to temperature stimulus" 1
0 0.16788260748465 2 86 "GO:0009267" "cellular response to starvation" 1
0 0.897915502610665 3 21 "GO:0009268" "response to pH" 1
0 1 6 14 "GO:0009299" "mRNA transcription" 1
0 0.808881434382604 3 53 "GO:0009301;GO:0016073;GO:0042795;GO:0098781" "obsolete ncRNA transcription" 1
0 1 6 11 "GO:0009303" "rRNA transcription" 1
0 0.565511800304067 4 18 "GO:0009311" "oligosaccharide metabolic process" 1
0 1 2 5 "GO:0009312" "oligosaccharide biosynthetic process" 1
0 1 2 16 "GO:0009394;GO:0009262;GO:0019692" "deoxyribonucleotide metabolic process" 1
0 0.0952195735499443 4 11 "GO:0009395" "phospholipid catabolic process" 1
0 0.353611931023238 2 12 "GO:0009404" "toxin metabolic process" 1
0 0.47836643589259 2 6 "GO:0009405;GO:0071852;GO:0071966" "fungal-type cell wall organization or biogenesis" 1
0 0.418566461076249 2 5 "GO:0009407" "toxin catabolic process" 1
0 0.380201891120233 2 104 "GO:0009408" "response to heat" 1
0 0.90845386969759 3 22 "GO:0009409" "response to cold" 1
0 0.150101337423476 3 101 "GO:0009410" "response to xenobiotic stimulus" 1
0 0.128573872497984 2 90 "GO:0009411" "response to UV" 1
0 0.314290029234999 2 11 "GO:0009415" "response to water" 1
0 0.173064849188589 4 245 "GO:0009416;GO:0009314" "response to radiation" 1
0 0.803829013095853 2 15 "GO:0009435" "NAD biosynthetic process" 1
0 0.418566461076249 2 5 "GO:0009438" "methylglyoxal metabolic process" 1
0 0.934730807028813 2 69 "GO:0009451" "RNA modification" 1
0 0.156394282328609 3 7 "GO:0009453;GO:0042331" "energy taxis" 1
0 0.699516823227924 2 67 "GO:0009581;GO:0009582" "detection of abiotic stimulus" 1
0 0.329732231970797 2 37 "GO:0009583" "detection of light stimulus" 1
0 0.481702555214757 2 25 "GO:0009584" "detection of visible light" 1
0 0.803829013095853 3 15 "GO:0009593" "detection of chemical stimulus" 1
0 0.532028461486587 3 7 "GO:0009595" "detection of biotic stimulus" 1
0 0.921776164738641 2 231 "GO:0009611;GO:0042060" "response to wounding" 1
0 0.533935251983779 2 106 "GO:0009612" "response to mechanical stimulus" 1
0 0.950711703277632 2 59 "GO:0009615" "response to virus" 1
0 0.449673491439428 2 186 "GO:0009617" "response to bacterium" 1
0 0.821210329161805 2 42 "GO:0009620;GO:0050832" "response to fungus" 1
0 0.728158492361812 3 12 "GO:0009629" "response to gravity" 1
0 1 3 7 "GO:0009635" "response to herbicide" 1
0 0.505549338184779 2 250 "GO:0009636" "response to toxic substance" 1
0 0.623389316144124 2 9 "GO:0009642" "response to light intensity" 1
0 0.418566461076249 3 5 "GO:0009648;GO:0043153" "entrainment of circadian clock by photoperiod" 1
0 0.532028461486587 2 7 "GO:0009649" "entrainment of circadian clock" 1
0 0.728158492361812 2 12 "GO:0009650" "UV protection" 1
0 0.676609793785239 2 22 "GO:0009651" "response to salt stress" 1
0 0.108871327758329 2 375 "GO:0009725" "response to hormone" 1
0 0.085235661927975 4 84 "GO:0009743" "response to carbohydrate" 1
0 0.234516889092941 6 9 "GO:0009744;GO:0034285" "response to sucrose" 1
0 0.260361786056937 2 68 "GO:0009746;GO:0034284;GO:0009749" "response to monosaccharide" 1
0 0.418566461076249 3 5 "GO:0009750" "response to fructose" 1
0 0.421369629748199 2 60 "GO:0009755" "hormone-mediated signaling pathway" 1
0 1 5 6 "GO:0009786" "regulation of asymmetric cell division" 1
0 0.623389316144124 3 9 "GO:0009794" "regulation of mitotic cell cycle, embryonic" 1
0 0.971448935835506 2 146 "GO:0009798" "axis specification" 1
0 0.0565055378310707 2 9 "GO:0009812" "flavonoid metabolic process" 1
0 0.651198070350904 3 21 "GO:0009826" "unidimensional cell growth" 1
0 1 2 6 "GO:0009838" "abscission" 1
0 0.944149379705274 3 170 "GO:0009880;GO:0035282" "segmentation" 1
0 0.921639047150938 5 128 "GO:0009895;GO:0031330" "negative regulation of catabolic process" 1
0 0.258431077151446 5 258 "GO:0009896" "positive regulation of catabolic process" 1
0 0.794175708075503 4 97 "GO:0009913" "epidermal cell differentiation" 1
0 0.781759495374972 4 27 "GO:0009914" "hormone transport" 1
0 0.47836643589259 4 6 "GO:0009949" "polarity specification of anterior/posterior axis" 1
0 0.994045417763749 3 47 "GO:0009950" "dorsal/ventral axis specification" 1
0 0.891736324461191 4 156 "GO:0009952" "anterior/posterior pattern specification" 1
0 0.956883490517297 2 114 "GO:0009953" "dorsal/ventral pattern formation" 1
0 0.565511800304067 2 18 "GO:0009954" "proximal/distal pattern formation" 1
0 0.0853753262257769 2 5 "GO:0009957" "epidermal cell fate specification" 1
0 1 2 13 "GO:0009988" "cell-cell recognition" 1
0 0.775601403551848 3 106 "GO:0009994;GO:0048599" "oocyte differentiation" 1
0 0.649178769284183 2 74 "GO:0010001" "glial cell differentiation" 1
0 0.842194237771788 2 17 "GO:0010002" "cardioblast differentiation" 1
0 1 2 9 "GO:0010032" "meiotic chromosome condensation" 1
0 0.642338678004261 -1 216 "GO:0010035" "obsolete response to inorganic substance" 1
0 1 4 5 "GO:0010037" "response to carbon dioxide" 1
0 0.563804605725021 3 148 "GO:0010038" "response to metal ion" 1
0 1 2 17 "GO:0010039" "response to iron ion" 1
0 1 5 5 "GO:0010040" "response to iron(II) ion" 1
0 0.22226437658964 2 16 "GO:0010042" "response to manganese ion" 1
0 0.22226437658964 2 16 "GO:0010043" "response to zinc ion" 1
0 1 2 23 "GO:0010092" "specification of animal organ identity" 1
0 0.700495125326907 5 23 "GO:0010165" "response to X-ray" 1
0 0.988608381078839 2 60 "GO:0010171" "body morphogenesis" 1
0 0.946927877284368 4 27 "GO:0010172" "embryonic body morphogenesis" 1
0 0.499998291823129 2 84 "GO:0010212" "response to ionizing radiation" 1
0 0.119566586994542 2 6 "GO:0010224" "response to UV-B" 1
0 0.623389316144124 2 9 "GO:0010225" "response to UV-C" 1
0 1 4 10 "GO:0010226" "response to lithium ion" 1
0 0.861389064012452 2 407 "GO:0010243" "response to organonitrogen compound" 1
0 1 3 5 "GO:0010248" "establishment or maintenance of transmembrane electrochemical gradient" 1
0 0.865868254010878 2 217 "GO:0010256" "endomembrane system organization" 1
0 0.957334631769542 2 29 "GO:0010257;GO:0032981" "NADH dehydrogenase complex assembly" 1
0 1 4 5 "GO:0010265" "SCF complex assembly" 1
0 1 4 7 "GO:0010286" "heat acclimation" 1
0 0.465708212686531 2 15 "GO:0010288" "response to lead ion" 1
0 1 2 6 "GO:0010310" "regulation of hydrogen peroxide metabolic process" 1
0 0.833441450189573 2 43 "GO:0010324;GO:0099024" "membrane invagination" 1
0 0.560291576535342 5 28 "GO:0010332" "response to gamma radiation" 1
0 0.234516889092941 3 9 "GO:0010383;GO:0044036;GO:0071554" "cell wall polysaccharide metabolic process" 1
0 0.930100507559411 2 81 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 1
0 1 -1 13 "GO:0010390" "obsolete histone monoubiquitination" 1
0 1 -1 6 "GO:0010452" "obsolete histone H3-K36 methylation" 1
0 0.861094865428916 4 58 "GO:0010453;GO:0042659" "regulation of cell fate commitment" 1
0 0.843031870037312 2 31 "GO:0010454;GO:0009996" "negative regulation of cell fate commitment" 1
0 0.418566461076249 2 5 "GO:0010457" "centriole-centriole cohesion" 1
0 0.728158492361812 5 12 "GO:0010458" "exit from mitosis" 1
0 1 4 41 "GO:0010466;GO:0010951" "negative regulation of peptidase activity" 1
0 0.765896512002423 2 61 "GO:0010469" "regulation of signaling receptor activity" 1
0 0.764440012740374 2 38 "GO:0010470" "regulation of gastrulation" 1
0 0.690538214785734 2 150 "GO:0010498;GO:0043161" "proteasomal protein catabolic process" 1
0 1 2 34 "GO:0010501" "RNA secondary structure unwinding" 1
0 0.521208031215251 2 154 "GO:0010506" "regulation of autophagy" 1
0 0.987179947424858 3 40 "GO:0010507" "negative regulation of autophagy" 1
0 0.557046326458806 3 58 "GO:0010508" "positive regulation of autophagy" 1
0 1 4 8 "GO:0010511" "regulation of phosphatidylinositol biosynthetic process" 1
0 1 2 6 "GO:0010512;GO:0071072;GO:1902646;GO:1902647" "negative regulation of phospholipid biosynthetic process" 1
0 1 5 21 "GO:0010517;GO:1900274" "regulation of phospholipase activity" 1
0 1 4 17 "GO:0010518;GO:0010863" "positive regulation of phospholipase activity" 1
0 0.631247187788749 3 31 "GO:0010522;GO:0051279" "regulation of calcium ion transport into cytosol" 1
0 0.47836643589259 2 6 "GO:0010523;GO:0051280;GO:0051284" "negative regulation of calcium ion transport into cytosol" 1
0 0.500485903557515 5 16 "GO:0010524" "positive regulation of calcium ion transport into cytosol" 1
0 0.662159347127664 -1 10 "GO:0010528;GO:0010529" "obsolete regulation of transposition" 1
0 0.194958811034747 5 8 "GO:0010543;GO:0090330" "regulation of platelet activation" 1
0 0.0853753262257769 5 5 "GO:0010544;GO:0090331" "negative regulation of platelet activation" 1
0 0.662159347127664 3 10 "GO:0010559;GO:1903018" "regulation of glycoprotein metabolic process" 1
0 0.47836643589259 2 6 "GO:0010560;GO:1903020;GO:0060050" "positive regulation of glycoprotein metabolic process" 1
0 0.912517177869992 2 391 "GO:0010564" "regulation of cell cycle process" 1
0 0.920892898566702 2 53 "GO:0010565" "regulation of cellular ketone metabolic process" 1
0 1 2 6 "GO:0010566" "regulation of ketone biosynthetic process" 1
0 1 4 10 "GO:0010569" "regulation of double-strand break repair via homologous recombination" 1
0 0.662159347127664 2 10 "GO:0010574;GO:0010575" "regulation of vascular endothelial growth factor production" 1
0 0.824051887065075 2 16 "GO:0010586" "miRNA metabolic process" 1
0 1 4 5 "GO:0010587" "miRNA catabolic process" 1
0 1 2 25 "GO:0010591;GO:1902743" "regulation of lamellipodium organization" 1
0 1 3 18 "GO:0010592;GO:1902745" "positive regulation of lamellipodium organization" 1
0 0.393828793309668 5 77 "GO:0010594;GO:0010595;GO:0010634" "regulation of endothelial cell migration" 1
0 1 3 14 "GO:0010596" "negative regulation of endothelial cell migration" 1
0 0.47836643589259 6 6 "GO:0010603;GO:0010606" "regulation of cytoplasmic mRNA processing body assembly" 1
0 0.897415425779176 2 257 "GO:0010608" "post-transcriptional regulation of gene expression" 1
0 0.975288800419145 2 34 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle adaptation" 1
0 1 2 6 "GO:0010612;GO:0010616;GO:0014745;GO:1903242" "regulation of cardiac muscle adaptation" 1
0 1 4 14 "GO:0010613;GO:0014742" "positive regulation of cardiac muscle hypertrophy" 1
0 1 3 13 "GO:0010614;GO:0014741" "negative regulation of cardiac muscle hypertrophy" 1
0 0.710313294793652 3 46 "GO:0010623" "programmed cell death involved in cell development" 1
0 0.925674164513887 2 129 "GO:0010631;GO:0090130;GO:0090132" "tissue migration" 1
0 0.545574178805499 3 97 "GO:0010632" "regulation of epithelial cell migration" 1
0 1 2 22 "GO:0010633" "negative regulation of epithelial cell migration" 1
0 1 5 8 "GO:0010635" "regulation of mitochondrial fusion" 1
0 0.647776874208879 2 287 "GO:0010638" "positive regulation of organelle organization" 1
0 0.7902840965834 6 204 "GO:0010639" "negative regulation of organelle organization" 1
0 0.662159347127664 2 10 "GO:0010640" "regulation of platelet-derived growth factor receptor signaling pathway" 1
0 0.532028461486587 3 7 "GO:0010642" "negative regulation of platelet-derived growth factor receptor signaling pathway" 1
0 0.952414262030757 7 28 "GO:0010656;GO:0010660" "regulation of muscle cell apoptotic process" 1
0 0.696946278916931 2 11 "GO:0010661" "positive regulation of muscle cell apoptotic process" 1
0 0.842194237771788 2 17 "GO:0010662;GO:0010665" "regulation of striated muscle cell apoptotic process" 1
0 0.418566461076249 3 5 "GO:0010663;GO:0010666" "positive regulation of striated muscle cell apoptotic process" 1
0 1 2 13 "GO:0010664;GO:0010667" "negative regulation of striated muscle cell apoptotic process" 1
0 0.824051887065075 2 16 "GO:0010669" "epithelial structure maintenance" 1
0 0.367974897272194 -1 21 "GO:0010676;GO:0010907" "obsolete positive regulation of cellular carbohydrate metabolic process" 1
0 0.454055064104193 -1 24 "GO:0010677;GO:0045912" "negative regulation of carbohydrate metabolic process" 1
0 0.700495125326907 4 23 "GO:0010712" "regulation of collagen metabolic process" 1
0 0.623389316144124 5 9 "GO:0010714;GO:0032965;GO:0032967" "regulation of collagen biosynthetic process" 1
0 0.886167053455438 2 20 "GO:0010715" "regulation of extracellular matrix disassembly" 1
0 0.481702555214757 2 25 "GO:0010717" "regulation of epithelial to mesenchymal transition" 1
0 1 2 13 "GO:0010718" "positive regulation of epithelial to mesenchymal transition" 1
0 0.623389316144124 3 9 "GO:0010719" "negative regulation of epithelial to mesenchymal transition" 1
0 0.981970164889798 3 379 "GO:0010720;GO:0045597" "positive regulation of cell differentiation" 1
0 0.353611931023238 2 12 "GO:0010743" "regulation of macrophage derived foam cell differentiation" 1
0 0.418566461076249 2 5 "GO:0010744" "positive regulation of macrophage derived foam cell differentiation" 1
0 0.532028461486587 3 7 "GO:0010745" "negative regulation of macrophage derived foam cell differentiation" 1
0 1 2 5 "GO:0010749" "regulation of nitric oxide mediated signal transduction" 1
0 1 2 5 "GO:0010752" "regulation of cGMP-mediated signaling" 1
0 1 3 9 "GO:0010755" "regulation of plasminogen activation" 1
0 1 3 5 "GO:0010756" "positive regulation of plasminogen activation" 1
0 1 6 5 "GO:0010758;GO:1905521" "regulation of macrophage chemotaxis" 1
0 0.90845386969759 3 22 "GO:0010762;GO:0010763" "regulation of fibroblast migration" 1
0 0.756162582707834 3 13 "GO:0010765" "positive regulation of sodium ion transport" 1
0 0.580181268693993 4 8 "GO:0010766;GO:1902306;GO:2000650" "negative regulation of sodium ion transmembrane transport" 1
0 0.970208134922958 -1 170 "GO:0010769" "obsolete regulation of cell morphogenesis involved in differentiation" 1
0 0.973405554949432 2 95 "GO:0010770" "positive regulation of cell morphogenesis" 1
0 0.988509256939889 2 41 "GO:0010771" "negative regulation of cell morphogenesis" 1
0 1 3 8 "GO:0010793;GO:2000197" "regulation of ribonucleoprotein complex localization" 1
0 1 3 15 "GO:0010799" "regulation of peptidyl-threonine phosphorylation" 1
0 1 4 11 "GO:0010800" "positive regulation of peptidyl-threonine phosphorylation" 1
0 1 2 15 "GO:0010803" "regulation of tumor necrosis factor-mediated signaling pathway" 1
0 0.726608579505932 5 69 "GO:0010810" "regulation of cell-substrate adhesion" 1
0 0.888292469058935 2 35 "GO:0010811" "positive regulation of cell-substrate adhesion" 1
0 0.481702555214757 6 25 "GO:0010812" "negative regulation of cell-substrate adhesion" 1
0 1 2 5 "GO:0010815" "bradykinin catabolic process" 1
0 0.893006625796121 3 201 "GO:0010817" "regulation of hormone levels" 1
0 0.447225996061388 2 52 "GO:0010821" "regulation of mitochondrion organization" 1
0 0.491141606585826 -1 35 "GO:0010822" "obsolete positive regulation of mitochondrion organization" 1
0 0.533774275757666 -1 17 "GO:0010823" "obsolete negative regulation of mitochondrion organization" 1
0 0.0925406921761649 2 24 "GO:0010824" "regulation of centrosome duplication" 1
0 0.0274973486593732 4 7 "GO:0010826;GO:0046606" "negative regulation of centrosome duplication" 0.955479452054795
0 0.764440012740374 4 38 "GO:0010827;GO:0046324" "regulation of glucose transmembrane transport" 1
0 0.700495125326907 3 23 "GO:0010828;GO:0046326" "positive regulation of glucose transmembrane transport" 1
0 0.756162582707834 7 13 "GO:0010829;GO:0046325" "negative regulation of glucose import" 1
0 1 4 17 "GO:0010830" "regulation of myotube differentiation" 1
0 1 3 7 "GO:0010831" "positive regulation of myotube differentiation" 1
0 1 6 9 "GO:0010837" "regulation of keratinocyte proliferation" 1
0 1 3 5 "GO:0010839" "negative regulation of keratinocyte proliferation" 1
0 0.392109408209546 3 13 "GO:0010842" "retina layer formation" 1
0 0.696946278916931 -1 11 "GO:0010847" "obsolete regulation of chromatin assembly" 1
0 0.662159347127664 -1 10 "GO:0010862" "obsolete positive regulation of pathway-restricted SMAD protein phosphorylation" 1
0 0.47836643589259 3 6 "GO:0010866" "regulation of triglyceride biosynthetic process" 1
0 0.623389316144124 -1 9 "GO:0010869" "obsolete regulation of receptor biosynthetic process" 1
0 0.532028461486587 3 7 "GO:0010874" "regulation of cholesterol efflux" 1
0 0.11294471305052 3 88 "GO:0010876;GO:0006869" "lipid localization" 1
0 0.662159347127664 2 10 "GO:0010880;GO:0010881" "regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum" 1
0 0.756162582707834 3 13 "GO:0010882" "regulation of cardiac muscle contraction by calcium ion signaling" 1
0 0.372216946986295 2 39 "GO:0010883" "regulation of lipid storage" 1
0 0.728158492361812 2 12 "GO:0010884" "positive regulation of lipid storage" 1
0 1 5 7 "GO:0010885" "regulation of cholesterol storage" 1
0 1 6 5 "GO:0010886" "positive regulation of cholesterol storage" 1
0 0.465708212686531 2 15 "GO:0010888" "negative regulation of lipid storage" 1
0 0.0853753262257769 3 5 "GO:0010889" "regulation of sequestering of triglyceride" 1
0 1 6 11 "GO:0010893;GO:0045940;GO:1902932" "positive regulation of alcohol biosynthetic process" 1
0 1 4 11 "GO:0010894;GO:0032351;GO:0090030;GO:0032353" "negative regulation of steroid biosynthetic process" 1
0 0.623389316144124 2 9 "GO:0010896;GO:0010897;GO:0050995" "negative regulation of lipid catabolic process" 1
0 0.240729032195514 2 41 "GO:0010906;GO:0043255" "regulation of glucose metabolic process" 1
0 0.623389316144124 3 9 "GO:0010911;GO:0010912;GO:2000371;GO:2000373" "regulation of isomerase activity" 1
0 0.662159347127664 5 10 "GO:0010918" "positive regulation of mitochondrial membrane potential" 1
0 0.751947583265167 2 71 "GO:0010921;GO:0035303" "regulation of dephosphorylation" 1
0 1 3 6 "GO:0010922" "positive regulation of phosphatase activity" 1
0 0.913952807631305 5 38 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 1
0 0.907431451139186 2 89 "GO:0010927" "cellular component assembly involved in morphogenesis" 1
0 0.533774275757666 -1 17 "GO:0010939" "obsolete regulation of necrotic cell death" 1
0 0.314290029234999 -1 11 "GO:0010940" "obsolete positive regulation of necrotic cell death" 1
0 0.513988450165462 -1 329 "GO:0010942;GO:0043065;GO:0043068" "obsolete positive regulation of cell death" 1
0 0.933380803560742 2 178 "GO:0010948" "negative regulation of cell cycle process" 1
0 0.363380018509608 2 75 "GO:0010950;GO:0010952" "positive regulation of peptidase activity" 1
0 0.756162582707834 5 13 "GO:0010955;GO:1903318" "negative regulation of protein maturation" 1
0 0.62094678410716 2 123 "GO:0010959;GO:0034765;GO:1904062" "regulation of metal ion transport" 1
0 1 2 8 "GO:0010960" "magnesium ion homeostasis" 1
0 0.513952229759132 3 36 "GO:0010965;GO:1905818;GO:0030071;GO:1902099" "regulation of chromosome separation" 1
