"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","ParentTerm","Factor"
"241",326,"GO:0023052",5.26243963694361e-103,1,86,86,"signaling","BP",8.24763521574795e-102,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"242",327,"GO:0010604",9.38524594599425e-102,1,85,85,"positive regulation of macromolecule metabolic process","BP",1.46762570833333e-100,"positive regulation of biological process","Up"
"243",328,"GO:0023051",1.5475297466957e-100,1,84,84,"regulation of signaling","BP",2.41456092174173e-99,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"244",329,"GO:0010468",1.62864686196471e-100,1,84,84,"regulation of gene expression","BP",2.53546582742391e-99,"post-transcriptional regulation of gene expression","Up"
"245",330,"GO:0042221",1.73660248909435e-100,1,84,84,"response to chemical","BP",2.69752253305988e-99,"response to toxic substance","Up"
"246",331,"GO:0051173",1.50929513330559e-99,1,83,83,"positive regulation of nitrogen compound metabolic process","BP",2.33924012900356e-98,"positive regulation of biological process","Up"
"247",332,"GO:0009889",2.27623009579416e-99,1,83,83,"regulation of biosynthetic process","BP",3.52009919681442e-98,"post-transcriptional regulation of gene expression","Up"
"248",333,"GO:0010646",2.49167819578917e-99,1,83,83,"regulation of cell communication","BP",3.84477496436342e-98,"trans-synaptic signaling","Up"
"249",334,"GO:0000003",7.35487379069727e-99,1,83,83,"reproduction","BP",1.13239136116683e-97,"development of primary sexual characteristics","Up"
"250",335,"GO:0051239",5.74157403888169e-98,1,82,82,"regulation of multicellular organismal process","BP",8.80122862539101e-97,"negative regulation of neurogenesis","Up"
"251",336,"GO:0031326",5.86907137694903e-97,1,81,81,"regulation of cellular biosynthetic process","BP",8.97698225927215e-96,"post-transcriptional regulation of gene expression","Up"
"252",337,"GO:0019219",6.44121547991264e-97,1,81,81,"regulation of nucleobase-containing compound metabolic process","BP",9.83058869095837e-96,"post-transcriptional regulation of gene expression","Up"
"253",338,"GO:0022414",2.10368280330111e-96,1,81,81,"reproductive process","BP",3.20364766777228e-95,"development of primary sexual characteristics","Up"
"254",339,"GO:0051246",5.93574151187531e-96,1,80,80,"regulation of protein metabolic process","BP",9.0197463408714e-95,"post-transcriptional regulation of gene expression","Up"
"255",340,"GO:0051641",1.39508984031134e-95,1,80,80,"cellular localization","BP",2.115331449843e-94,"mitochondrial transport","Up"
"256",341,"GO:0090304",1.36833447718554e-94,1,79,79,"nucleic acid metabolic process","BP",2.0702722934041e-93,"nucleic acid phosphodiester bond hydrolysis","Up"
"257",342,"GO:0009653",1.86593802532192e-94,1,79,79,"anatomical structure morphogenesis","BP",2.79890703798288e-93,"post-embryonic animal organ morphogenesis","Up"
"258",343,"GO:0009966",2.90454549688102e-93,1,78,78,"regulation of signal transduction","BP",4.34748887006388e-92,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"259",344,"GO:0022607",4.47661760088472e-93,1,78,78,"cellular component assembly","BP",6.68623013465475e-92,"vesicle organization","Up"
"260",345,"GO:0007399",6.84642045011994e-93,1,78,78,"nervous system development","BP",1.02039400738461e-91,"vasculature development","Up"
"261",346,"GO:0009058",2.61201943473259e-92,1,77,77,"biosynthetic process","BP",3.88468422314485e-91,"biosynthetic process","Up"
"262",347,"GO:0043412",2.63701591657754e-91,1,76,76,"macromolecule modification","BP",3.90524179171123e-90,"protein autophosphorylation","Up"
"263",348,"GO:0065009",3.37689048173506e-91,1,76,76,"regulation of molecular function","BP",4.99037303749007e-90,"regulation of protein binding","Up"
"264",349,"GO:1901576",4.15280326877993e-91,1,76,76,"organic substance biosynthetic process","BP",6.12407064320079e-90,"biosynthetic process","Up"
"265",350,"GO:0007165",1.11963775293468e-89,1,75,75,"signal transduction","BP",1.64763534589757e-88,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"266",351,"GO:0044249",1.53059926442714e-88,1,74,74,"cellular biosynthetic process","BP",2.24766572654321e-87,"biosynthetic process","Up"
"267",352,"GO:0010556",2.46418688376861e-88,1,74,74,"regulation of macromolecule biosynthetic process","BP",3.61104115671753e-87,"post-transcriptional regulation of gene expression","Up"
"268",353,"GO:0051252",6.30923206347842e-86,1,72,72,"regulation of RNA metabolic process","BP",9.22626195056782e-85,"post-transcriptional regulation of gene expression","Up"
"269",354,"GO:2000112",9.873243489402e-85,1,71,71,"regulation of cellular macromolecule biosynthetic process","BP",1.44079273467474e-83,"regulation of DNA metabolic process","Up"
"270",355,"GO:0050793",1.16485282518223e-84,1,71,71,"regulation of developmental process","BP",1.69631692667162e-83,"positive regulation of neuron differentiation","Up"
"271",356,"GO:0009892",2.97606758117879e-82,1,69,69,"negative regulation of metabolic process","BP",4.31591543411613e-81,"negative regulation of biological process","Up"
"272",357,"GO:0036211",1.21875684641232e-81,1,68,68,"protein modification process","BP",1.76014676785581e-80,"protein autophosphorylation","Up"
"273",358,"GO:0032879",6.17401119496604e-81,1,68,68,"regulation of localization","BP",8.89821407274487e-80,"regulation of endocytosis","Up"
"274",359,"GO:0032504",1.32755791206254e-79,1,67,67,"multicellular organism reproduction","BP",1.90938884883069e-78,"development of primary sexual characteristics","Up"
"275",360,"GO:0048468",1.16203217077178e-78,1,66,66,"cell development","BP",1.66788601102562e-77,"cell fate commitment","Up"
"276",361,"GO:0048609",2.07497458454698e-78,1,66,66,"multicellular organismal reproductive process","BP",2.97214597253757e-77,"development of primary sexual characteristics","Up"
"277",362,"GO:1903506",1.92616334650385e-77,1,65,65,"regulation of nucleic acid-templated transcription","BP",2.742134784534e-76,"post-transcriptional regulation of gene expression","Up"
"278",363,"GO:2001141",1.92616334650385e-77,1,65,65,"regulation of RNA biosynthetic process","BP",2.742134784534e-76,"post-transcriptional regulation of gene expression","Up"
"279",364,"GO:0010467",2.39151587915376e-77,1,65,65,"gene expression","BP",3.39770243806601e-76,"protein maturation","Up"
"280",365,"GO:0010605",2.61586969333501e-77,1,65,65,"negative regulation of macromolecule metabolic process","BP",3.70891057939386e-76,"negative regulation of biological process","Up"
"281",366,"GO:0044703",8.27546049496508e-75,1,63,63,"multi-organism reproductive process","BP",1.1638927335977e-73,"development of primary sexual characteristics","Up"
"282",367,"GO:0022008",8.47357835794983e-75,1,63,63,"neurogenesis","BP",1.1893637092785e-73,"vasculature development","Up"
"283",368,"GO:0033036",6.75574567759223e-74,1,62,62,"macromolecule localization","BP",9.463459376026e-73,"mitochondrial transport","Up"
"284",369,"GO:0006355",7.3651101086254e-74,1,62,62,"regulation of DNA-templated transcription","BP",1.02964239318583e-72,"post-transcriptional regulation of gene expression","Up"
"285",370,"GO:0051649",1.03328728377795e-73,1,62,62,"establishment of localization in cell","BP",1.4387805007187e-72,"mitochondrial transport","Up"
"286",371,"GO:0019953",1.28459045286241e-73,1,62,62,"sexual reproduction","BP",1.78514657365969e-72,"development of primary sexual characteristics","Up"
"287",372,"GO:0031324",1.19214708059523e-72,1,61,61,"negative regulation of cellular metabolic process","BP",1.65339446296838e-71,"negative regulation of biological process","Up"
"288",373,"GO:2000026",1.40156008367587e-72,1,61,61,"regulation of multicellular organismal development","BP",1.9399811851276e-71,"negative regulation of neurogenesis","Up"
"289",374,"GO:0051172",1.84413058921482e-71,1,60,60,"negative regulation of nitrogen compound metabolic process","BP",2.54752427245288e-70,"negative regulation of biological process","Up"
"290",375,"GO:0050790",9.94347123537563e-71,1,59,59,"regulation of catalytic activity","BP",1.370904614108e-69,"regulation of protein binding","Up"
"291",376,"GO:0043933",2.61930753659628e-70,1,59,59,"protein-containing complex organization","BP",3.6041259214189e-69,"vesicle organization","Up"
"292",377,"GO:0008104",3.98028993678777e-69,1,58,58,"protein localization","BP",5.46605631790698e-68,"mitochondrial transport","Up"
"293",378,"GO:0048699",8.7618268386648e-69,1,58,58,"generation of neurons","BP",1.19853560865493e-67,"vasculature development","Up"
"294",379,"GO:0006793",2.48748088563318e-68,1,57,57,"phosphorus metabolic process","BP",3.39599441222186e-67,"purine ribonucleotide metabolic process","Up"
"295",380,"GO:0006796",3.8191542598564e-67,1,56,56,"phosphate-containing compound metabolic process","BP",5.20387685699732e-66,"purine ribonucleotide metabolic process","Up"
"296",381,"GO:0010033",1.40583069201263e-66,1,56,56,"response to organic substance","BP",1.90810806546957e-65,"response to toxic substance","Up"
"297",382,"GO:0007276",1.79289919250056e-66,1,56,56,"gamete generation","BP",2.42875297588739e-65,"development of primary sexual characteristics","Up"
"298",383,"GO:0009605",2.29499849242613e-66,1,56,56,"response to external stimulus","BP",3.10290898685855e-65,"response to nutrient","Up"
"299",384,"GO:0009888",1.18568071458029e-65,1,55,55,"tissue development","BP",1.59998227701085e-64,"epithelial cell development","Up"
"300",385,"GO:0031399",3.86321074337815e-63,1,53,53,"regulation of protein modification process","BP",5.19304674927179e-62,"post-transcriptional regulation of gene expression","Up"
"301",386,"GO:0045595",4.0708654145025e-63,1,53,53,"regulation of cell differentiation","BP",5.46167931811371e-62,"positive regulation of neuron differentiation","Up"
"302",387,"GO:0046907",5.29137789524762e-63,1,53,53,"intracellular transport","BP",7.08558074478561e-62,"mitochondrial transport","Up"
"303",388,"GO:0009056",2.44883329963939e-62,1,52,52,"catabolic process","BP",3.2729148689253e-61,"positive regulation of catabolic process","Up"
"304",389,"GO:0070887",5.96605565627066e-62,1,52,52,"cellular response to chemical stimulus","BP",7.95853607582671e-61,"response to toxic substance","Up"
"305",390,"GO:0051130",8.03259451751318e-62,1,52,52,"positive regulation of cellular component organization","BP",1.06542382689596e-60,"positive regulation of chromosome organization","Up"
"306",391,"GO:0033043",1.13735986411626e-61,1,52,52,"regulation of organelle organization","BP",1.505709365563e-60,"positive regulation of chromosome organization","Up"
"307",392,"GO:0044281",2.9711159323005e-61,1,51,51,"small molecule metabolic process","BP",3.92591689353129e-60,"regulation of small molecule metabolic process","Up"
"308",393,"GO:0044248",3.72800685278539e-61,1,51,51,"cellular catabolic process","BP",4.91674866056036e-60,"positive regulation of catabolic process","Up"
"309",394,"GO:1902531",7.42554299542502e-61,1,51,51,"regulation of intracellular signal transduction","BP",9.77486733296061e-60,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"310",395,"GO:0040011",9.737046085222e-61,1,51,51,"locomotion","BP",1.27936000255078e-59,"positive regulation of locomotion","Up"
"311",396,"GO:0009891",1.08128116873411e-60,1,51,51,"positive regulation of biosynthetic process","BP",1.41538490064633e-59,"positive regulation of biological process","Up"
"312",397,"GO:0031328",1.08128116873411e-60,1,51,51,"positive regulation of cellular biosynthetic process","BP",1.41538490064633e-59,"positive regulation of biological process","Up"
"313",398,"GO:0048584",1.17977231861726e-60,1,51,51,"positive regulation of response to stimulus","BP",1.54142215086629e-59,"regulation of response to external stimulus","Up"
"314",399,"GO:0009059",9.08198877095886e-60,1,50,50,"macromolecule biosynthetic process","BP",1.18218066124772e-58,"biosynthetic process","Up"
"315",400,"GO:0051247",1.11157234216685e-59,1,50,50,"positive regulation of protein metabolic process","BP",1.44421759697886e-58,"post-transcriptional regulation of gene expression","Up"
"316",401,"GO:0016070",1.5986596588698e-59,1,50,50,"RNA metabolic process","BP",2.0732154017625e-58,"nucleic acid phosphodiester bond hydrolysis","Up"
"317",402,"GO:0006357",2.04363924749047e-59,1,50,50,"regulation of transcription by RNA polymerase II","BP",2.64537747036266e-58,"biosynthetic process","Up"
"318",403,"GO:0010628",2.22818980610015e-59,1,50,50,"positive regulation of gene expression","BP",2.87893655168947e-58,"positive regulation of biological process","Up"
"319",404,"GO:0034645",1.37840359630079e-58,1,49,49,"cellular macromolecule biosynthetic process","BP",1.77114726804091e-57,"regulation of DNA metabolic process","Up"
"320",405,"GO:0009790",1.67039074231733e-58,1,49,49,"embryo development","BP",2.14239106216479e-57,"nematode larval development","Up"
"321",406,"GO:0007049",1.72936069352511e-58,1,49,49,"cell cycle","BP",2.21396176698544e-57,"positive regulation of cell cycle","Up"
"322",407,"GO:0060429",1.86882447645862e-58,1,49,49,"epithelium development","BP",2.38813219203761e-57,"epithelial cell development","Up"
"323",408,"GO:0002376",3.3454992058515e-58,1,49,49,"immune system process","BP",4.2595700271224e-57,"regulation of immune response","Up"
"324",409,"GO:0045935",3.45448596952059e-58,1,49,49,"positive regulation of nucleobase-containing compound metabolic process","BP",4.39033762308162e-57,"positive regulation of biological process","Up"
"325",410,"GO:0010941",2.25659861370559e-57,1,48,48,"regulation of cell death","BP",2.8627267349913e-56,"apoptotic signaling pathway","Up"
"326",411,"GO:0048585",3.15772893013518e-57,1,48,48,"negative regulation of response to stimulus","BP",3.9986458734864e-56,"regulation of response to external stimulus","Up"
"327",412,"GO:0033554",3.79789909679069e-57,1,48,48,"cellular response to stress","BP",4.80059940082584e-56,"double-strand break repair","Up"
"328",413,"GO:0044271",5.161604541958e-57,1,48,48,"cellular nitrogen compound biosynthetic process","BP",6.51256601954629e-56,"biosynthetic process","Up"
"329",414,"GO:0065003",5.72817399555779e-56,1,47,47,"protein-containing complex assembly","BP",7.20142737930736e-55,"vesicle organization","Up"
"330",415,"GO:0022412",7.93165869224563e-56,1,47,47,"cellular process involved in reproduction in multicellular organism","BP",9.95373326010717e-55,"development of primary sexual characteristics","Up"
"331",416,"GO:0003006",8.59621356274821e-56,1,47,47,"developmental process involved in reproduction","BP",1.07683750544104e-54,"development of primary sexual characteristics","Up"
"332",417,"GO:0010557",9.19468598018111e-56,1,47,47,"positive regulation of macromolecule biosynthetic process","BP",1.14974695888132e-54,"positive regulation of biological process","Up"
"333",418,"GO:0009628",1.13004319198519e-55,1,47,47,"response to abiotic stimulus","BP",1.41053605571008e-54,"response to temperature stimulus","Up"
"334",419,"GO:1901575",4.33384694074144e-55,1,46,46,"organic substance catabolic process","BP",5.39031852593998e-54,"positive regulation of catabolic process","Up"
"335",420,"GO:0070727",8.9064786566528e-55,1,46,46,"cellular macromolecule localization","BP",1.10383485478729e-53,"mitochondrial transport","Up"
"336",421,"GO:0051049",1.54361269537806e-53,1,45,45,"regulation of transport","BP",1.89962196138955e-52,"regulation of endocytosis","Up"
"337",422,"GO:0010647",1.68217693118416e-53,1,45,45,"positive regulation of cell communication","BP",2.06288013139952e-52,"trans-synaptic signaling","Up"
"338",423,"GO:0023056",1.68217693118416e-53,1,45,45,"positive regulation of signaling","BP",2.06288013139952e-52,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"339",424,"GO:0051254",2.53562393295415e-53,1,45,45,"positive regulation of RNA metabolic process","BP",3.10402999848503e-52,"positive regulation of biological process","Up"
"340",425,"GO:0022402",1.92406828918733e-52,1,44,44,"cell cycle process","BP",2.35126526947892e-51,"positive regulation of cell cycle","Up"
"341",426,"GO:0044093",1.67191474765798e-51,1,43,43,"positive regulation of molecular function","BP",2.03956092253566e-50,"regulation of protein binding","Up"
"342",427,"GO:0016192",4.01207572116378e-51,1,43,43,"vesicle-mediated transport","BP",4.88578559075519e-50,"vesicle-mediated transport in synapse","Up"
"343",428,"GO:0010629",5.18722852622527e-51,1,43,43,"negative regulation of gene expression","BP",6.3058656344895e-50,"negative regulation of biological process","Up"
"344",429,"GO:0051726",3.81829646211724e-50,1,42,42,"regulation of cell cycle","BP",4.62563124266889e-49,"positive regulation of cell cycle","Up"
"345",430,"GO:1902680",1.09941113666263e-49,1,42,42,"positive regulation of RNA biosynthetic process","BP",1.32269945701752e-48,"positive regulation of biological process","Up"
"346",431,"GO:1903508",1.09941113666263e-49,1,42,42,"positive regulation of nucleic acid-templated transcription","BP",1.32269945701752e-48,"positive regulation of biological process","Up"
"347",432,"GO:0035295",6.78332691129508e-49,1,41,41,"tube development","BP",8.09137459214208e-48,"nematode larval development","Up"
"348",433,"GO:0051241",8.86698693268525e-49,1,41,41,"negative regulation of multicellular organismal process","BP",1.05588140816814e-47,"negative regulation of neurogenesis","Up"
"349",434,"GO:0009890",9.13763162750001e-49,1,41,41,"negative regulation of biosynthetic process","BP",1.08625927000383e-47,"negative regulation of biological process","Up"
"350",435,"GO:0009967",9.77788327604355e-49,1,41,41,"positive regulation of signal transduction","BP",1.16039735313318e-47,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"351",436,"GO:0042592",8.18654753070069e-48,1,40,40,"homeostatic process","BP",9.69897749823692e-47,"calcium ion homeostasis","Up"
"352",437,"GO:0042981",8.85503304626585e-48,1,40,40,"regulation of apoptotic process","BP",1.0455520438074e-46,"apoptotic signaling pathway","Up"
"353",438,"GO:0043067",8.85503304626585e-48,1,40,40,"regulation of programmed cell death","BP",1.0455520438074e-46,"apoptotic signaling pathway","Up"
"354",439,"GO:0042127",8.92973165118946e-48,1,40,40,"regulation of cell population proliferation","BP",1.05259400070513e-46,"negative regulation of cell population proliferation","Up"
"355",440,"GO:0051240",9.85316431990009e-48,1,40,40,"positive regulation of multicellular organismal process","BP",1.1594885285539e-46,"negative regulation of neurogenesis","Up"
"356",441,"GO:0030030",1.67304244612962e-47,1,40,40,"cell projection organization","BP",1.96217562054463e-46,"regulation of dendrite development","Up"
"357",442,"GO:0120036",1.67304244612962e-47,1,40,40,"plasma membrane bounded cell projection organization","BP",1.96217562054463e-46,"regulation of dendrite development","Up"
"358",443,"GO:0051276",1.95819750843485e-47,1,40,40,"chromosome organization","BP",2.29276391691115e-46,"positive regulation of chromosome organization","Up"
"359",444,"GO:0031327",1.97910520787088e-47,1,40,40,"negative regulation of cellular biosynthetic process","BP",2.31336879649122e-46,"negative regulation of biological process","Up"
"360",445,"GO:0009968",1.42049153166179e-46,1,39,39,"negative regulation of signal transduction","BP",1.6521191025484e-45,"trans-synaptic signaling","Up"
"361",446,"GO:0010648",1.42049153166179e-46,1,39,39,"negative regulation of cell communication","BP",1.6521191025484e-45,"trans-synaptic signaling","Up"
"362",447,"GO:0023057",1.42049153166179e-46,1,39,39,"negative regulation of signaling","BP",1.6521191025484e-45,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"363",448,"GO:1901362",1.8384090568996e-46,1,39,39,"organic cyclic compound biosynthetic process","BP",2.13463111424057e-45,"biosynthetic process","Up"
"364",449,"GO:0009887",1.86922230317451e-46,1,39,39,"animal organ morphogenesis","BP",2.16680993353065e-45,"gland development","Up"
"365",450,"GO:0045893",3.68220970103602e-46,1,39,39,"positive regulation of DNA-templated transcription","BP",4.26136520037115e-45,"positive regulation of biological process","Up"
"366",451,"GO:0051336",1.18876485253343e-45,1,38,38,"regulation of hydrolase activity","BP",1.37119906257569e-44,"regulation of protein binding","Up"
"367",452,"GO:0048870",2.10796207957504e-45,1,38,38,"cell motility","BP",2.42346298293248e-44,"regulation of cell motility","Up"
"368",454,"GO:0071702",3.29668353914183e-45,1,38,38,"organic substance transport","BP",3.78387815083766e-44,"mitochondrial transport","Up"
"369",455,"GO:0007166",3.59574245873597e-44,1,37,37,"cell surface receptor signaling pathway","BP",4.10690192590922e-43,"transmembrane receptor protein tyrosine kinase signaling pathway","Up"
"370",456,"GO:0045934",5.43014736845216e-44,1,37,37,"negative regulation of nucleobase-containing compound metabolic process","BP",6.18187786734211e-43,"negative regulation of biological process","Up"
"371",457,"GO:0030182",6.26736272884474e-44,1,37,37,"neuron differentiation","BP",7.10030234596835e-43,"vasculature development","Up"
"372",458,"GO:0019220",3.9020097442832e-43,1,36,36,"regulation of phosphate metabolic process","BP",4.39920130847412e-42,"purine ribonucleotide metabolic process","Up"
"373",459,"GO:0051174",3.9020097442832e-43,1,36,36,"regulation of phosphorus metabolic process","BP",4.39920130847412e-42,"purine ribonucleotide metabolic process","Up"
"374",460,"GO:0051094",5.46322802438547e-43,1,36,36,"positive regulation of developmental process","BP",6.13954403383512e-42,"positive regulation of neuron differentiation","Up"
"375",461,"GO:0051093",6.33825954319656e-43,1,36,36,"negative regulation of developmental process","BP",7.11146616483851e-42,"positive regulation of neuron differentiation","Up"
"376",462,"GO:0051960",9.04594155884312e-43,1,36,36,"regulation of nervous system development","BP",1.01331941500502e-41,"negative regulation of neurogenesis","Up"
"377",463,"GO:0010558",9.7547273693653e-43,1,36,36,"negative regulation of macromolecule biosynthetic process","BP",1.08922594747386e-41,"negative regulation of biological process","Up"
"378",464,"GO:2000113",9.7547273693653e-43,1,36,36,"negative regulation of cellular macromolecule biosynthetic process","BP",1.08922594747386e-41,"regulation of DNA metabolic process","Up"
"379",465,"GO:0032880",1.28497832199695e-42,1,36,36,"regulation of protein localization","BP",1.43253564126932e-41,"regulation of endocytosis","Up"
"380",466,"GO:0043085",4.08199827926347e-42,1,35,35,"positive regulation of catalytic activity","BP",4.5434980847216e-41,"regulation of protein binding","Up"
"381",467,"GO:0042325",5.7857748702874e-42,1,35,35,"regulation of phosphorylation","BP",6.42966078589967e-41,"purine ribonucleotide metabolic process","Up"
"382",468,"GO:0006508",7.53520802163176e-42,1,35,35,"proteolysis","BP",8.36049270971524e-41,"protein maturation","Up"
"383",469,"GO:0045184",7.68780154482064e-42,1,35,35,"establishment of protein localization","BP",8.51628095060162e-41,"mitochondrial transport","Up"
"384",470,"GO:0009791",9.15572596612452e-42,1,35,35,"post-embryonic development","BP",1.01103514223081e-40,"nematode larval development","Up"
"385",471,"GO:0071310",1.03546763586149e-41,1,35,35,"cellular response to organic substance","BP",1.14162756698294e-40,"response to toxic substance","Up"
"386",472,"GO:0071705",1.11747768791307e-41,1,35,35,"nitrogen compound transport","BP",1.23010536039565e-40,"nitrogen compound transport","Up"
"387",473,"GO:1901700",1.2895335797544e-41,1,35,35,"response to oxygen-containing compound","BP",1.41727039661686e-40,"response to toxic substance","Up"
"388",474,"GO:0018130",1.31148819415057e-41,1,35,35,"heterocycle biosynthetic process","BP",1.43463262552621e-40,"biosynthetic process","Up"
"389",475,"GO:0019438",1.31148819415057e-41,1,35,35,"aromatic compound biosynthetic process","BP",1.43463262552621e-40,"biosynthetic process","Up"
"390",476,"GO:0034654",1.31148819415057e-41,1,35,35,"nucleobase-containing compound biosynthetic process","BP",1.43463262552621e-40,"biosynthetic process","Up"
"391",477,"GO:0000278",8.3051910358903e-41,1,34,34,"mitotic cell cycle","BP",9.05667478016743e-40,"positive regulation of cell cycle","Up"
"392",478,"GO:0048729",9.29994338177925e-41,1,34,34,"tissue morphogenesis","BP",1.01256392895073e-39,"epithelial cell development","Up"
"393",479,"GO:0016477",1.02767120585764e-40,1,34,34,"cell migration","BP",1.11717289719205e-39,"regulation of cell motility","Up"
"394",480,"GO:0032989",1.74420014123595e-40,1,34,34,"cellular component morphogenesis","BP",1.88438315104162e-39,"post-embryonic animal organ morphogenesis","Up"
"395",481,"GO:0044087",1.78997716954879e-40,1,34,34,"regulation of cellular component biogenesis","BP",1.93085500233735e-39,"vesicle organization","Up"
"396",482,"GO:0051248",1.9770476559371e-40,1,34,34,"negative regulation of protein metabolic process","BP",2.12608663307697e-39,"negative regulation of biological process","Up"
"397",483,"GO:0048666",2.04767486497239e-40,1,34,34,"neuron development","BP",2.19865550017773e-39,"vasculature development","Up"
"398",484,"GO:0060284",2.10140153781729e-40,1,34,34,"regulation of cell development","BP",2.25288293701577e-39,"positive regulation of neuron differentiation","Up"
"399",485,"GO:0051129",2.33618765892717e-40,1,34,34,"negative regulation of cellular component organization","BP",2.50075830565099e-39,"positive regulation of chromosome organization","Up"
"400",486,"GO:0009792",1.8454859040354e-39,1,33,33,"embryo development ending in birth or egg hatching","BP",1.96945747621488e-38,"nematode larval development","Up"
"401",487,"GO:0006259",1.94086295192007e-39,1,33,33,"DNA metabolic process","BP",2.0680841515124e-38,"regulation of DNA metabolic process","Up"
"402",488,"GO:0031401",2.2088615412339e-39,1,33,33,"positive regulation of protein modification process","BP",2.35006730186073e-38,"post-transcriptional regulation of gene expression","Up"
"403",489,"GO:0015833",2.44782335890404e-39,1,33,33,"peptide transport","BP",2.59246746647565e-38,"nitrogen compound transport","Up"
"404",490,"GO:0042886",2.44782335890404e-39,1,33,33,"amide transport","BP",2.59246746647565e-38,"nitrogen compound transport","Up"
"405",491,"GO:0080134",3.4802920565162e-39,1,33,33,"regulation of response to stress","BP",3.66374118600124e-38,"regulation of response to external stimulus","Up"
"406",492,"GO:0019637",1.56040456512192e-38,1,32,32,"organophosphate metabolic process","BP",1.63772190843877e-37,"purine ribonucleotide metabolic process","Up"
"407",493,"GO:0002009",2.23868020540306e-38,1,32,32,"morphogenesis of an epithelium","BP",2.34608315378821e-37,"epithelial cell development","Up"
"408",494,"GO:1901566",2.81046087851855e-38,1,32,32,"organonitrogen compound biosynthetic process","BP",2.93649051432655e-37,"biosynthetic process","Up"
"409",495,"GO:0008283",3.21895047682143e-38,1,32,32,"cell population proliferation","BP",3.35827818402713e-37,"negative regulation of cell population proliferation","Up"
"410",496,"GO:0015031",3.61394606026032e-38,1,32,32,"protein transport","BP",3.76475155904913e-37,"mitochondrial transport","Up"
"411",497,"GO:0007281",3.7525786522529e-38,1,32,32,"germ cell development","BP",3.90335190167377e-37,"development of primary sexual characteristics","Up"
"412",498,"GO:0070925",4.22094639854424e-38,1,32,32,"organelle assembly","BP",4.38401416431266e-37,"vesicle organization","Up"
"413",499,"GO:0016310",4.43313605391673e-38,1,32,32,"phosphorylation","BP",4.59756988380978e-37,"purine ribonucleotide metabolic process","Up"
"414",500,"GO:0060341",4.44451713222983e-38,1,32,32,"regulation of cellular localization","BP",4.60254440804245e-37,"regulation of endocytosis","Up"
"415",501,"GO:0060548",2.36892036132637e-37,1,31,31,"negative regulation of cell death","BP",2.44590152520994e-36,"apoptotic signaling pathway","Up"
"416",502,"GO:0001932",3.64825171943864e-37,1,31,31,"regulation of protein phosphorylation","BP",3.7612506665009e-36,"post-transcriptional regulation of gene expression","Up"
"417",503,"GO:0035239",4.04116934316906e-37,1,31,31,"tube morphogenesis","BP",4.16020231351278e-36,"nematode larval development","Up"
"418",504,"GO:0006082",5.03168563113361e-37,1,31,31,"organic acid metabolic process","BP",5.16468172711071e-36,"regulation of small molecule metabolic process","Up"
"419",505,"GO:0043436",5.03168563113361e-37,1,31,31,"oxoacid metabolic process","BP",5.16468172711071e-36,"regulation of small molecule metabolic process","Up"
"420",506,"GO:0009719",5.0670721931749e-37,1,31,31,"response to endogenous stimulus","BP",5.1933775117731e-36,"response to endogenous stimulus","Up"
"421",507,"GO:0007417",5.51269281243716e-37,1,31,31,"central nervous system development","BP",5.6418334932556e-36,"vasculature development","Up"
"422",508,"GO:0007010",7.26835438309528e-37,1,31,31,"cytoskeleton organization","BP",7.4169046916549e-36,"vesicle organization","Up"
"423",509,"GO:0044092",7.53149370796252e-37,1,31,31,"negative regulation of molecular function","BP",7.67421880738454e-36,"regulation of protein binding","Up"
"424",510,"GO:0051253",8.81405646557746e-37,1,31,31,"negative regulation of RNA metabolic process","BP",8.96801378375349e-36,"negative regulation of biological process","Up"
"425",511,"GO:0048646",5.70895587766075e-36,1,30,30,"anatomical structure formation involved in morphogenesis","BP",5.78342051954328e-35,"post-embryonic animal organ morphogenesis","Up"
"426",512,"GO:0003008",5.92579075816723e-36,1,30,30,"system process","BP",5.99439615044703e-35,"cognition","Up"
"427",513,"GO:0006955",7.52037056634253e-36,1,30,30,"immune response","BP",7.58548199981736e-35,"regulation of immune response","Up"
"428",514,"GO:0006396",7.96787471821077e-36,1,30,30,"RNA processing","BP",8.02528015566186e-35,"protein maturation","Up"
"429",515,"GO:0007017",8.69230495580487e-36,1,30,30,"microtubule-based process","BP",8.74233261022677e-35,"microtubule-based movement","Up"
"430",516,"GO:0050767",9.9582382948442e-36,1,30,30,"regulation of neurogenesis","BP",1.00011617357703e-34,"negative regulation of neurogenesis","Up"
"431",517,"GO:0045892",1.2974481510428e-35,1,30,30,"negative regulation of DNA-templated transcription","BP",1.29559465368416e-34,"negative regulation of biological process","Up"
"432",518,"GO:1902679",1.2974481510428e-35,1,30,30,"negative regulation of RNA biosynthetic process","BP",1.29559465368416e-34,"negative regulation of biological process","Up"
