# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:1901983"	"regulation of protein acetylation"	0.01360075294087594	-1.499109049229338	0.8280415260617389	0.62074809	"positive regulation of cellular component organization"
"GO:1902036"	"regulation of hematopoietic stem cell differentiation"	0.0028339059686051118	-1.3989913717285436	0.783085666106724	0.66107003	"positive regulation of cellular component organization"
"GO:1902236"	"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	0.0024347642828860816	-1.5804485481757433	0.8090036818109185	0.56736091	"positive regulation of cellular component organization"
"GO:1902275"	"regulation of chromatin organization"	0.0077666319679494545	-1.945624033828056	0.7962035721303452	0.60701649	"positive regulation of cellular component organization"
"GO:1902459"	"positive regulation of stem cell population maintenance"	0.001393669719302279	-1.5843643570887969	0.7095771144053786	0.46135037	"positive regulation of cellular component organization"
"GO:1903224"	"regulation of endodermal cell differentiation"	0.0017994637664499593	-1.3862409132912281	0.7877634756415443	0.64524044	"positive regulation of cellular component organization"
"GO:1903225"	"negative regulation of endodermal cell differentiation"	0.0008614808050102393	-1.3862409132912281	0.7709750673365418	0.62111877	"positive regulation of cellular component organization"
"GO:1904396"	"regulation of neuromuscular junction development"	0.003465880304326909	-1.8486813363810826	0.7982705271786625	0.57753488	"positive regulation of cellular component organization"
"GO:1905214"	"regulation of RNA binding"	0.0014568671528744587	-1.5876769365130723	0.8589520505690353	0.68451706	"positive regulation of cellular component organization"
"GO:1905216"	"positive regulation of RNA binding"	0.0011275752621562592	-1.9282969367981158	0.8579789828253376	0.43941086	"positive regulation of cellular component organization"
"GO:1905276"	"regulation of epithelial tube formation"	0.001150858527156536	-3.027968505607104	0.7673458944773758	0.13173239	"positive regulation of cellular component organization"
"GO:1905330"	"regulation of morphogenesis of an epithelium"	0.00912038751867983	-1.9359743863829533	0.7891027874889183	0.52764498	"positive regulation of cellular component organization"
"GO:2000026"	"regulation of multicellular organismal development"	0.23626526849995105	-2.9241487741247525	0.7060584772002817	0.62388425	"positive regulation of cellular component organization"
"GO:2000027"	"regulation of animal organ morphogenesis"	0.015376933442325623	-2.431482881411809	0.7832204274133474	0.52255468	"positive regulation of cellular component organization"
"GO:2000036"	"regulation of stem cell population maintenance"	0.00945633177082668	-1.3607276228699476	0.7544286974154325	0.67943562	"positive regulation of cellular component organization"
"GO:2000278"	"regulation of DNA biosynthetic process"	0.017798393002354404	-1.4406432070843807	0.8284040975241023	0.67005859	"positive regulation of cellular component organization"
"GO:2000370"	"positive regulation of clathrin-dependent endocytosis"	0.0007583692028661565	-2.2767207086817973	0.727579764873343	0.52913656	"positive regulation of cellular component organization"
"GO:2000380"	"regulation of mesoderm development"	0.0007483906607231808	-1.3563030324952763	0.8150084290329355	0.3792897	"positive regulation of cellular component organization"
"GO:2000463"	"positive regulation of excitatory postsynaptic potential"	0.001703004525734527	-1.4891830645119273	0.7128938695187713	0.64423292	"positive regulation of cellular component organization"
