"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ParentTerm"
"214",273,"GO:0043161",0.0443893773876894,0.96984781539822,54,142,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP","organic cyclic compound catabolic process"
"215",276,"GO:0043457",0.044942591619167,0.986000450063588,9,16,"regulation of cellular respiration","BP","oxidative phosphorylation"
"216",279,"GO:0051296",0.0453410561912631,0.991832574963113,5,8,"establishment of meiotic spindle orientation","BP","SRP-dependent cotranslational protein targeting to membrane"
"217",285,"GO:0006367",0.0457638686706879,0.976844985818352,20,45,"transcription initiation at RNA polymerase II promoter","BP","cellular nitrogen compound biosynthetic process"
"218",286,"GO:0009063",0.0463335828971814,0.979375904771292,15,32,"amino acid catabolic process","BP","amino acid metabolic process"
"219",287,"GO:1901565",0.0464480687463759,0.963458968278819,130,375,"organonitrogen compound catabolic process","BP","organic cyclic compound catabolic process"
"220",288,"GO:0009152",0.046470082123718,0.972676934080348,30,74,"purine ribonucleotide biosynthetic process","BP","purine nucleotide metabolic process"
"221",290,"GO:0006706",0.0480315404813558,0.989224003021223,6,10,"steroid catabolic process","BP","androgen metabolic process"
"222",291,"GO:0006081",0.0481007541434642,0.980754999770472,12,25,"cellular aldehyde metabolic process","BP","cellular aldehyde metabolic process"
"223",294,"GO:0038034",0.0490376473977049,0.995409389491594,4,5,"signal transduction in absence of ligand","BP","extrinsic apoptotic signaling pathway in absence of ligand"
"224",295,"GO:0097192",0.0490376473977049,0.995409389491594,4,5,"extrinsic apoptotic signaling pathway in absence of ligand","BP","extrinsic apoptotic signaling pathway in absence of ligand"
"225",297,"GO:0006541",0.0496519010396101,0.990799421002657,5,8,"glutamine metabolic process","BP","amino acid metabolic process"
"226",298,"GO:0008652",0.0498343276977137,0.976598626128863,16,36,"amino acid biosynthetic process","BP","amino acid metabolic process"
