"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Module"
"729","GO:1901862",0.0205803198620902,0.996319328741638,4,25,"negative regulation of muscle tissue development","BP","Black"
"730","GO:0001666",0.0210471794306543,0.99143717823349,11,126,"response to hypoxia","BP","Black"
"731","GO:0055024",0.021129565878639,0.994275063837892,6,50,"regulation of cardiac muscle tissue development","BP","Black"
"732","GO:1901568",0.0212757877597703,0.994226440707333,6,50,"fatty acid derivative metabolic process","BP","Black"
"733","GO:1903055",0.0214617924961863,0.997394982829722,3,14,"positive regulation of extracellular matrix organization","BP","Black"
"734","GO:0010717",0.021592313119346,0.996081447983685,4,25,"regulation of epithelial to mesenchymal transition","BP","Black"
"735","GO:0048565",0.021814666199343,0.991070145265638,11,129,"digestive tract development","BP","Black"
"736","GO:0071229",0.0218724113292423,0.993245691681793,7,66,"cellular response to acid chemical","BP","Black"
"737","GO:0003229",0.022074009418672,0.995950820610461,4,26,"ventricular cardiac muscle tissue development","BP","Black"
"738","GO:0055010",0.022074009418672,0.995950820610461,4,26,"ventricular cardiac muscle tissue morphogenesis","BP","Black"
"739","GO:0035567",0.0221571896746918,0.99485030347746,5,37,"non-canonical Wnt signaling pathway","BP","Black"
"740","GO:1903052",0.0222390972806296,0.992443567637085,8,79,"positive regulation of proteolysis involved in protein catabolic process","BP","Black"
"741","GO:0051093",0.022239412452896,0.98703815902523,27,418,"negative regulation of developmental process","BP","Black"
"742","GO:0072376",0.0222711510503891,0.998775670932479,2,6,"protein activation cascade","BP","Black"
"743","GO:0006030",0.0223345449077272,0.997247359687455,3,14,"chitin metabolic process","BP","Black"
"744","GO:0035973",0.0223729124217986,0.998767056332685,2,6,"aggrephagy","BP","Black"
"745","GO:0009062",0.0224713819146287,0.994758201432335,5,37,"fatty acid catabolic process","BP","Black"
"746","GO:0035461",0.0228857298462867,0.997120608763012,3,15,"vitamin transmembrane transport","BP","Black"
"747","GO:0001840",0.0235421927102427,0.998666526545786,2,6,"neural plate development","BP","Black"
"748","GO:0020028",0.0236081504853019,1,1,1,"endocytic hemoglobin import into cell","BP","Black"
"749","GO:0098838",0.0236081504853019,1,1,1,"folate transmembrane transport","BP","Black"
"750","GO:0140075",0.0236081504853019,1,1,1,"regulation of lipoprotein transport","BP","Black"
"751","GO:0140077",0.0236081504853019,1,1,1,"positive regulation of lipoprotein transport","BP","Black"
"752","GO:1904352",0.0236081504853019,1,1,1,"positive regulation of protein catabolic process in the vacuole","BP","Black"
"753","GO:1904447",0.0236081504853019,1,1,1,"folate import across plasma membrane","BP","Black"
"754","GO:1905167",0.0236081504853019,1,1,1,"positive regulation of lysosomal protein catabolic process","BP","Black"
"755","GO:0010470",0.023686218541342,0.994387511729156,5,38,"regulation of gastrulation","BP","Black"
"756","GO:0060415",0.024652606381095,0.994086213305113,5,39,"muscle tissue morphogenesis","BP","Black"
"757","GO:0033993",0.0249844124452599,0.986584137738323,20,288,"response to lipid","BP","Black"
"758","GO:0060044",0.0255293412608473,0.998489278556047,2,6,"negative regulation of cardiac muscle cell proliferation","BP","Black"
"759","GO:0095500",0.0256860726525961,0.998474961656916,2,6,"acetylcholine receptor signaling pathway","BP","Black"
"760","GO:1903831",0.0256860726525961,0.998474961656916,2,6,"signal transduction involved in cellular response to ammonium ion","BP","Black"
"761","GO:1905144",0.0256860726525961,0.998474961656916,2,6,"response to acetylcholine","BP","Black"
"762","GO:1905145",0.0256860726525961,0.998474961656916,2,6,"cellular response to acetylcholine","BP","Black"
"763","GO:0051293",0.0257694372842988,0.992654331524502,6,55,"establishment of spindle localization","BP","Black"
"764","GO:0048514",0.02611999547397,0.989005343982209,11,131,"blood vessel morphogenesis","BP","Black"
"765","GO:0048704",0.0262801404007556,0.992490404534373,6,53,"embryonic skeletal system morphogenesis","BP","Black"
"766","GO:0006067",0.0263527315962421,0.998413522001066,2,6,"ethanol metabolic process","BP","Black"
"767","GO:2000319",0.0265016203451822,0.998399680888833,2,6,"regulation of T-helper 17 cell differentiation","BP","Black"
"768","GO:0007039",0.0266003535212959,0.998390478435575,2,6,"protein catabolic process in the vacuole","BP","Black"
"769","GO:0045623",0.0269805483621354,0.998354864486602,2,6,"negative regulation of T-helper cell differentiation","BP","Black"
"770","GO:0051294",0.0275354481717153,0.993166317932523,5,42,"establishment of spindle orientation","BP","Black"
"771","GO:0035970",0.0278102764736842,0.998276167298718,2,6,"peptidyl-threonine dephosphorylation","BP","Black"
"772","GO:0051180",0.0278638605043619,0.996181582990506,3,16,"vitamin transport","BP","Black"
"773","GO:0006032",0.0278712522435753,0.998270331540642,2,6,"chitin catabolic process","BP","Black"
"774","GO:1901072",0.0278712522435753,0.998270331540642,2,6,"glucosamine-containing compound catabolic process","BP","Black"
"775","GO:0003205",0.0279790280095764,0.990891676872777,7,69,"cardiac chamber development","BP","Black"
"776","GO:0001704",0.0285457628675662,0.990674710976299,7,68,"formation of primary germ layer","BP","Black"
"777","GO:0048645",0.0291121477854378,0.992692285635382,5,40,"animal organ formation","BP","Black"
"778","GO:0060420",0.0293732730572537,0.992609341788484,5,40,"regulation of heart growth","BP","Black"
"779","GO:0032418",0.0300886418368976,0.995751928419764,3,16,"lysosome localization","BP","Black"
"780","GO:2001236",0.0301268623653626,0.991096795533186,6,55,"regulation of extrinsic apoptotic signaling pathway","BP","Black"
"781","GO:0048284",0.0303563383140256,0.989955106852738,7,68,"organelle fusion","BP","Black"
"782","GO:0071453",0.030361389084207,0.989953085664001,7,68,"cellular response to oxygen levels","BP","Black"
"783","GO:0050678",0.030677532699357,0.987380162162898,10,117,"regulation of epithelial cell proliferation","BP","Black"
"784","GO:0030199",0.0309316576913314,0.9978600436047,2,7,"collagen fibril organization","BP","Black"
"785","GO:0090092",0.0309900122728254,0.988754302587744,8,85,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP","Black"
"786","GO:0007517",0.0311320844764411,0.985957134151729,12,151,"muscle organ development","BP","Black"
"787","GO:0007271",0.0313916790376888,0.99781069499364,2,7,"synaptic transmission, cholinergic","BP","Black"
"788","GO:0051241",0.0314811301355298,0.98087834312324,28,450,"negative regulation of multicellular organismal process","BP","Black"
"789","GO:1902004",0.0315078913876624,0.997798163801673,2,7,"positive regulation of amyloid-beta formation","BP","Black"
"790","GO:1902993",0.0315078913876624,0.997798163801673,2,7,"positive regulation of amyloid precursor protein catabolic process","BP","Black"
"791","GO:0045851",0.0315381882345499,0.995464900921503,3,16,"pH reduction","BP","Black"
"792","GO:0051452",0.0315381882345499,0.995464900921503,3,16,"intracellular pH reduction","BP","Black"
"793","GO:0001868",0.0320171487826648,1,1,1,"regulation of complement activation, lectin pathway","BP","Black"
"794","GO:0001869",0.0320171487826648,1,1,1,"negative regulation of complement activation, lectin pathway","BP","Black"
"795","GO:0002438",0.0320171487826648,1,1,1,"acute inflammatory response to antigenic stimulus","BP","Black"
"796","GO:0045916",0.0320171487826648,1,1,1,"negative regulation of complement activation","BP","Black"
"797","GO:2000258",0.0320171487826648,1,1,1,"negative regulation of protein activation cascade","BP","Black"
"798","GO:0007272",0.0321139021913614,0.991699727184184,5,42,"ensheathment of neurons","BP","Black"
"799","GO:0008366",0.0321139021913614,0.991699727184184,5,42,"axon ensheathment","BP","Black"
"800","GO:0022611",0.032296769792005,0.995273764227677,3,17,"dormancy process","BP","Black"
"801","GO:0002921",0.0325310483335279,0.997686719898331,2,7,"negative regulation of humoral immune response","BP","Black"
"802","GO:0048671",0.0325974002011322,0.997679423816585,2,7,"negative regulation of collateral sprouting","BP","Black"
"803","GO:0034635",0.0328335242632041,0.997653391751197,2,7,"glutathione transport","BP","Black"
"804","GO:0042939",0.0328335242632041,0.997653391751197,2,7,"tripeptide transport","BP","Black"
"805","GO:0051653",0.0329941460546545,0.990012986178503,6,58,"spindle localization","BP","Black"
"806","GO:0016202",0.0331110795578227,0.988826927764354,7,70,"regulation of striated muscle tissue development","BP","Black"
"807","GO:1901861",0.0331110795578227,0.988826927764354,7,70,"regulation of muscle tissue development","BP","Black"
"808","GO:0016319",0.0333385042955751,0.99296286289547,4,30,"mushroom body development","BP","Black"
"809","GO:0048635",0.0334273692570177,0.992958027239328,4,29,"negative regulation of muscle organ development","BP","Black"
"810","GO:0055123",0.0336911202475478,0.98522393031611,11,138,"digestive system development","BP","Black"
"811","GO:0021915",0.0346797720910879,0.987116931667562,8,89,"neural tube development","BP","Black"
"812","GO:0010716",0.0348507947403673,1,1,1,"negative regulation of extracellular matrix disassembly","BP","Black"
"813","GO:0033632",0.0348507947403673,1,1,1,"regulation of cell-cell adhesion mediated by integrin","BP","Black"
"814","GO:0036343",0.0348507947403673,1,1,1,"psychomotor behavior","BP","Black"
"815","GO:1902362",0.0348507947403673,1,1,1,"melanocyte apoptotic process","BP","Black"
"816","GO:1903054",0.0348507947403673,1,1,1,"negative regulation of extracellular matrix organization","BP","Black"
"817","GO:0060479",0.035280072418899,0.997377502713448,2,7,"lung cell differentiation","BP","Black"
"818","GO:0060487",0.035280072418899,0.997377502713448,2,7,"lung epithelial cell differentiation","BP","Black"
"819","GO:2000316",0.0357345456475122,0.997325029064125,2,7,"regulation of T-helper 17 type immune response","BP","Black"
"820","GO:1902018",0.036132606629072,0.997278757292527,2,7,"negative regulation of cilium assembly","BP","Black"
"821","GO:1901800",0.0362027331392733,0.987542726020333,7,71,"positive regulation of proteasomal protein catabolic process","BP","Black"
"822","GO:0043371",0.0367414460735081,0.997207424065447,2,7,"negative regulation of CD4-positive, alpha-beta T cell differentiation","BP","Black"
"823","GO:2000515",0.0367414460735081,0.997207424065447,2,7,"negative regulation of CD4-positive, alpha-beta T cell activation","BP","Black"
"824","GO:0003151",0.0368827414224744,0.990093252703485,5,43,"outflow tract morphogenesis","BP","Black"
"825","GO:0051783",0.0369245581794306,0.984312116898848,10,122,"regulation of nuclear division","BP","Black"
"826","GO:0090189",0.0369303168235819,0.99718515840187,2,7,"regulation of branching involved in ureteric bud morphogenesis","BP","Black"
"827","GO:0090190",0.0369303168235819,0.99718515840187,2,7,"positive regulation of branching involved in ureteric bud morphogenesis","BP","Black"
"828","GO:0061333",0.0369975377325935,0.988495394787895,6,58,"renal tubule morphogenesis","BP","Black"
"829","GO:0003149",0.0370502736288908,0.994278268125677,3,17,"membranous septum morphogenesis","BP","Black"
"830","GO:0040001",0.0371439113237697,0.98997675926237,5,45,"establishment of mitotic spindle localization","BP","Black"
"831","GO:0046348",0.0374698450164647,0.997121198332978,2,7,"amino sugar catabolic process","BP","Black"
"832","GO:0090183",0.0375998103791671,0.994159614465716,3,17,"regulation of kidney development","BP","Black"
"833","GO:0048701",0.037637949441491,0.989835150377569,5,43,"embryonic cranial skeleton morphogenesis","BP","Black"
"834","GO:0048568",0.0378341797393279,0.980267927916257,16,228,"embryonic organ development","BP","Black"
"835","GO:0035751",0.0380341465061951,0.997053739561629,2,7,"regulation of lysosomal lumen pH","BP","Black"
"836","GO:2000060",0.0381615577003121,0.988056449009859,6,57,"positive regulation of ubiquitin-dependent protein catabolic process","BP","Black"
"837","GO:0007088",0.038287766185671,0.984501585332309,9,106,"regulation of mitotic nuclear division","BP","Black"
"838","GO:1901340",0.0387824038935449,1,1,1,"negative regulation of store-operated calcium channel activity","BP","Black"
"839","GO:0048640",0.0391133989858701,0.985119312092155,8,90,"negative regulation of developmental growth","BP","Black"
"840","GO:0090174",0.0396133643754445,0.987491563607663,6,57,"organelle membrane fusion","BP","Black"
"841","GO:0048710",0.0398685595231456,0.993616947241929,3,18,"regulation of astrocyte differentiation","BP","Black"
"842","GO:0006642",0.0399616962130823,1,1,1,"triglyceride mobilization","BP","Black"
"843","GO:0007078",0.0399616962130823,1,1,1,"lamin depolymerization","BP","Black"
"844","GO:0008347",0.0400126668829794,0.98899858005136,5,44,"glial cell migration","BP","Black"
"845","GO:0060481",0.040108647517662,1,1,1,"lobar bronchus epithelium development","BP","Black"
"846","GO:0060482",0.040108647517662,1,1,1,"lobar bronchus development","BP","Black"
"847","GO:0001552",0.0403269995457613,1,1,1,"ovarian follicle atresia","BP","Black"
"848","GO:0000132",0.0406832863319684,0.990809560837112,4,32,"establishment of mitotic spindle orientation","BP","Black"
"849","GO:0071242",0.0407670961268737,0.988749990957103,5,43,"cellular response to ammonium ion","BP","Black"
"850","GO:0021957",0.0407701334378913,1,1,1,"corticospinal tract morphogenesis","BP","Black"
"851","GO:0048683",0.0407701334378913,1,1,1,"regulation of collateral sprouting of intact axon in response to injury","BP","Black"
"852","GO:0048685",0.0407701334378913,1,1,1,"negative regulation of collateral sprouting of intact axon in response to injury","BP","Black"
"853","GO:1904426",0.0407701334378913,1,1,1,"positive regulation of GTP binding","BP","Black"
"854","GO:1904477",0.0407701334378913,1,1,1,"positive regulation of small GTPase binding","BP","Black"
"855","GO:1905099",0.0407701334378913,1,1,1,"positive regulation of guanyl-nucleotide exchange factor activity","BP","Black"
"856","GO:2001108",0.0407701334378913,1,1,1,"positive regulation of Rho guanyl-nucleotide exchange factor activity","BP","Black"
"857","GO:0071214",0.0408519443316744,0.981511813707154,11,142,"cellular response to abiotic stimulus","BP","Black"
"858","GO:0104004",0.0408519443316744,0.981511813707154,11,142,"cellular response to environmental stimulus","BP","Black"
"859","GO:0007598",0.0410490053078431,1,1,1,"blood coagulation, extrinsic pathway","BP","Black"
"860","GO:1905217",0.0410490053078431,1,1,1,"response to astaxanthin","BP","Black"
"861","GO:1905225",0.0410490053078431,1,1,1,"response to thyrotropin-releasing hormone","BP","Black"
"862","GO:0061025",0.0413921601015934,0.9853254623776,7,73,"membrane fusion","BP","Black"
"863","GO:0060976",0.0415446654844333,0.990574756407848,4,31,"coronary vasculature development","BP","Black"
"864","GO:0046620",0.041556253590651,0.985238303245698,7,75,"regulation of organ growth","BP","Black"
"865","GO:0032436",0.0416420478076445,0.986681835282844,6,58,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP","Black"
"866","GO:0008285",0.0417903750636328,0.977453536489307,17,248,"negative regulation of cell population proliferation","BP","Black"
"867","GO:0006857",0.0419758036114019,0.996441140468798,2,8,"oligopeptide transport","BP","Black"
"868","GO:0048562",0.0420607885815974,0.980127172505835,12,158,"embryonic organ morphogenesis","BP","Black"
"869","GO:0042073",0.0421281524856805,0.990399772435647,4,31,"intraciliary transport","BP","Black"
"870","GO:0009725",0.0421582500798986,0.975007416384622,23,363,"response to hormone","BP","Black"
"871","GO:0048193",0.0422549280691007,0.980015218228203,12,160,"Golgi vesicle transport","BP","Black"
"872","GO:1904702",0.0423985169232391,1,1,1,"regulation of protein localization to adherens junction","BP","Black"
"873","GO:1904703",0.0423985169232391,1,1,1,"negative regulation of protein localization to adherens junction","BP","Black"
"874","GO:0000117",0.0426215907228127,1,1,1,"regulation of transcription involved in G2/M transition of mitotic cell cycle","BP","Black"
"875","GO:0090282",0.0426215907228127,1,1,1,"positive regulation of transcription involved in G2/M transition of mitotic cell cycle","BP","Black"
"876","GO:1905344",0.0429429897369967,1,1,1,"prostaglandin catabolic process","BP","Black"
"877","GO:0046637",0.0430248537360364,0.992900331291325,3,18,"regulation of alpha-beta T cell differentiation","BP","Black"
"878","GO:0062028",0.0431927513194201,1,1,1,"regulation of stress granule assembly","BP","Black"
"879","GO:0062030",0.0431927513194201,1,1,1,"negative regulation of stress granule assembly","BP","Black"
"880","GO:0001976",0.043270757434054,1,1,1,"nervous system process involved in regulation of systemic arterial blood pressure","BP","Black"
"881","GO:0001978",0.043270757434054,1,1,1,"regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback","BP","Black"
"882","GO:0001982",0.043270757434054,1,1,1,"baroreceptor response to decreased systemic arterial blood pressure","BP","Black"
"883","GO:0001988",0.043270757434054,1,1,1,"positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure","BP","Black"
"884","GO:0003025",0.043270757434054,1,1,1,"regulation of systemic arterial blood pressure by baroreceptor feedback","BP","Black"
"885","GO:0042416",0.043270757434054,1,1,1,"dopamine biosynthetic process","BP","Black"
"886","GO:0060112",0.043270757434054,1,1,1,"generation of ovulation cycle rhythm","BP","Black"
"887","GO:1905918",0.043270757434054,1,1,1,"regulation of CoA-transferase activity","BP","Black"
"888","GO:1905920",0.043270757434054,1,1,1,"positive regulation of CoA-transferase activity","BP","Black"
"889","GO:1905921",0.043270757434054,1,1,1,"regulation of acetylcholine biosynthetic process","BP","Black"
"890","GO:1905923",0.043270757434054,1,1,1,"positive regulation of acetylcholine biosynthetic process","BP","Black"
"891","GO:0061945",0.0432886982612747,1,1,1,"regulation of protein K48-linked ubiquitination","BP","Black"
"892","GO:0070426",0.0432886982612747,1,1,1,"positive regulation of nucleotide-binding oligomerization domain containing signaling pathway","BP","Black"
"893","GO:0070434",0.0432886982612747,1,1,1,"positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP","Black"
"894","GO:1902524",0.0432886982612747,1,1,1,"positive regulation of protein K48-linked ubiquitination","BP","Black"
"895","GO:0090152",0.0436274772350892,1,1,1,"establishment of protein localization to mitochondrial membrane involved in mitochondrial fission","BP","Black"
"896","GO:0072329",0.043685590203249,0.987698803303133,5,44,"monocarboxylic acid catabolic process","BP","Black"
"897","GO:0046586",0.0436900559456387,1,1,1,"regulation of calcium-dependent cell-cell adhesion","BP","Black"
"898","GO:0046587",0.0436900559456387,1,1,1,"positive regulation of calcium-dependent cell-cell adhesion","BP","Black"
"899","GO:0033337",0.0437166298809311,1,1,1,"dorsal fin development","BP","Black"
"900","GO:0045862",0.0437457883969399,0.978505236691393,13,175,"positive regulation of proteolysis","BP","Black"
"901","GO:0010454",0.04384105851534,0.98988134323119,4,31,"negative regulation of cell fate commitment","BP","Black"
"902","GO:1905561",0.0439506773029777,1,1,1,"positive regulation of kinetochore assembly","BP","Black"
"903","GO:0006256",0.0439840881842337,1,1,1,"UDP catabolic process","BP","Black"
"904","GO:0009140",0.0439840881842337,1,1,1,"pyrimidine nucleoside diphosphate catabolic process","BP","Black"
"905","GO:0009195",0.0439840881842337,1,1,1,"pyrimidine ribonucleoside diphosphate catabolic process","BP","Black"
"906","GO:0009222",0.0439840881842337,1,1,1,"pyrimidine ribonucleotide catabolic process","BP","Black"
"907","GO:1904026",0.0439917649994572,1,1,1,"regulation of collagen fibril organization","BP","Black"
"908","GO:1904028",0.0439917649994572,1,1,1,"positive regulation of collagen fibril organization","BP","Black"
"909","GO:0010713",0.0441458551262349,1,1,1,"negative regulation of collagen metabolic process","BP","Black"
"910","GO:0032966",0.0441458551262349,1,1,1,"negative regulation of collagen biosynthetic process","BP","Black"
"911","GO:1990267",0.0441458551262349,1,1,1,"response to transition metal nanoparticle","BP","Black"
"912","GO:0003365",0.0442200293239819,1,1,1,"establishment of cell polarity involved in ameboidal cell migration","BP","Black"
"913","GO:0003371",0.0442200293239819,1,1,1,"establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration","BP","Black"
"914","GO:0003379",0.0442200293239819,1,1,1,"establishment of cell polarity involved in gastrulation cell migration","BP","Black"
"915","GO:0003380",0.0442200293239819,1,1,1,"establishment or maintenance of cytoskeleton polarity involved in gastrulation","BP","Black"
"916","GO:0048383",0.0442200293239819,1,1,1,"mesectoderm development","BP","Black"
"917","GO:0043605",0.0443150674549082,1,1,1,"amide catabolic process","BP","Black"
"918","GO:0000011",0.044385707964007,1,1,1,"vacuole inheritance","BP","Black"
"919","GO:0009737",0.0444219467532066,1,1,1,"response to abscisic acid","BP","Black"
"920","GO:0009741",0.0444219467532066,1,1,1,"response to brassinosteroid","BP","Black"
"921","GO:0009742",0.0444219467532066,1,1,1,"brassinosteroid mediated signaling pathway","BP","Black"
"922","GO:0071367",0.0444219467532066,1,1,1,"cellular response to brassinosteroid stimulus","BP","Black"
"923","GO:0016045",0.0444736015821626,1,1,1,"detection of bacterium","BP","Black"
"924","GO:0060978",0.0444736015821626,1,1,1,"angiogenesis involved in coronary vascular morphogenesis","BP","Black"
"925","GO:0062043",0.0444736015821626,1,1,1,"positive regulation of cardiac epithelial to mesenchymal transition","BP","Black"
"926","GO:0098543",0.0444736015821626,1,1,1,"detection of other organism","BP","Black"
"927","GO:1905007",0.0444736015821626,1,1,1,"positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation","BP","Black"
"928","GO:1905073",0.0444736015821626,1,1,1,"regulation of tight junction disassembly","BP","Black"
"929","GO:1905075",0.0444736015821626,1,1,1,"positive regulation of tight junction disassembly","BP","Black"
"930","GO:1905223",0.0444736015821626,1,1,1,"epicardium morphogenesis","BP","Black"
"931","GO:0060800",0.0445202864178784,1,1,1,"regulation of cell differentiation involved in embryonic placenta development","BP","Black"
"932","GO:0001830",0.0445325263674253,1,1,1,"trophectodermal cell fate commitment","BP","Black"
"933","GO:2000690",0.0445325263674253,1,1,1,"regulation of cardiac muscle cell myoblast differentiation","BP","Black"
"934","GO:2000691",0.0445325263674253,1,1,1,"negative regulation of cardiac muscle cell myoblast differentiation","BP","Black"
"935","GO:0001568",0.0448892513983289,0.978568401154524,12,161,"blood vessel development","BP","Black"
"936","GO:0030449",0.0449143351598658,0.996046982008306,2,8,"regulation of complement activation","BP","Black"
"937","GO:2000257",0.0449143351598658,0.996046982008306,2,8,"regulation of protein activation cascade","BP","Black"
"938","GO:0048545",0.0450258661479826,0.98019821633429,10,125,"response to steroid hormone","BP","Black"
"939","GO:0055008",0.045087199488985,0.989474823759176,4,32,"cardiac muscle tissue morphogenesis","BP","Black"
"940","GO:0048634",0.0451793136423392,0.983658578703628,7,75,"regulation of muscle organ development","BP","Black"
"941","GO:1902003",0.0452869658722225,0.995888482962381,2,9,"regulation of amyloid-beta formation","BP","Black"
"942","GO:0033145",0.0454822750884728,0.995969051493136,2,8,"positive regulation of intracellular steroid hormone receptor signaling pathway","BP","Black"
"943","GO:0072488",0.0458165891336637,0.99592291577013,2,8,"ammonium transmembrane transport","BP","Black"
"944","GO:0060234",0.0458789826419321,1,1,1,"neuroblast delamination","BP","Black"
"945","GO:0097310",0.0459887368682938,1,1,1,"cap2 mRNA methylation","BP","Black"
"946","GO:1904895",0.0461235647395272,1,1,1,"ESCRT complex assembly","BP","Black"
"947","GO:1904902",0.0461235647395272,1,1,1,"ESCRT III complex assembly","BP","Black"
"948","GO:0030034",0.0463044376426278,1,1,1,"microvillar actin bundle assembly","BP","Black"
"949","GO:0048174",0.0463518265835208,1,1,1,"negative regulation of short-term neuronal synaptic plasticity","BP","Black"
"950","GO:0061782",0.0463518265835208,1,1,1,"vesicle fusion with vesicle","BP","Black"
"951","GO:1900243",0.0463518265835208,1,1,1,"negative regulation of synaptic vesicle endocytosis","BP","Black"
"952","GO:1905162",0.0463518265835208,1,1,1,"regulation of phagosome maturation","BP","Black"
"953","GO:1905414",0.0463518265835208,1,1,1,"negative regulation of dense core granule exocytosis","BP","Black"
"954","GO:1905415",0.0463518265835208,1,1,1,"positive regulation of dense core granule exocytosis","BP","Black"
"955","GO:1905432",0.0463518265835208,1,1,1,"regulation of retrograde trans-synaptic signaling by neuropeptide","BP","Black"
"956","GO:1905433",0.0463518265835208,1,1,1,"negative regulation of retrograde trans-synaptic signaling by neuropeptide","BP","Black"
"957","GO:1905468",0.0463518265835208,1,1,1,"regulation of clathrin-coated pit assembly","BP","Black"
"958","GO:1905469",0.0463518265835208,1,1,1,"negative regulation of clathrin-coated pit assembly","BP","Black"
"959","GO:0060302",0.0465559900231344,1,1,1,"negative regulation of cytokine activity","BP","Black"
"960","GO:0060825",0.0465559900231344,1,1,1,"fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP","Black"
"961","GO:0062044",0.0465559900231344,1,1,1,"negative regulation of cardiac epithelial to mesenchymal transition","BP","Black"
"962","GO:1902747",0.0465559900231344,1,1,1,"negative regulation of lens fiber cell differentiation","BP","Black"
"963","GO:1905006",0.0465559900231344,1,1,1,"negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation","BP","Black"
"964","GO:2000313",0.0465559900231344,1,1,1,"regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","BP","Black"
"965","GO:0002820",0.046950552013697,0.995764986333994,2,8,"negative regulation of adaptive immune response","BP","Black"
"966","GO:0002823",0.046950552013697,0.995764986333994,2,8,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP","Black"
"967","GO:0009758",0.0469881142909149,1,1,1,"carbohydrate utilization","BP","Black"
"968","GO:0046639",0.0471276678418396,0.995740118839973,2,8,"negative regulation of alpha-beta T cell differentiation","BP","Black"
"969","GO:0005991",0.0472165096600133,1,1,1,"trehalose metabolic process","BP","Black"
"970","GO:0035074",0.0472165096600133,1,1,1,"pupation","BP","Black"
"971","GO:0061394",0.0472165096600133,1,1,1,"regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance","BP","Black"
"972","GO:0061395",0.0472165096600133,1,1,1,"positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance","BP","Black"
"973","GO:0043248",0.0472794790627656,0.995718761278823,2,8,"proteasome assembly","BP","Black"
"974","GO:0035425",0.047300847458756,1,1,1,"autocrine signaling","BP","Black"
"975","GO:0042665",0.047300847458756,1,1,1,"regulation of ectodermal cell fate specification","BP","Black"
"976","GO:0042666",0.047300847458756,1,1,1,"negative regulation of ectodermal cell fate specification","BP","Black"
"977","GO:0044338",0.047300847458756,1,1,1,"canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation","BP","Black"
"978","GO:0060054",0.047300847458756,1,1,1,"positive regulation of epithelial cell proliferation involved in wound healing","BP","Black"
"979","GO:0072497",0.047300847458756,1,1,1,"mesenchymal stem cell differentiation","BP","Black"
"980","GO:0072307",0.0473309353022492,1,1,1,"regulation of metanephric nephron tubule epithelial cell differentiation","BP","Black"
"981","GO:1905478",0.0473309353022492,1,1,1,"regulation of glutamate-ammonia ligase activity","BP","Black"
"982","GO:1905480",0.0473309353022492,1,1,1,"positive regulation of glutamate-ammonia ligase activity","BP","Black"
"983","GO:0001841",0.0474030431421732,0.984310351472744,6,62,"neural tube formation","BP","Black"
"984","GO:0014859",0.0474207417328467,1,1,1,"negative regulation of skeletal muscle cell proliferation","BP","Black"
"985","GO:0098528",0.0474207417328467,1,1,1,"skeletal muscle fiber differentiation","BP","Black"
"986","GO:1902723",0.0474207417328467,1,1,1,"negative regulation of skeletal muscle satellite cell proliferation","BP","Black"
"987","GO:1902725",0.0474207417328467,1,1,1,"negative regulation of satellite cell differentiation","BP","Black"
"988","GO:2001015",0.0474207417328467,1,1,1,"negative regulation of skeletal muscle cell differentiation","BP","Black"
"989","GO:0051923",0.0474228066643255,0.995698560938688,2,8,"sulfation","BP","Black"
"990","GO:0021568",0.0475898618115829,1,1,1,"rhombomere 2 development","BP","Black"
"991","GO:0061213",0.0478697209016037,0.99563534769144,2,8,"positive regulation of mesonephros development","BP","Black"
"992","GO:0061217",0.0478697209016037,0.99563534769144,2,8,"regulation of mesonephros development","BP","Black"
"993","GO:1903431",0.0482997350524934,0.991554928524775,3,20,"positive regulation of cell maturation","BP","Black"
"994","GO:0034035",0.0483960455112827,0.995560464758969,2,8,"purine ribonucleoside bisphosphate metabolic process","BP","Black"
"995","GO:0050427",0.0483960455112827,0.995560464758969,2,8,"3'-phosphoadenosine 5'-phosphosulfate metabolic process","BP","Black"
"996","GO:1905330",0.0488228991945608,0.982030043512815,7,76,"regulation of morphogenesis of an epithelium","BP","Black"
"997","GO:0071495",0.0496065038524915,0.969116073203777,26,428,"cellular response to endogenous stimulus","BP","Black"
"998","GO:0050777",0.0497532479345223,0.987984790735425,4,33,"negative regulation of immune response","BP","Black"
"999","GO:0042538",0.0499612465792582,0.995210373889921,2,9,"hyperosmotic salinity response","BP","Black"
