"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ParentTerm"
"226",270,"GO:0032890",0.0154706070977544,0.994816116274625,18,26,"regulation of organic acid transport","BP","regulation of localization"
"227",271,"GO:0043405",0.0154711805318219,0.990297671434068,71,126,"regulation of MAP kinase activity","BP","regulation of hydrolase activity"
"228",272,"GO:0071495",0.015512357028621,0.987959928149584,220,428,"cellular response to endogenous stimulus","BP","response to endogenous stimulus"
"229",273,"GO:0035295",0.015640172939749,0.987466600828897,287,566,"tube development","BP","developmental process"
"230",274,"GO:2000060",0.0156802144824386,0.992255435686508,35,57,"positive regulation of ubiquitin-dependent protein catabolic process","BP","regulation of primary metabolic process"
"231",275,"GO:0007276",0.0158098886799409,0.987209969921425,313,619,"gamete generation","BP","meiosis I"
"232",276,"GO:0000819",0.0159659446467221,0.990845754958565,52,89,"sister chromatid segregation","BP","chromosome segregation"
"233",277,"GO:0006972",0.0159884616651021,0.995716755538406,14,19,"hyperosmotic response","BP","response to abiotic stimulus"
"234",278,"GO:0106027",0.0160461440697117,0.994595437413375,18,26,"neuron projection organization","BP","positive regulation of neuron projection development"
"235",279,"GO:0044089",0.0161917304237064,0.988350852548981,132,248,"positive regulation of cellular component biogenesis","BP","cellular component organization"
"236",280,"GO:0043410",0.0162601466825024,0.98915513843986,90,164,"positive regulation of MAPK cascade","BP","regulation of response to wounding"
"237",281,"GO:0098727",0.0162958141198305,0.989927024036196,66,117,"maintenance of cell number","BP","stem cell population maintenance"
"238",282,"GO:0006793",0.0163372131377809,0.986522300400129,377,755,"phosphorus metabolic process","BP","protein phosphorylation"
"239",285,"GO:0009894",0.0166470269660093,0.987114940234083,211,410,"regulation of catabolic process","BP","regulation of primary metabolic process"
"240",286,"GO:0051492",0.0167432565232367,0.9930802808082,24,37,"regulation of stress fiber assembly","BP","mitotic spindle organization"
"241",287,"GO:0030950",0.0167576283783882,1,5,5,"establishment or maintenance of actin cytoskeleton polarity","BP","establishment or maintenance of actin cytoskeleton polarity"
"242",288,"GO:0022412",0.0168024758208414,0.98663715918144,263,516,"cellular process involved in reproduction in multicellular organism","BP","meiosis I"
"243",289,"GO:0051347",0.0171266683054653,0.987754852318458,125,235,"positive regulation of transferase activity","BP","regulation of hydrolase activity"
"244",290,"GO:0061138",0.0171514300903805,0.989835721520781,56,98,"morphogenesis of a branching epithelium","BP","morphogenesis of a branching epithelium"
"245",291,"GO:1903725",0.017204480096872,0.992126688599651,29,46,"regulation of phospholipid metabolic process","BP","regulation of lipid biosynthetic process"
"246",292,"GO:1900076",0.0173848757096959,0.991328056956693,35,57,"regulation of cellular response to insulin stimulus","BP","response to endogenous stimulus"
"247",293,"GO:0051640",0.0174466179653061,0.986735448155037,183,352,"organelle localization","BP","establishment of chromosome localization"
"248",294,"GO:2001233",0.0175712437707087,0.988128518278392,93,171,"regulation of apoptotic signaling pathway","BP","regulation of response to wounding"
"249",295,"GO:0031647",0.0176050180021543,0.988218419691323,89,163,"regulation of protein stability","BP","regulation of biological quality"
"250",297,"GO:0010564",0.0177152259582556,0.986528221519369,182,351,"regulation of cell cycle process","BP","chromosome segregation"
"251",298,"GO:0030194",0.0178275604535223,0.997226981427169,9,11,"positive regulation of blood coagulation","BP","regulation of response to wounding"
"252",299,"GO:1900048",0.0178275604535223,0.997226981427169,9,11,"positive regulation of hemostasis","BP","regulation of biological quality"
"253",300,"GO:0030299",0.0178615698195036,1,5,5,"intestinal cholesterol absorption","BP","intestinal absorption"
"254",301,"GO:0044241",0.0178615698195036,1,5,5,"lipid digestion","BP","intestinal absorption"
"255",302,"GO:0098856",0.0178615698195036,1,5,5,"intestinal lipid absorption","BP","intestinal absorption"
"256",303,"GO:0031345",0.0180438988279012,0.989584382493222,51,88,"negative regulation of cell projection organization","BP","positive regulation of cellular component organization"
"257",304,"GO:0010324",0.0181058488997557,0.991889067273533,27,43,"membrane invagination","BP","plasma membrane invagination"
"258",306,"GO:0045934",0.0184522000579501,0.985200152466491,274,543,"negative regulation of nucleobase-containing compound metabolic process","BP","negative regulation of cellular process"
"259",307,"GO:0032418",0.0184622542209968,0.995567800682871,12,16,"lysosome localization","BP","establishment of chromosome localization"
"260",308,"GO:0036065",0.0184900347971011,0.998277151722942,7,8,"fucosylation","BP","fucosylation"
"261",309,"GO:0032388",0.0185618440699011,0.988523697699038,64,113,"positive regulation of intracellular transport","BP","regulation of localization"
"262",310,"GO:0009451",0.0185921879925664,0.99001351303801,41,69,"RNA modification","BP","peptidyl-threonine phosphorylation"
"263",311,"GO:0019219",0.0186076704626151,0.984055314161534,581,1186,"regulation of nucleobase-containing compound metabolic process","BP","regulation of primary metabolic process"
"264",314,"GO:0018105",0.0187021727803831,0.989395865849788,48,82,"peptidyl-serine phosphorylation","BP","peptidyl-threonine phosphorylation"
"265",316,"GO:0031623",0.0187188989876127,0.994397515640635,15,21,"receptor internalization","BP","endosomal transport"
"266",318,"GO:0090224",0.0192197444979911,0.993034332245381,19,28,"regulation of spindle organization","BP","mitotic spindle organization"
"267",319,"GO:0006004",0.0192526620567778,0.998187051606598,7,8,"fucose metabolic process","BP","fucose metabolic process"
"268",321,"GO:0002764",0.0193708913317326,0.988684071016424,52,90,"immune response-regulating signaling pathway","BP","antigen processing and presentation"
"269",322,"GO:0051231",0.0193931654091743,0.996926449428817,9,11,"spindle elongation","BP","mitotic spindle organization"
"270",324,"GO:0050778",0.0194815642149347,0.987163092662428,81,147,"positive regulation of immune response","BP","antigen processing and presentation"
"271",326,"GO:0043200",0.0195476751649021,0.990186397774512,34,56,"response to amino acid","BP","cellular response to chemical stimulus"
"272",327,"GO:0030206",0.019585035244359,1,5,5,"chondroitin sulfate biosynthetic process","BP","regulation of cellular macromolecule biosynthetic process"
"273",328,"GO:2000104",0.0196390877720987,0.99687868317221,9,11,"negative regulation of DNA-templated DNA replication","BP","DNA modification"
"274",329,"GO:0071474",0.0196685504772419,0.996872950548978,9,11,"cellular hyperosmotic response","BP","response to abiotic stimulus"
"275",330,"GO:0048513",0.0197931989328676,0.982879796102315,657,1346,"animal organ development","BP","regulation of animal organ morphogenesis"
"276",332,"GO:0032101",0.0198033066575298,0.985535653806585,136,257,"regulation of response to external stimulus","BP","regulation of response to wounding"
"277",333,"GO:1900180",0.0198516292941399,0.989378897146841,40,67,"regulation of protein localization to nucleus","BP","regulation of localization"
"278",337,"GO:0016482",0.0201229129871448,0.988137382876987,53,92,"cytosolic transport","BP","cytosolic transport"
"279",338,"GO:1901800",0.0202356672963409,0.988946392955285,42,71,"positive regulation of proteasomal protein catabolic process","BP","regulation of primary metabolic process"
"280",339,"GO:0007549",0.0204153894943663,0.99336918041783,16,23,"dosage compensation","BP","dosage compensation"
"281",340,"GO:0032091",0.0205136501079335,0.990495107389049,28,45,"negative regulation of protein binding","BP","regulation of hydrolase activity"
"282",341,"GO:1901701",0.0208328612366066,0.984066416608094,180,349,"cellular response to oxygen-containing compound","BP","cellular response to chemical stimulus"
"283",344,"GO:0021782",0.0212099943663601,0.990327363215568,27,43,"glial cell development","BP","blood vessel development"
"284",345,"GO:0034498",0.021269129090011,1,5,5,"early endosome to Golgi transport","BP","cytosolic transport"
"285",346,"GO:0006897",0.0213114722998277,0.984568282687777,126,238,"endocytosis","BP","endosomal transport"
"286",349,"GO:0032386",0.021593903600611,0.984766579826187,109,203,"regulation of intracellular transport","BP","regulation of localization"
"287",350,"GO:0032436",0.0216427335099406,0.988882778177292,35,58,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP","regulation of primary metabolic process"
"288",351,"GO:0090316",0.0216439861303202,0.988106447643164,42,71,"positive regulation of intracellular protein transport","BP","regulation of localization"
"289",352,"GO:0051205",0.0218713190913918,1,5,5,"protein insertion into membrane","BP","plasma membrane invagination"
"290",353,"GO:0010512",0.022023548767238,1,5,5,"negative regulation of phosphatidylinositol biosynthetic process","BP","regulation of lipid biosynthetic process"
"291",354,"GO:1902646",0.022023548767238,1,5,5,"regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","BP","regulation of lipid biosynthetic process"
"292",355,"GO:1902647",0.022023548767238,1,5,5,"negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","BP","regulation of lipid biosynthetic process"
"293",357,"GO:0051988",0.0221742171461232,1,5,5,"regulation of attachment of spindle microtubules to kinetochore","BP","chromosome segregation"
"294",360,"GO:0042306",0.022247631840899,0.989798618997226,27,43,"regulation of protein import into nucleus","BP","regulation of localization"
"295",367,"GO:0030178",0.0224429271789761,0.987067824887069,47,82,"negative regulation of Wnt signaling pathway","BP","regulation of signal transduction"
"296",368,"GO:0010638",0.0224616290334753,0.983223088842898,150,287,"positive regulation of organelle organization","BP","positive regulation of cellular component organization"
"297",369,"GO:0001763",0.0225093653825506,0.986274671167221,57,101,"morphogenesis of a branching structure","BP","morphogenesis of a branching epithelium"
"298",370,"GO:0040011",0.0226701718662074,0.98153648511458,298,592,"locomotion","BP","negative chemotaxis"
"299",371,"GO:0051240",0.0228098526976875,0.981360072918375,307,612,"positive regulation of multicellular organismal process","BP","regulation of multicellular organismal development"
"300",372,"GO:0051255",0.0229006162911647,0.997742072272427,7,8,"spindle midzone assembly","BP","mitotic spindle organization"
"301",374,"GO:0001704",0.0229834069719467,0.987465359436493,40,68,"formation of primary germ layer","BP","regulation of animal organ morphogenesis"
"302",375,"GO:0050776",0.0231042165829279,0.983442152537317,116,218,"regulation of immune response","BP","antigen processing and presentation"
"303",376,"GO:0007399",0.0231727443513556,0.980171694088911,528,1075,"nervous system development","BP","system development"
"304",377,"GO:0044703",0.0232069245945362,0.980755891876451,357,715,"multi-organism reproductive process","BP","meiosis I"
"305",378,"GO:0050779",0.0234300942389557,0.995095467550813,10,13,"RNA destabilization","BP","regulation of primary metabolic process"
"306",379,"GO:0007030",0.0237486022673918,0.986116639772976,49,85,"Golgi organization","BP","Golgi organization"
"307",380,"GO:0045887",0.0238069258720866,0.990409474756327,21,32,"positive regulation of synaptic assembly at neuromuscular junction","BP","positive regulation of cellular component organization"
"308",381,"GO:0071345",0.0241544138867691,0.982309571002634,129,246,"cellular response to cytokine stimulus","BP","cellular response to chemical stimulus"
"309",383,"GO:0070507",0.0245899412302872,0.985141986975649,54,95,"regulation of microtubule cytoskeleton organization","BP","positive regulation of cellular component organization"
"310",384,"GO:0044242",0.0247735263120911,0.986660935264804,38,64,"cellular lipid catabolic process","BP","regulation of lipid biosynthetic process"
"311",385,"GO:0090130",0.0249396471206309,0.983764512763681,71,129,"tissue migration","BP","tissue migration"
"312",386,"GO:1904396",0.0250578625690106,0.985008719664883,52,91,"regulation of neuromuscular junction development","BP","positive regulation of cellular component organization"
"313",387,"GO:0051234",0.025076221315104,0.978122294386903,695,1429,"establishment of localization","BP","localization"
"314",388,"GO:0048193",0.0251315090568213,0.982886585235591,87,160,"Golgi vesicle transport","BP","endosomal transport"
"315",390,"GO:0061077",0.0251753957272953,0.987274127606832,32,53,"chaperone-mediated protein folding","BP","protein folding"
"316",391,"GO:0009314",0.0252073809289578,0.981511543304136,129,245,"response to radiation","BP","response to abiotic stimulus"
"317",392,"GO:0090090",0.0253280813856252,0.986116557234066,39,67,"negative regulation of canonical Wnt signaling pathway","BP","regulation of signal transduction"
"318",393,"GO:0032892",0.0253891214970352,0.994594409022933,10,13,"positive regulation of organic acid transport","BP","regulation of localization"
"319",394,"GO:0009896",0.0254700889604295,0.981612320462442,117,221,"positive regulation of catabolic process","BP","regulation of primary metabolic process"
"320",396,"GO:0000305",0.0255978088490684,0.994540481004275,10,13,"response to oxygen radical","BP","response to oxygen radical"
"321",397,"GO:0009163",0.0256192275018979,0.994534940182956,10,13,"nucleoside biosynthetic process","BP","pyrimidine nucleoside biosynthetic process"
"322",398,"GO:0042455",0.0256192275018979,0.994534940182956,10,13,"ribonucleoside biosynthetic process","BP","pyrimidine nucleoside biosynthetic process"
"323",399,"GO:0007041",0.0257133640767972,0.986105522589053,38,64,"lysosomal transport","BP","cytosolic transport"
"324",400,"GO:0033674",0.0257415979299017,0.981729759149816,106,199,"positive regulation of kinase activity","BP","regulation of hydrolase activity"
"325",401,"GO:0022407",0.0257969265646601,0.983878459723295,60,107,"regulation of cell-cell adhesion","BP","substrate adhesion-dependent cell spreading"
"326",402,"GO:0045862",0.0259188501141004,0.982013550952252,94,175,"positive regulation of proteolysis","BP","regulation of primary metabolic process"
"327",403,"GO:0090162",0.0263494645594614,0.991239338714564,15,22,"establishment of epithelial cell polarity","BP","establishment or maintenance of actin cytoskeleton polarity"
"328",404,"GO:0002831",0.0267552593541298,0.984691546325176,44,76,"regulation of response to biotic stimulus","BP","regulation of response to wounding"
"329",405,"GO:0006810",0.0270534432387226,0.976418494700947,664,1365,"transport","BP","localization"
"330",406,"GO:0030010",0.027178288863958,0.984084462049228,47,82,"establishment of cell polarity","BP","establishment or maintenance of actin cytoskeleton polarity"
"331",407,"GO:0051093",0.0272284793564514,0.978483638441364,213,418,"negative regulation of developmental process","BP","positive regulation of neuron differentiation"
"332",408,"GO:0031347",0.027347591199565,0.98098350430857,94,174,"regulation of defense response","BP","regulation of response to wounding"
"333",409,"GO:1904398",0.0273825475769836,0.988079790834636,23,36,"positive regulation of neuromuscular junction development","BP","positive regulation of cellular component organization"
"334",410,"GO:0048699",0.0274865439085107,0.976881822709727,396,800,"generation of neurons","BP","system development"
"335",411,"GO:1903320",0.0275465735052963,0.981946045405408,71,129,"regulation of protein modification by small protein conjugation or removal","BP","regulation of primary metabolic process"
"336",412,"GO:0098657",0.0277775134228296,0.979368589555973,135,258,"import into cell","BP","localization"
"337",413,"GO:0050810",0.0277844467004853,0.987574766889441,24,38,"regulation of steroid biosynthetic process","BP","regulation of lipid biosynthetic process"
"338",414,"GO:0140013",0.0278262034904316,0.982756593997355,57,101,"meiotic nuclear division","BP","organelle inheritance"
"339",415,"GO:0006898",0.0279931448446925,0.984044797012173,43,74,"receptor-mediated endocytosis","BP","endosomal transport"
"340",416,"GO:0061462",0.0280268805147043,0.991197224798429,14,20,"protein localization to lysosome","BP","macromolecule localization"
"341",417,"GO:0006629",0.0283220623510129,0.978133866398127,175,340,"lipid metabolic process","BP","regulation of lipid biosynthetic process"
"342",418,"GO:0022409",0.0283666056916335,0.984921672808095,35,59,"positive regulation of cell-cell adhesion","BP","substrate adhesion-dependent cell spreading"
"343",419,"GO:0042176",0.028461614604134,0.979980084552654,98,183,"regulation of protein catabolic process","BP","regulation of primary metabolic process"
"344",420,"GO:1903706",0.0286662941441436,0.980513150119259,82,152,"regulation of hemopoiesis","BP","regulation of hemopoiesis"
"345",421,"GO:0035966",0.0287428850836337,0.982555708823573,52,92,"response to topologically incorrect protein","BP","cellular response to chemical stimulus"
"346",422,"GO:0019953",0.0290505102666977,0.975851989252644,339,680,"sexual reproduction","BP","meiosis I"
"347",424,"GO:0043542",0.029228356190835,0.990114310974597,15,22,"endothelial cell migration","BP","tissue migration"
"348",425,"GO:1900181",0.0292427522664243,0.990747211732352,14,20,"negative regulation of protein localization to nucleus","BP","regulation of localization"
"349",426,"GO:0007166",0.0292433231418745,0.976178705555044,273,544,"cell surface receptor signaling pathway","BP","regulation of signal transduction"
"350",428,"GO:0033157",0.0294101157395258,0.980837121278348,68,123,"regulation of intracellular protein transport","BP","regulation of localization"
"351",429,"GO:0009967",0.0295904366486633,0.975907805906614,271,539,"positive regulation of signal transduction","BP","regulation of response to wounding"
"352",430,"GO:1902531",0.0295906670988326,0.975588378609763,310,620,"regulation of intracellular signal transduction","BP","regulation of signal transduction"
"353",431,"GO:0051649",0.0299357153067414,0.974616339552023,425,862,"establishment of localization in cell","BP","localization"
"354",432,"GO:0010876",0.0300297058631154,0.981921017416051,50,88,"lipid localization","BP","macromolecule localization"
"355",434,"GO:0032231",0.0301268749505876,0.985513489574279,27,44,"regulation of actin filament bundle assembly","BP","mitotic spindle organization"
"356",436,"GO:0051222",0.0302187488873338,0.979312231605301,84,155,"positive regulation of protein transport","BP","regulation of localization"
"357",437,"GO:0046131",0.0302308506866678,0.994914144272004,8,10,"pyrimidine ribonucleoside metabolic process","BP","pyrimidine nucleoside biosynthetic process"
"358",438,"GO:1901657",0.030337525540611,0.98308410464561,39,67,"glycosyl compound metabolic process","BP","pyrimidine nucleoside biosynthetic process"
"359",439,"GO:0045927",0.03057970205918,0.977857860908563,112,212,"positive regulation of growth","BP","positive regulation of cell growth"
"360",440,"GO:0045860",0.0306194351021296,0.978308374278268,99,186,"positive regulation of protein kinase activity","BP","regulation of hydrolase activity"
"361",442,"GO:0009953",0.030659770693507,0.980297334668392,63,114,"dorsal/ventral pattern formation","BP","dorsal/ventral pattern formation"
"362",443,"GO:1902850",0.0306646177775732,0.981397043557189,51,90,"microtubule cytoskeleton organization involved in mitosis","BP","chromosome segregation"
"363",444,"GO:0099518",0.0308221247460597,0.987709545578232,19,29,"vesicle cytoskeletal trafficking","BP","establishment of chromosome localization"
"364",449,"GO:0008104",0.0320582553333826,0.972853622888013,407,825,"protein localization","BP","macromolecule localization"
"365",450,"GO:0046823",0.0320646477417398,0.988985518024444,15,22,"negative regulation of nucleocytoplasmic transport","BP","regulation of localization"
"366",452,"GO:0008356",0.0321081099441113,0.981998848931674,39,67,"asymmetric cell division","BP","cell division"
"367",453,"GO:0051100",0.0321243868049446,0.9815207288919,42,73,"negative regulation of binding","BP","regulation of hydrolase activity"
"368",454,"GO:1903829",0.0321930395559496,0.977982718840419,82,151,"positive regulation of protein localization","BP","regulation of localization"
"369",456,"GO:0032954",0.0327176874463533,0.994386130340147,8,10,"regulation of cytokinetic process","BP","cell division"
"370",457,"GO:0045214",0.0327308463043355,0.988081525981254,16,24,"sarcomere organization","BP","mitotic spindle organization"
"371",458,"GO:0002697",0.0328088712304051,0.978727477229821,64,116,"regulation of immune effector process","BP","antigen processing and presentation"
"372",459,"GO:0034975",0.032874920414065,0.994352358103907,8,10,"protein folding in endoplasmic reticulum","BP","protein folding"
"373",460,"GO:0002218",0.0329441809449811,0.983989577907559,27,44,"activation of innate immune response","BP","antigen processing and presentation"
"374",461,"GO:0060828",0.0329852811208624,0.9781770088947,69,127,"regulation of canonical Wnt signaling pathway","BP","regulation of signal transduction"
"375",462,"GO:0048232",0.0329931772918188,0.974987835069013,146,281,"male gamete generation","BP","meiosis I"
"376",463,"GO:0000380",0.0329990579858987,0.994325662367857,8,10,"alternative mRNA splicing, via spliceosome","BP","alternative mRNA splicing, via spliceosome"
"377",465,"GO:0045859",0.0332356910889632,0.974832420544138,144,278,"regulation of protein kinase activity","BP","regulation of hydrolase activity"
"378",466,"GO:1902115",0.0334442819715961,0.97872654799342,59,106,"regulation of organelle assembly","BP","cellular component organization"
"379",467,"GO:0048681",0.0335534688431012,0.994206092414282,8,10,"negative regulation of axon regeneration","BP","regulation of response to wounding"
"380",469,"GO:1902074",0.0335992006413037,0.991183621927618,11,15,"response to salt","BP","cellular response to chemical stimulus"
"381",473,"GO:1902857",0.0339918473737298,0.994111151450494,8,10,"positive regulation of non-motile cilium assembly","BP","cellular component organization"
"382",474,"GO:0008608",0.034067398013557,0.99103526604335,11,15,"attachment of spindle microtubules to kinetochore","BP","chromosome segregation"
"383",475,"GO:0006220",0.0340983091828682,0.990006181155929,12,17,"pyrimidine nucleotide metabolic process","BP","pyrimidine ribonucleotide biosynthetic process"
"384",476,"GO:0036498",0.0342228204513749,0.985209455859597,21,33,"IRE1-mediated unfolded protein response","BP","cellular response to chemical stimulus"
"385",477,"GO:1990089",0.0342263476728307,0.983290113697497,27,44,"response to nerve growth factor","BP","response to endogenous stimulus"
"386",478,"GO:0006403",0.0344012253882502,0.976850291913409,74,136,"RNA localization","BP","macromolecule localization"
"387",479,"GO:0045746",0.0345280200919655,0.982289211084474,30,50,"negative regulation of Notch signaling pathway","BP","regulation of cell communication"
"388",480,"GO:0031589",0.0345508427296677,0.981787883220875,32,54,"cell-substrate adhesion","BP","substrate adhesion-dependent cell spreading"
"389",481,"GO:0048680",0.034560537100737,0.990878495898444,11,15,"positive regulation of axon regeneration","BP","regulation of response to wounding"
"390",482,"GO:0070572",0.034560537100737,0.990878495898444,11,15,"positive regulation of neuron projection regeneration","BP","regulation of response to wounding"
"391",483,"GO:0019218",0.0345658932464591,0.982809662346265,28,46,"regulation of steroid metabolic process","BP","regulation of lipid biosynthetic process"
"392",484,"GO:0019752",0.0346678603170502,0.973299898270179,160,311,"carboxylic acid metabolic process","BP","pyrimidine ribonucleotide biosynthetic process"
"393",485,"GO:0051049",0.0347143536092227,0.971232349007974,307,615,"regulation of transport","BP","regulation of localization"
"394",486,"GO:0001510",0.0348430860101294,0.984483823516632,22,35,"RNA methylation","BP","peptidyl-threonine phosphorylation"
"395",488,"GO:0050819",0.0348691077519875,0.993920121314719,8,10,"negative regulation of coagulation","BP","regulation of multicellular organismal development"
"396",489,"GO:0008354",0.0348849779816963,0.984883043772561,21,33,"germ cell migration","BP","cell motility"
"397",490,"GO:0051310",0.0349092347125313,0.98487106776061,21,33,"metaphase plate congression","BP","establishment of chromosome localization"
"398",492,"GO:0007140",0.0349704364871226,0.982584598565321,28,46,"male meiotic nuclear division","BP","meiosis I"
"399",493,"GO:0001934",0.0350543518883331,0.97305649060316,157,305,"positive regulation of protein phosphorylation","BP","regulation of primary metabolic process"
"400",494,"GO:0006796",0.0351172218579136,0.970424040777718,367,743,"phosphate-containing compound metabolic process","BP","protein phosphorylation"
"401",496,"GO:0033554",0.0352470742255445,0.970261382563718,375,759,"cellular response to stress","BP","response to stimulus"
"402",497,"GO:0071479",0.0352917307595994,0.98468204951864,21,33,"cellular response to ionizing radiation","BP","response to abiotic stimulus"
"403",498,"GO:0110020",0.0356964041721109,0.981362591060997,31,52,"regulation of actomyosin structure organization","BP","mitotic spindle organization"
"404",499,"GO:0010631",0.035709884822289,0.976831326501315,62,113,"epithelial cell migration","BP","tissue migration"
"405",501,"GO:0090066",0.0358276980585915,0.972529362173022,153,297,"regulation of anatomical structure size","BP","regulation of biological quality"
"406",502,"GO:0009968",0.0358789731158669,0.970723987780819,258,514,"negative regulation of signal transduction","BP","regulation of cell communication"
"407",503,"GO:0046902",0.0361113902836663,0.989297556657986,12,17,"regulation of mitochondrial membrane permeability","BP","plasma membrane invagination"
"408",504,"GO:0045987",0.0361574198133511,0.991970830747654,9,12,"positive regulation of smooth muscle contraction","BP","regulation of multicellular organismal development"
"409",507,"GO:0048584",0.0369929373718956,0.969004765207758,339,683,"positive regulation of response to stimulus","BP","regulation of response to wounding"
"410",508,"GO:1901987",0.0370016338988582,0.973375727439755,101,191,"regulation of cell cycle phase transition","BP","chromosome segregation"
"411",509,"GO:0090092",0.0370329823814991,0.97749838828219,48,85,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP","regulation of signal transduction"
"412",511,"GO:0050772",0.037203521081356,0.979754629120635,34,58,"positive regulation of axonogenesis","BP","regulation of multicellular organismal development"
"413",512,"GO:1903052",0.0375818187449164,0.97757513511706,45,79,"positive regulation of proteolysis involved in protein catabolic process","BP","regulation of primary metabolic process"
"414",513,"GO:0046662",0.0375931131515374,0.985997487249162,16,24,"regulation of oviposition","BP","meiosis I"
"415",514,"GO:0007501",0.03772384948156,0.995988988570702,6,7,"mesodermal cell fate specification","BP","regulation of animal organ morphogenesis"
"416",515,"GO:0036258",0.0377405304238531,0.988717678943843,12,17,"multivesicular body assembly","BP","Golgi organization"
"417",516,"GO:0010824",0.0378312226159741,0.985894086319639,16,24,"regulation of centrosome duplication","BP","mitotic spindle organization"
"418",520,"GO:0009452",0.0379383674789684,0.988646878627928,12,17,"7-methylguanosine RNA capping","BP","alternative mRNA splicing, via spliceosome"
"419",521,"GO:0036260",0.0379383674789684,0.988646878627928,12,17,"RNA capping","BP","alternative mRNA splicing, via spliceosome"
"420",522,"GO:0010001",0.0383175002647384,0.97749276843555,42,74,"glial cell differentiation","BP","blood vessel development"
"421",523,"GO:1902749",0.0383677225339132,0.976908657063279,46,81,"regulation of cell cycle G2/M phase transition","BP","chromosome segregation"
"422",525,"GO:0030510",0.0384717283108082,0.981804661915498,24,39,"regulation of BMP signaling pathway","BP","regulation of signal transduction"
"423",528,"GO:0110053",0.0390680237196232,0.974894276696717,58,105,"regulation of actin filament organization","BP","positive regulation of cellular component organization"
"424",529,"GO:0050650",0.0390750416529407,0.995800254936574,6,7,"chondroitin sulfate proteoglycan biosynthetic process","BP","regulation of cellular macromolecule biosynthetic process"
"425",530,"GO:0008582",0.0394634114634723,0.975887036733055,48,85,"regulation of synaptic assembly at neuromuscular junction","BP","positive regulation of cellular component organization"
"426",531,"GO:0046839",0.0395675566262393,0.995730896361483,6,7,"phospholipid dephosphorylation","BP","regulation of lipid biosynthetic process"
"427",533,"GO:0008592",0.0398564280282047,0.995690076831386,6,7,"regulation of Toll signaling pathway","BP","regulation of signal transduction"
"428",536,"GO:0000070",0.0402157571570222,0.975854199757235,45,79,"mitotic sister chromatid segregation","BP","chromosome segregation"
"429",538,"GO:0060795",0.0403158213623811,0.983464478227902,18,28,"cell fate commitment involved in formation of primary germ layer","BP","regulation of animal organ morphogenesis"
"430",540,"GO:0030968",0.0406195668336815,0.977687325223673,34,58,"endoplasmic reticulum unfolded protein response","BP","cellular response to chemical stimulus"
"431",541,"GO:1900006",0.0406216968944535,0.978202965998246,32,54,"positive regulation of dendrite development","BP","positive regulation of neuron projection development"
"432",543,"GO:0061157",0.0406792475801106,0.990713827048391,9,12,"mRNA destabilization","BP","regulation of primary metabolic process"
"433",545,"GO:0034605",0.0407017326720254,0.980211764439867,25,41,"cellular response to heat","BP","response to abiotic stimulus"
"434",547,"GO:1902882",0.0409619180900187,0.98006902397217,25,41,"regulation of response to oxidative stress","BP","response to oxygen radical"
"435",548,"GO:0032482",0.0412316725286525,0.986392342464412,13,19,"Rab protein signal transduction","BP","hippo signaling"
"436",549,"GO:0048671",0.041394780146332,0.995470979742687,6,7,"negative regulation of collateral sprouting","BP","positive regulation of cell growth"
"437",550,"GO:0031328",0.0414350498191636,0.965072473172284,347,704,"positive regulation of cellular biosynthetic process","BP","positive regulation of biological process"
"438",551,"GO:0046398",0.0416949324477628,1,4,4,"UDP-glucuronate metabolic process","BP","pyrimidine ribonucleotide biosynthetic process"
"439",552,"GO:0007040",0.0417161670744289,0.978915177542454,27,45,"lysosome organization","BP","organelle inheritance"
"440",553,"GO:0080171",0.0417161670744289,0.978915177542454,27,45,"lytic vacuole organization","BP","organelle inheritance"
"441",555,"GO:0030097",0.0418429001633204,0.968432940098666,129,249,"hemopoiesis","BP","regulation of hemopoiesis"
"442",556,"GO:0120036",0.0418701161925154,0.965021301245056,312,628,"plasma membrane bounded cell projection organization","BP","positive regulation of neuron projection development"
"443",557,"GO:0140014",0.0418755918725712,0.973058151775482,57,103,"mitotic nuclear division","BP","chromosome segregation"
"444",558,"GO:2001242",0.0419782859327705,0.975127655554278,42,74,"regulation of intrinsic apoptotic signaling pathway","BP","regulation of response to wounding"
"445",560,"GO:0009048",0.0422227075296971,0.995351878515591,6,7,"dosage compensation by inactivation of X chromosome","BP","dosage compensation"
"446",563,"GO:0030575",0.0425760398152031,0.995300800010568,6,7,"nuclear body organization","BP","nuclear body organization"
"447",564,"GO:0040017",0.0427182848301644,0.968486881954119,111,212,"positive regulation of locomotion","BP","negative chemotaxis"
"448",565,"GO:0042714",0.0427968767167769,1,4,4,"dosage compensation complex assembly","BP","dosage compensation"
"449",566,"GO:0051963",0.0428218028382767,0.972522690410356,56,101,"regulation of synapse assembly","BP","positive regulation of cellular component organization"
"450",569,"GO:0032369",0.0432007909888809,0.989996308730946,9,12,"negative regulation of lipid transport","BP","macromolecule localization"
