"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","Module"
"237","GO:0008080",0.0333964141144101,0.987686899296531,11,25,"N-acetyltransferase activity","MF",1,"Turquoise"
"238","GO:0008093",0.00649847761152218,0.999814023391943,2,6,"cytoskeletal anchor activity","MF",1,"Magenta"
"239","GO:0008119",0.0149806372720402,0.999925850241117,1,3,"thiopurine S-methyltransferase activity","MF",1,"Lightcyan"
"240","GO:0008121",0.000416707753039976,1,7,7,"ubiquinol-cytochrome-c reductase activity","MF",0.0528058017620159,"Turquoise"
"241","GO:0008137",7.92416710568246e-05,0.999988717504489,16,21,"NADH dehydrogenase (ubiquinone) activity","MF",0.0130169119094363,"Turquoise"
"242","GO:0008150",3.68753148381189e-05,0.999969851518162,1286,4373,"biological_process","BP",0.00681463500565696,"Turquoise"
"243","GO:0008152",6.95933930975623e-10,1,937,2960,"metabolic process","BP",3.16578560754834e-07,"Turquoise"
"244","GO:0008172",0.0226830649577737,0.999808197209875,1,4,"S-methyltransferase activity","MF",1,"Lightcyan"
"245","GO:0008191",0.0200819904732821,1,3,3,"metalloendopeptidase inhibitor activity","MF",0.967275536693077,"Turquoise"
"246","GO:0008209",0.0206594421118811,0.998582500579769,4,5,"androgen metabolic process","BP",0.969627414039371,"Turquoise"
"247","GO:0008210",0.0397044636652317,0.98964900289519,7,13,"estrogen metabolic process","BP",1,"Turquoise"
"248","GO:0008250",0.00392926415142503,0.999611395289761,7,9,"oligosaccharyltransferase complex","CC",0.319766400506566,"Turquoise"
"249","GO:0008374",0.0279669147404853,0.992518136016291,8,15,"O-acyltransferase activity","MF",1,"Turquoise"
"250","GO:0008380",0.0244325635329225,0.99401415646076,5,232,"RNA splicing","BP",1,"Lightcyan"
"251","GO:0008406",0.0241885941498102,0.990941415745697,9,153,"gonad development","BP",1,"Magenta"
"252","GO:0008430",0.0298836083415453,0.996025795311776,5,7,"selenium binding","MF",1,"Turquoise"
"253","GO:0008584",0.00166885906237118,0.999737150100808,6,48,"male gonad development","BP",1,"Magenta"
"254","GO:0008635",0.0111887516390837,1,4,4,"activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c","BP",0.672647354931209,"Turquoise"
"255","GO:0008641",0.00407894510786603,0.999792780775704,5,6,"ubiquitin-like modifier activating enzyme activity","MF",0.330431804377403,"Turquoise"
"256","GO:0008652",0.0401027683574216,0.981977939310716,15,36,"amino acid biosynthetic process","BP",1,"Turquoise"
"257","GO:0009052",0.023227163788305,1,3,3,"pentose-phosphate shunt, non-oxidative branch","BP",1,"Turquoise"
"258","GO:0009055",0.00207952344086808,0.99927885984777,21,40,"electron transfer activity","MF",0.198348523464734,"Turquoise"
"259","GO:0009056",1.78596753218266e-05,0.999988013713647,247,716,"catabolic process","BP",0.00377200595100626,"Turquoise"
"260","GO:0009057",2.9796183724173e-07,1,172,451,"macromolecule catabolic process","BP",9.43953741875988e-05,"Turquoise"
"261","GO:0009058",3.21642055564447e-12,1,431,1177,"biosynthetic process","BP",2.59375077625857e-09,"Turquoise"
"262","GO:0009059",2.0186579853031e-13,1,309,770,"macromolecule biosynthetic process","BP",2.10664772454484e-10,"Turquoise"
"263","GO:0009060",0.0111648440824112,0.99543850195684,19,40,"aerobic respiration","BP",0.672647354931209,"Turquoise"
"264","GO:0009063",0.0195249525591631,0.992349170033915,15,32,"amino acid catabolic process","BP",0.951626877340969,"Turquoise"
"265","GO:0009092",0.0495958687127907,1,2,2,"homoserine metabolic process","BP",1,"Turquoise"
"266","GO:0009117",1.45798033638609e-05,0.99999259865359,99,244,"nucleotide metabolic process","BP",0.00331491066657397,"Turquoise"
"267","GO:0009123",9.01854542855585e-06,0.999996135028194,59,124,"nucleoside monophosphate metabolic process","BP",0.00231881180359434,"Turquoise"
"268","GO:0009124",0.0059966117193641,0.997419031132137,24,52,"nucleoside monophosphate biosynthetic process","BP",0.434291167575098,"Turquoise"
"269","GO:0009126",1.37321530148602e-05,0.999994264154985,54,112,"purine nucleoside monophosphate metabolic process","BP",0.00326467812263306,"Turquoise"
"270","GO:0009127",0.00251445811158331,0.999041146280944,23,47,"purine nucleoside monophosphate biosynthetic process","BP",0.228764109526151,"Turquoise"
"271","GO:0009141",4.57094133717366e-05,0.999978846276623,59,128,"nucleoside triphosphate metabolic process","BP",0.00827480308804061,"Turquoise"
"272","GO:0009142",0.0136881744677586,0.993900110057602,21,47,"nucleoside triphosphate biosynthetic process","BP",0.77386369773777,"Turquoise"
"273","GO:0009144",9.48360088535976e-05,0.999956230760021,54,117,"purine nucleoside triphosphate metabolic process","BP",0.0151575282258709,"Turquoise"
"274","GO:0009145",0.0283156345808876,0.987054868256432,18,41,"purine nucleoside triphosphate biosynthetic process","BP",1,"Turquoise"
"275","GO:0009150",5.06889932967716e-05,0.999973492573352,77,184,"purine ribonucleotide metabolic process","BP",0.00881640617723554,"Turquoise"
"276","GO:0009152",0.010917101621584,0.994404654739309,30,74,"purine ribonucleotide biosynthetic process","BP",0.663288698179866,"Turquoise"
"277","GO:0009156",0.0049890342314443,0.997941811024823,23,49,"ribonucleoside monophosphate biosynthetic process","BP",0.383162148485079,"Turquoise"
"278","GO:0009161",1.53508633576195e-05,0.999993487733346,55,115,"ribonucleoside monophosphate metabolic process","BP",0.00337274538577855,"Turquoise"
"279","GO:0009164",0.0385770001078399,0.993387123895139,5,8,"nucleoside catabolic process","BP",1,"Turquoise"
"280","GO:0009165",0.047246950107009,0.969650399009395,39,112,"nucleotide biosynthetic process","BP",1,"Turquoise"
"281","GO:0009166",0.016528277366469,0.993964347236004,14,29,"nucleotide catabolic process","BP",0.864979848845212,"Turquoise"
"282","GO:0009167",1.37321530148602e-05,0.999994264154985,54,112,"purine ribonucleoside monophosphate metabolic process","BP",0.00326467812263306,"Turquoise"
"283","GO:0009168",0.00251445811158331,0.999041146280944,23,47,"purine ribonucleoside monophosphate biosynthetic process","BP",0.228764109526151,"Turquoise"
"284","GO:0009199",0.000488669105865576,0.999756239848126,52,118,"ribonucleoside triphosphate metabolic process","BP",0.0597895076355943,"Turquoise"
"285","GO:0009200",0.0113968414694133,0.998696360356137,6,8,"deoxyribonucleoside triphosphate metabolic process","BP",0.678494511774702,"Turquoise"
"286","GO:0009205",0.000257533161720828,0.999876413560925,52,115,"purine ribonucleoside triphosphate metabolic process","BP",0.0365511665767137,"Turquoise"
"287","GO:0009206",0.0461317655998734,0.977810184539813,17,40,"purine ribonucleoside triphosphate biosynthetic process","BP",1,"Turquoise"
"288","GO:0009214",0.046165920308405,0.999144539245396,1,5,"cyclic nucleotide catabolic process","BP",1,"Lightcyan"
"289","GO:0009259",9.07180251422545e-05,0.999951147306308,78,190,"ribonucleotide metabolic process","BP",0.014765398936227,"Turquoise"
"290","GO:0009260",0.0235151701650887,0.986964030621627,30,78,"ribonucleotide biosynthetic process","BP",1,"Turquoise"
"291","GO:0009301",0.0447083726094805,0.980273959237306,14,33,"snRNA transcription","BP",1,"Turquoise"
"292","GO:0009584",0.0288659394607835,0.99580505461032,3,25,"detection of visible light","BP",1,"Magenta"
"293","GO:0009607",0.0364297953577924,0.972879655771209,91,284,"response to biotic stimulus","BP",1,"Turquoise"
"294","GO:0009987",0.000120551258297209,0.999899920902048,1185,4026,"cellular process","BP",0.0187605252057087,"Turquoise"
"295","GO:0010257",0.00307296966905817,0.999076921738957,17,29,"NADH dehydrogenase complex assembly","BP",0.264648324751267,"Turquoise"
"296","GO:0010424",0.0349945657353172,0.999591637796963,1,3,"DNA methylation on cytosine within a CG sequence","BP",1,"Lightcyan"
"297","GO:0010452",0.0496160146841224,0.99896982537436,1,6,"histone H3-K36 methylation","BP",1,"Lightcyan"
"298","GO:0010467",2.33584499347187e-08,1,350,983,"gene expression","BP",8.28804520583691e-06,"Turquoise"
"299","GO:0010485",0.0259834593072952,0.996038657657182,5,8,"histone H4 acetyltransferase activity","MF",1,"Turquoise"
"300","GO:0010498",0.0104673525234857,0.993498550233125,55,150,"proteasomal protein catabolic process","BP",0.646054201597518,"Turquoise"
"301","GO:0010543",0.028855765797319,0.998011991006306,2,8,"regulation of platelet activation","BP",1,"Magenta"
"302","GO:0010615",0.0204720378276061,1,1,1,"positive regulation of cardiac muscle adaptation","BP",1,"Magenta"
"303","GO:0010650",0.0382750148630186,1,1,1,"positive regulation of cell communication by electrical coupling","BP",1,"Magenta"
"304","GO:0010676",0.039646034254312,0.986097610219402,10,21,"positive regulation of cellular carbohydrate metabolic process","BP",1,"Turquoise"
"305","GO:0010817",0.0198951880709261,0.991940624018971,11,201,"regulation of hormone levels","BP",1,"Magenta"
"306","GO:0010831",0.0487893273025716,0.998976165256175,1,7,"positive regulation of myotube differentiation","BP",1,"Lightcyan"
"307","GO:0010862",0.0211583784388553,0.99870566353803,2,10,"positive regulation of pathway-restricted SMAD protein phosphorylation","BP",1,"Magenta"
"308","GO:0010882",0.0454232276789211,0.995623555929865,2,13,"regulation of cardiac muscle contraction by calcium ion signaling","BP",1,"Magenta"
"309","GO:0010907",0.0477798247776139,0.985137948304124,8,16,"positive regulation of glucose metabolic process","BP",1,"Turquoise"
"310","GO:0010960",0.0190630641786438,0.998948744880563,2,8,"magnesium ion homeostasis","BP",1,"Magenta"
"311","GO:0014059",0.0211051366707225,0.99871065470816,2,10,"regulation of dopamine secretion","BP",1,"Magenta"
"312","GO:0014704",0.0278354303180752,0.996074101304573,3,21,"intercalated disc","CC",1,"Magenta"
"313","GO:0014731",0.0382750148630186,1,1,1,"spectrin-associated cytoskeleton","CC",1,"Magenta"
"314","GO:0014733",0.00285475317396961,0.99996991273457,2,3,"regulation of skeletal muscle adaptation","BP",1,"Magenta"
"315","GO:0014744",0.0204720378276061,1,1,1,"positive regulation of muscle adaptation","BP",1,"Magenta"
"316","GO:0014801",0.0319976344139188,1,1,1,"longitudinal sarcoplasmic reticulum","CC",1,"Magenta"
"317","GO:0014842",0.0194183039111223,0.999875160358868,1,3,"regulation of skeletal muscle satellite cell proliferation","BP",1,"Lightcyan"
"318","GO:0014857",0.0194183039111223,0.999875160358868,1,3,"regulation of skeletal muscle cell proliferation","BP",1,"Lightcyan"
"319","GO:0014883",0.00285475317396961,0.99996991273457,2,3,"transition between fast and slow fiber","BP",1,"Magenta"
"320","GO:0014887",0.0277176924994291,0.998131517061356,2,8,"cardiac muscle adaptation","BP",1,"Magenta"
"321","GO:0014888",0.0402834299903364,0.996510043417648,2,10,"striated muscle adaptation","BP",1,"Magenta"
"322","GO:0014898",0.0277176924994291,0.998131517061356,2,8,"cardiac muscle hypertrophy in response to stress","BP",1,"Magenta"
"323","GO:0014902",0.0102278951587106,0.99565023576003,20,46,"myotube differentiation","BP",0.637602437744423,"Turquoise"
"324","GO:0014904",0.043381923886667,0.989036625841199,7,12,"myotube cell development","BP",1,"Turquoise"
"325","GO:0015031",0.00484288680396483,0.996398880104184,161,492,"protein transport","BP",0.373555020822348,"Turquoise"
"326","GO:0015459",0.0445252973118026,0.995802932536035,2,12,"potassium channel regulator activity","MF",1,"Magenta"
"327","GO:0015833",0.00565883905955835,0.995761833897093,163,501,"peptide transport","BP",0.416570389027488,"Turquoise"
"328","GO:0015929",0.0322784047167924,0.994755212043085,5,8,"hexosaminidase activity","MF",1,"Turquoise"
"329","GO:0015930",0.0141730014922783,1,1,1,"glutamate synthase activity","MF",1,"Lightcyan"
"330","GO:0015934",1.65785151969441e-10,0.999999999970797,52,75,"large ribosomal subunit","CC",8.65057170908781e-08,"Turquoise"
"331","GO:0015935",2.8378548153715e-08,0.999999994822324,35,49,"small ribosomal subunit","CC",9.87183966264818e-06,"Turquoise"
"332","GO:0015980",9.85509192009783e-05,0.999954757411954,53,115,"energy derivation by oxidation of organic compounds","BP",0.0156106415852192,"Turquoise"
"333","GO:0016070",4.93661315662955e-05,0.99996459532538,285,841,"RNA metabolic process","BP",0.00875804540117648,"Turquoise"
"334","GO:0016071",0.00435041867011831,0.996880093565396,133,388,"mRNA metabolic process","BP",0.344557042975754,"Turquoise"
"335","GO:0016072",0.00701885523338893,0.995817630881376,52,139,"rRNA metabolic process","BP",0.480778033573564,"Turquoise"
"336","GO:0016073",0.0211232606141263,0.990640570423532,18,42,"snRNA metabolic process","BP",0.98878038668922,"Turquoise"
"337","GO:0016180",0.0478134882285508,0.987916725618942,6,12,"snRNA processing","BP",1,"Turquoise"
"338","GO:0016247",0.0123388699468989,0.998062586663932,4,34,"channel regulator activity","MF",1,"Magenta"
"339","GO:0016328",0.0173279206564342,0.998981076426273,2,19,"lateral plasma membrane","CC",1,"Lightcyan"
"340","GO:0016331",0.0317509145551859,0.987515687319401,9,161,"morphogenesis of embryonic epithelium","BP",1,"Magenta"
"341","GO:0016407",0.000696292483564038,0.999811816733767,17,32,"acetyltransferase activity","MF",0.0807380715745725,"Turquoise"
"342","GO:0016413",0.013153205459954,1,3,3,"O-acetyltransferase activity","MF",0.753860888525827,"Turquoise"
"343","GO:0016491",0.00116125449689792,0.999261281349182,97,256,"oxidoreductase activity","MF",0.124859491087673,"Turquoise"
"344","GO:0016508",0.0195975651439238,1,3,3,"long-chain-enoyl-CoA hydratase activity","MF",0.952549049913295,"Turquoise"
"345","GO:0016509",0.0155410694268205,1,3,3,"long-chain-3-hydroxyacyl-CoA dehydrogenase activity","MF",0.835497311215826,"Turquoise"
"346","GO:0016573",0.00710409557179287,0.99665886683729,27,64,"histone acetylation","BP",0.484346421541822,"Turquoise"
"347","GO:0016579",0.0108514279601665,0.993559129612488,46,124,"protein deubiquitination","BP",0.661564204265684,"Turquoise"
"348","GO:0016591",0.00804766621170804,0.99633674203498,24,58,"RNA polymerase II, holoenzyme","CC",0.53075704930079,"Turquoise"
"349","GO:0016600",0.0265600623716527,0.999736588501623,1,4,"flotillin complex","CC",1,"Lightcyan"
"350","GO:0016620",0.00908854312321121,0.998516581593771,7,11,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF",0.584202331698877,"Turquoise"
"351","GO:0016651",0.000601159225491799,0.999794464180729,26,47,"oxidoreductase activity, acting on NAD(P)H","MF",0.0720619312125,"Turquoise"
"352","GO:0016655",0.000184449366437494,0.999965838894933,17,24,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF",0.0274984555459461,"Turquoise"
"353","GO:0016679",0.000416707753039976,1,7,7,"oxidoreductase activity, acting on diphenols and related substances as donors","MF",0.0528058017620159,"Turquoise"
"354","GO:0016681",0.000416707753039976,1,7,7,NA,NA,0.0528058017620159,"Turquoise"
"355","GO:0016740",0.00780081920141812,0.993804472781189,237,772,"transferase activity","MF",0.523233860659532,"Turquoise"
"356","GO:0016746",0.000988211757189474,0.999582110245868,31,71,"acyltransferase activity","MF",0.108221387557398,"Turquoise"
"357","GO:0016747",0.00290487074510648,0.998739826089042,27,63,"acyltransferase activity, transferring groups other than amino-acyl groups","MF",0.253868531472582,"Turquoise"
"358","GO:0016836",0.0276503273589044,0.990587104780287,11,22,"hydro-lyase activity","MF",1,"Turquoise"
"359","GO:0016874",0.00240030597787031,0.998926776739542,29,72,"ligase activity","MF",0.224125412386301,"Turquoise"
"360","GO:0016877",0.0120232904851246,0.997010928701842,9,17,"ligase activity, forming carbon-sulfur bonds","MF",0.706308597670847,"Turquoise"
"361","GO:0016891",0.0148090401658705,0.997308712101779,7,11,"RNA endonuclease activity, producing 5'-phosphomonoesters","MF",0.819404221543952,"Turquoise"
"362","GO:0016893",0.00476995304026691,0.999022105280029,10,16,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF",0.369535968940503,"Turquoise"
"363","GO:0016903",0.0420298016383199,0.988436529735731,7,14,"oxidoreductase activity, acting on the aldehyde or oxo group of donors","MF",1,"Turquoise"
"364","GO:0016922",0.0185282246187091,0.997103864234059,6,9,"nuclear receptor binding","MF",0.92417155491626,"Turquoise"
"365","GO:0016938",0.0388853481434911,1,2,2,"kinesin I complex","CC",1,"Turquoise"
"366","GO:0016999",0.0248170847006292,0.987648555692321,22,55,"antibiotic metabolic process","BP",1,"Turquoise"
"367","GO:0017091",0.0212018764395634,0.996569361640805,6,9,NA,NA,0.989848657669197,"Turquoise"
"368","GO:0017144",5.08705986248669e-06,0.999997647445517,108,264,NA,NA,0.00143253220667264,"Turquoise"
"369","GO:0017157",0.00258144664720045,0.999471071085362,7,69,"regulation of exocytosis","BP",1,"Magenta"
"370","GO:0017158",0.00139194636322715,0.999838010262563,5,30,"regulation of calcium ion-dependent exocytosis","BP",1,"Magenta"
"371","GO:0018130",0.00177564130607031,0.998701761847288,179,531,"heterocycle biosynthetic process","BP",0.175986884977616,"Turquoise"
"372","GO:0018193",0.0252536257237601,0.980912168385196,114,361,"peptidyl-amino acid modification","BP",1,"Turquoise"
"373","GO:0018196",0.0290235358661058,0.991459284973353,9,17,NA,NA,1,"Turquoise"
"374","GO:0018200",0.0157464480208804,0.996423860575266,8,14,"peptidyl-glutamic acid modification","BP",0.838912115130448,"Turquoise"
"375","GO:0018205",0.00504113116256803,0.99715206121146,47,122,"peptidyl-lysine modification","BP",0.385494430841032,"Turquoise"
"376","GO:0018279",0.0290235358661058,0.991459284973353,9,17,"protein N-linked glycosylation via asparagine","BP",1,"Turquoise"
"377","GO:0018393",0.00907844028703596,0.99561999568842,27,65,"internal peptidyl-lysine acetylation","BP",0.584202331698877,"Turquoise"
"378","GO:0018394",0.00583910412698354,0.997264261549604,28,66,"peptidyl-lysine acetylation","BP",0.428064240978574,"Turquoise"
"379","GO:0018401",0.0316529676406571,1,1,1,"peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP",1,"Magenta"
"380","GO:0018894",0.0315897573642693,1,1,1,"dibenzo-p-dioxin metabolic process","BP",1,"Magenta"
"381","GO:0018992",0.000538164304293486,0.999982039595855,3,21,"germ-line sex determination","BP",1,"Lightcyan"
"382","GO:0019082",0.0313524827652474,1,1,1,"viral protein processing","BP",1,"Magenta"
"383","GO:0019228",0.0259654567009739,0.998264013052592,2,9,"neuronal action potential","BP",1,"Magenta"
"384","GO:0019233",0.0301169494926844,0.986342972184155,17,40,"sensory perception of pain","BP",1,"Turquoise"
"385","GO:0019346",0.0495958687127907,1,2,2,"transsulfuration","BP",1,"Turquoise"
"386","GO:0019362",0.0256704674737226,0.987971232541151,19,46,"pyridine nucleotide metabolic process","BP",1,"Turquoise"
"387","GO:0019438",0.00239690838186504,0.998231261533961,179,535,"aromatic compound biosynthetic process","BP",0.224125412386301,"Turquoise"
"388","GO:0019439",7.63015119393418e-12,1,109,217,"aromatic compound catabolic process","BP",5.20640432044563e-09,"Turquoise"
"389","GO:0019511",0.0316529676406571,1,1,1,"peptidyl-proline hydroxylation","BP",1,"Magenta"
"390","GO:0019538",2.17275394995751e-09,1,504,1492,"protein metabolic process","BP",8.56596173915471e-07,"Turquoise"
"391","GO:0019637",0.000772526539196886,0.999475356744783,137,390,"organophosphate metabolic process","BP",0.0878550854608459,"Turquoise"
"392","GO:0019674",0.00469215820658401,0.998698069316359,13,24,"NAD metabolic process","BP",0.368334419216845,"Turquoise"
"393","GO:0019676",0.0212935755282263,0.999887179366919,1,2,"ammonia assimilation cycle","BP",1,"Lightcyan"
"394","GO:0019693",4.99760783020684e-05,0.999973382475408,81,196,"ribose phosphate metabolic process","BP",0.00877847133818808,"Turquoise"
"395","GO:0019722",0.000347002361226095,0.999950857865522,7,50,"calcium-mediated signaling","BP",1,"Magenta"
"396","GO:0019730",0.0112311658603123,0.995917636042153,15,32,"antimicrobial humoral response","BP",0.672647354931209,"Turquoise"
"397","GO:0019740",0.0212935755282263,0.999887179366919,1,2,"nitrogen utilization","BP",1,"Lightcyan"
"398","GO:0019752",0.00242266700196283,0.998363686963466,108,311,"carboxylic acid metabolic process","BP",0.225028980533102,"Turquoise"
"399","GO:0019774",0.00519517864153403,0.99967704402108,6,7,"proteasome core complex, beta-subunit complex","CC",0.395569374589937,"Turquoise"
"400","GO:0019842",0.0277339937438641,0.989214803969541,13,29,"vitamin binding","MF",1,"Turquoise"
"401","GO:0019843",0.00069112477333438,0.999795814501903,21,36,"rRNA binding","MF",0.080666082919245,"Turquoise"
"402","GO:0019866",0.000976652606087706,0.999428768712987,75,180,"organelle inner membrane","CC",0.107619837792559,"Turquoise"
"403","GO:0019932",0.00575918621910204,0.998623743782994,7,80,"second-messenger-mediated signaling","BP",1,"Magenta"
"404","GO:0021515",0.0169941423692919,0.994791219629104,11,21,"cell differentiation in spinal cord","BP",0.870619719254668,"Turquoise"
"405","GO:0021516",0.0004612021224441,0.999963718956976,9,11,"dorsal spinal cord development","BP",0.0568604248165631,"Turquoise"
"406","GO:0021527",0.00302819216096155,0.999834545977485,6,7,"spinal cord association neuron differentiation","BP",0.263348809449112,"Turquoise"
"407","GO:0021781",0.0216188787319052,0.999883686377142,1,2,"glial cell fate commitment","BP",1,"Lightcyan"
"408","GO:0021858",0.0172292384669825,1,1,1,"GABAergic neuron differentiation in basal ganglia","BP",1,"Magenta"
"409","GO:0021877",0.0172631563172299,1,3,3,"forebrain neuron fate commitment","BP",0.877552023564402,"Turquoise"
"410","GO:0022416",0.0286177866953864,0.987270662716279,16,40,"chaeta development","BP",1,"Turquoise"
"411","GO:0022613",0.000344085412502085,0.999786363192168,105,282,"ribonucleoprotein complex biogenesis","BP",0.0458978894977406,"Turquoise"
"412","GO:0022618",0.00255327320767929,0.998520409103728,59,152,"ribonucleoprotein complex assembly","BP",0.231110306007338,"Turquoise"
"413","GO:0022625",1.72043147965908e-12,1,42,52,"cytosolic large ribosomal subunit","CC",1.60643025687536e-09,"Turquoise"
"414","GO:0022626",3.94028113873106e-20,1,71,89,"cytosolic ribosome","CC",6.99045276822277e-16,"Turquoise"
"415","GO:0022627",3.18907313493191e-10,0.999999999976329,29,34,"cytosolic small ribosomal subunit","CC",1.48887753912703e-07,"Turquoise"
"416","GO:0022832",0.00747280986134266,0.999006086105588,4,27,"voltage-gated channel activity","MF",1,"Magenta"
"417","GO:0022839",0.0481428083667346,0.988294977215729,4,48,"monoatomic ion gated channel activity","MF",1,"Magenta"
"418","GO:0022841",0.0214665047925833,1,3,3,"potassium ion leak channel activity","MF",0.999176792122925,"Turquoise"
"419","GO:0022843",0.00191601815349539,0.999835542614527,4,18,"voltage-gated monoatomic cation channel activity","MF",1,"Magenta"
"420","GO:0022900",9.58735142470567e-06,0.999996734126536,41,75,"electron transport chain","BP",0.00239824314181399,"Turquoise"
"421","GO:0022904",2.05857575093853e-05,0.999994101831837,31,52,"respiratory electron transport chain","BP",0.00410350476375286,"Turquoise"
"422","GO:0030001",0.0126893103870415,0.995458515444355,10,158,"metal ion transport","BP",1,"Magenta"
"423","GO:0030018",0.0435202619952017,0.989735884327234,4,50,"Z disc","CC",1,"Magenta"
"424","GO:0030057",0.0302748792459868,0.999657202163407,1,4,"desmosome","CC",1,"Lightcyan"
"425","GO:0030111",0.0353981984401081,0.992125134718682,4,160,"regulation of Wnt signaling pathway","BP",1,"Lightcyan"
"426","GO:0030118",0.0265950128773923,0.993692978516673,7,13,"clathrin coat","CC",1,"Turquoise"
"427","GO:0030217",0.0365685966269408,0.991851889108009,4,48,"T cell differentiation","BP",1,"Magenta"
"428","GO:0030218",0.0192803520784176,0.998761127808628,2,31,"erythrocyte differentiation","BP",1,"Lightcyan"
"429","GO:0030242",0.0362280055058507,0.999507866998177,1,4,"autophagy of peroxisome","BP",1,"Lightcyan"
"430","GO:0030284",0.0166360700647336,1,1,1,"nuclear estrogen receptor activity","MF",1,"Magenta"
"431","GO:0030315",0.00741908816098594,0.999396448978477,3,14,"T-tubule","CC",1,"Magenta"
"432","GO:0030332",0.0472157978274828,0.985352724470722,8,16,"cyclin binding","MF",1,"Turquoise"
"433","GO:0030371",0.0416573176569808,0.990354474862064,6,11,"translation repressor activity","MF",1,"Turquoise"
"434","GO:0030388",0.0267946359674043,1,3,3,"fructose 1,6-bisphosphate metabolic process","BP",1,"Turquoise"
"435","GO:0030422",0.00533945070883716,0.999309935730053,7,10,"siRNA processing","BP",0.401386419599492,"Turquoise"
"436","GO:0030478",0.0483766133288323,0.999059775809127,1,5,"actin cap","CC",1,"Lightcyan"
"437","GO:0030507",0.0407905841640948,0.996441768746328,2,10,"spectrin binding","MF",1,"Magenta"
"438","GO:0030532",0.0488471715832182,0.98797487645799,4,58,"small nuclear ribonucleoprotein complex","CC",1,"Magenta"
"439","GO:0030552",0.0369548706534318,0.999453957256157,1,5,"cAMP binding","MF",1,"Lightcyan"
"440","GO:0030673",0.0162947069588646,0.999203291208119,2,7,"axolemma","CC",1,"Magenta"
"441","GO:0030808",0.0102786932639031,0.996395611107351,15,30,"regulation of nucleotide biosynthetic process","BP",0.637602437744423,"Turquoise"
"442","GO:0030811",0.0218794968949016,0.992998696304364,11,21,"regulation of nucleotide catabolic process","BP",1,"Turquoise"
"443","GO:0030845",0.0315897573642693,1,1,1,"phospholipase C-inhibiting G protein-coupled receptor signaling pathway","BP",1,"Magenta"
"444","GO:0030849",0.0331225993529101,0.999589174490743,1,4,"autosome","CC",1,"Lightcyan"
"445","GO:0030867",1.9027491058339e-05,0.999997277790429,18,24,"rough endoplasmic reticulum membrane","CC",0.00388007722834473,"Turquoise"
"446","GO:0030880",0.0021191755485694,0.999033947898401,32,75,"RNA polymerase complex","CC",0.201049697364544,"Turquoise"
"447","GO:0030904",0.0185969925655321,0.997850548184211,5,7,"retromer complex","CC",0.92417155491626,"Turquoise"
"448","GO:0030964",0.000904464042235451,0.999796394843008,16,24,"NADH dehydrogenase complex","CC",0.100918846372951,"Turquoise"
"449","GO:0031050",0.0153674905649128,0.996001892665248,9,17,NA,NA,0.833243716956973,"Turquoise"
"450","GO:0031056",0.0302318520982285,0.995368268987234,3,85,"regulation of histone modification","BP",1,"Lightcyan"
"451","GO:0031060",0.0489709438999086,0.994725033621438,2,45,"regulation of histone methylation","BP",1,"Lightcyan"
"452","GO:0031094",0.0482662867648628,0.999405822401724,1,2,"platelet dense tubular network","CC",1,"Magenta"
"453","GO:0031095",0.0482662867648628,0.999405822401724,1,2,"platelet dense tubular network membrane","CC",1,"Magenta"
"454","GO:0031099",0.0185823991115316,0.989314383916985,36,95,"regeneration","BP",0.92417155491626,"Turquoise"
"455","GO:0031100",0.00688087089669242,0.997621678809303,16,32,"animal organ regeneration","BP",0.47952644574979,"Turquoise"
"456","GO:0031248",0.00154676884233749,0.999377132722926,27,58,"protein acetyltransferase complex","CC",0.156807005896625,"Turquoise"
"457","GO:0031254",0.0423931319768093,0.999279786670533,1,5,"cell trailing edge","CC",1,"Lightcyan"
"458","GO:0031342",0.0492048258467132,0.999382187858522,1,2,"negative regulation of cell killing","BP",1,"Magenta"
"459","GO:0031390",0.0205469807653449,1,3,3,"Ctf18 RFC-like complex","CC",0.969478685526552,"Turquoise"
"460","GO:0031446",0.0319976344139188,1,1,1,"regulation of fast-twitch skeletal muscle fiber contraction","BP",1,"Magenta"
"461","GO:0031448",0.0319976344139188,1,1,1,"positive regulation of fast-twitch skeletal muscle fiber contraction","BP",1,"Magenta"
"462","GO:0031490",0.00258505846510902,0.999844356922301,3,35,"chromatin DNA binding","MF",1,"Lightcyan"
"463","GO:0031493",0.0406430691494625,0.999379415782049,1,4,NA,NA,1,"Lightcyan"
"464","GO:0031543",0.0316529676406571,1,1,1,"peptidyl-proline dioxygenase activity","MF",1,"Magenta"
"465","GO:0031545",0.0316529676406571,1,1,1,"peptidyl-proline 4-dioxygenase activity","MF",1,"Magenta"
"466","GO:0031640",0.00929066071548301,1,4,4,"killing of cells of another organism","BP",0.591838467910932,"Turquoise"
"467","GO:0031672",0.0191762343122756,0.992545475239084,14,33,"A band","CC",0.942397708958673,"Turquoise"
