"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","Module"
"255","GO:0003950",0.0145308796205682,0.999413971736971,2,5,"NAD+ ADP-ribosyltransferase activity","MF",1,"Red"
"256","GO:0015318",0.0170999863637605,0.992387245324152,14,166,"inorganic molecular entity transmembrane transporter activity","MF",1,"Red"
"257","GO:0046873",0.0198737035731562,0.992860575884279,9,93,"metal ion transmembrane transporter activity","MF",1,"Red"
"258","GO:0015075",0.0236705918033143,0.988998672439553,14,173,"monoatomic ion transmembrane transporter activity","MF",1,"Red"
"259","GO:0015108",0.0287367726930626,0.994280423014032,4,26,"chloride transmembrane transporter activity","MF",1,"Red"
"260","GO:0016763",0.0294989864277366,0.995905173818678,3,15,"pentosyltransferase activity","MF",1,"Red"
"261","GO:0030506",0.0302026330152668,0.997936917241309,2,7,"ankyrin binding","MF",1,"Red"
"262","GO:0000400",0.0379531930404124,0.997062759627721,2,7,"four-way junction DNA binding","MF",1,"Red"
"263","GO:0043394",0.0383256702241244,0.99400003422214,3,17,"proteoglycan binding","MF",1,"Red"
"264","GO:0003957",0.0390100819094404,1,1,1,"NAD(P)+ transhydrogenase (B-specific) activity","MF",1,"Red"
"265","GO:0008750",0.0390100819094404,1,1,1,"NAD(P)+ transhydrogenase (AB-specific) activity","MF",1,"Red"
"266","GO:0042292",0.039063360952174,1,1,1,"URM1 activating enzyme activity","MF",1,"Red"
"267","GO:0004157",0.039078666989596,1,1,1,"dihydropyrimidinase activity","MF",1,"Red"
"268","GO:0051722",0.0392146706984633,1,1,1,"protein C-terminal methylesterase activity","MF",1,"Red"
"269","GO:0051723",0.0392146706984633,1,1,1,"protein methylesterase activity","MF",1,"Red"
"270","GO:0031748",0.0394228588644451,0.996770289838882,2,8,"D1 dopamine receptor binding","MF",1,"Red"
"271","GO:0004826",0.0396039808400883,1,1,1,"phenylalanine-tRNA ligase activity","MF",1,"Red"
"272","GO:0017099",0.0404023470531822,1,1,1,"very-long-chain-acyl-CoA dehydrogenase activity","MF",1,"Red"
"273","GO:0001018",0.0406844168621913,1,1,1,"mitochondrial promoter sequence-specific DNA binding","MF",1,"Red"
"274","GO:0061578",0.0408671978979895,0.996705715732557,2,7,"K63-linked deubiquitinase activity","MF",1,"Red"
"275","GO:0047150",0.0432491856094138,1,1,1,"betaine-homocysteine S-methyltransferase activity","MF",1,"Red"
"276","GO:0005227",0.0482944918734467,0.995573918108541,2,8,"calcium activated cation channel activity","MF",1,"Red"
"277","GO:0005031",0.0499072198809177,1,1,1,"tumor necrosis factor receptor activity","MF",1,"Red"
"278","GO:0005035",0.0499072198809177,1,1,1,"death receptor activity","MF",1,"Red"
"279","GO:0045569",0.0499072198809177,1,1,1,"TRAIL binding","MF",1,"Red"
"280","GO:0015077",0.0028254802814401,0.999269702031474,9,67,NA,NA,1,"Red"
"281","GO:0010107",0.0106619475812899,0.99968458968198,2,4,NA,NA,1,"Red"
"282","GO:0015672",0.0141469774145359,0.995219251573065,9,85,NA,NA,1,"Red"
"283","GO:0071804",0.0177676683011241,0.996987657044632,4,23,NA,NA,1,"Red"
"284","GO:0006471",0.0234955104652013,0.998670274341036,2,6,NA,NA,1,"Red"
"285","GO:0015301",0.0363764948209561,0.99724961382167,2,7,NA,NA,1,"Red"
"286","GO:0030616",0.0390100819094432,1,1,1,NA,NA,1,"Red"
"287","GO:0018192",0.039063360952174,1,1,1,NA,NA,1,"Red"
"288","GO:0000060",0.0403667016204986,0.993601704298672,3,16,NA,NA,1,"Red"
"289","GO:0031572",0.0453187421199486,0.992363240156349,3,18,NA,NA,1,"Red"
